time,module,local_recovery_strength,local_persistence,local_directional,local_volatility,local_gv,global_resource,global_hysteresis,global_gv,coupling_gap
58,4,0.946447,0.926447,0.926447,0.153553,0.930447,0.922,0.104,0.8964,0.034047
59,0,0.952648,0.932648,0.932648,0.152648,0.936383,0.916,0.112,0.8892,0.047183
59,1,0.95444,0.93444,0.93444,0.15444,0.937996,0.916,0.112,0.8892,0.048796
59,2,0.944421,0.924421,0.924421,0.155579,0.928421,0.916,0.112,0.8892,0.039221
59,3,0.923649,0.903649,0.903649,0.176351,0.907649,0.916,0.112,0.8892,0.018449
59,4,0.95492,0.93492,0.93492,0.15492,0.938428,0.916,0.112,0.8892,0.049228
60,0,0.88091,0.93591,0.93816,0.29591,0.902769,0.91,0.12,0.882,0.020769
60,1,0.831992,0.886992,0.889242,0.293008,0.856442,0.91,0.12,0.882,-0.025558
60,2,0.867957,0.922957,0.925207,0.282957,0.891112,0.91,0.12,0.882,0.009112
60,3,0.850072,0.905072,0.907322,0.274928,0.874522,0.91,0.12,0.882,-0.007478
60,4,0.85408,0.90908,0.91133,0.27092,0.87853,0.91,0.12,0.882,-0.00347
61,0,0.959207,0.924207,0.920457,0.165793,0.932957,0.904,0.128,0.8748,0.058157
61,1,0.969983,0.934983,0.931233,0.155017,0.943733,0.904,0.128,0.8748,0.068933
61,2,0.994501,0.959501,0.955751,0.169501,0.966301,0.904,0.128,0.8748,0.091501
61,3,0.98374,0.94874,0.94499,0.15874,0.956616,0.904,0.128,0.8748,0.081816
61,4,1.0,0.965985,0.962235,0.175985,0.971742,0.904,0.128,0.8748,0.096942
62,0,0.992661,0.957661,0.953911,0.167661,0.964645,0.898,0.136,0.8676,0.097045
62,1,0.981586,0.946586,0.942836,0.156586,0.954678,0.898,0.136,0.8676,0.087078
62,2,1.0,0.966159,0.962409,0.176159,0.97183,0.898,0.136,0.8676,0.10423
62,3,0.981585,0.946585,0.942835,0.156585,0.954676,0.898,0.136,0.8676,0.087076
62,4,0.98742,0.95242,0.94867,0.16242,0.959928,0.898,0.136,0.8676,0.092328
63,0,0.970551,0.935551,0.931801,0.154449,0.944301,0.892,0.144,0.8604,0.083901
63,1,0.975998,0.940998,0.937248,0.150998,0.949648,0.892,0.144,0.8604,0.089248
63,2,0.964539,0.929539,0.925789,0.160461,0.938289,0.892,0.144,0.8604,0.077889
63,3,0.989844,0.954844,0.951094,0.164844,0.962109,0.892,0.144,0.8604,0.101709
63,4,0.957325,0.922325,0.918575,0.167675,0.931075,0.892,0.144,0.8604,0.070675
64,0,0.986735,0.951735,0.947985,0.161735,0.959312,0.886,0.152,0.8532,0.106112
64,1,0.97214,0.93714,0.93339,0.15286,0.94589,0.886,0.152,0.8532,0.09269
64,2,0.992569,0.957569,0.953819,0.167569,0.964562,0.886,0.152,0.8532,0.111362
64,3,0.986263,0.951263,0.947513,0.161263,0.958887,0.886,0.152,0.8532,0.105687
64,4,1.0,0.96731,0.96356,0.17731,0.972405,0.886,0.152,0.8532,0.119205
65,0,0.890962,0.930962,0.929462,0.280962,0.904065,0.88,0.16,0.846,0.058065
65,1,0.856419,0.896419,0.894919,0.293581,0.870619,0.88,0.16,0.846,0.024619
65,2,0.878996,0.918996,0.917496,0.271004,0.893196,0.88,0.16,0.846,0.047196
65,3,0.86242,0.90242,0.90092,0.28758,0.87662,0.88,0.16,0.846,0.03062
65,4,0.872226,0.912226,0.910726,0.277774,0.886426,0.88,0.16,0.846,0.040426
66,0,1.0,0.972668,0.965168,0.172668,0.974834,0.874,0.168,0.8388,0.136034
66,1,1.0,0.959563,0.952063,0.159563,0.968282,0.874,0.168,0.8388,0.129482
66,2,0.989516,0.939516,0.932016,0.160484,0.953016,0.874,0.168,0.8388,0.114216
66,3,0.984794,0.934794,0.927294,0.165206,0.948294,0.874,0.168,0.8388,0.109494
66,4,1.0,0.950492,0.942992,0.150492,0.963746,0.874,0.168,0.8388,0.124946
67,0,0.981752,0.931752,0.924252,0.168248,0.945252,0.868,0.176,0.8316,0.113652
67,1,0.989933,0.939933,0.932433,0.160067,0.953433,0.868,0.176,0.8316,0.121833
67,2,1.0,0.95468,0.94718,0.15468,0.96584,0.868,0.176,0.8316,0.13424
67,3,1.0,0.96733,0.95983,0.16733,0.972165,0.868,0.176,0.8316,0.140565
67,4,1.0,0.959131,0.951631,0.159131,0.968066,0.868,0.176,0.8316,0.136466
68,0,0.965631,0.915631,0.908131,0.184369,0.929131,0.862,0.184,0.8244,0.104731
68,1,1.0,0.954566,0.947066,0.154566,0.965783,0.862,0.184,0.8244,0.141383
68,2,1.0,0.951081,0.943581,0.151081,0.96404,0.862,0.184,0.8244,0.13964
68,3,1.0,0.956208,0.948708,0.156208,0.966604,0.862,0.184,0.8244,0.142204
68,4,1.0,0.974243,0.966743,0.174243,0.975622,0.862,0.184,0.8244,0.151222
69,0,0.969051,0.919051,0.911551,0.180949,0.932551,0.856,0.192,0.8172,0.115351
69,1,0.991133,0.941133,0.933633,0.158867,0.954633,0.856,0.192,0.8172,0.137433
69,2,1.0,0.958864,0.951364,0.158864,0.967932,0.856,0.192,0.8172,0.150732
69,3,0.976276,0.926276,0.918776,0.173724,0.939776,0.856,0.192,0.8172,0.122576
69,4,1.0,0.972139,0.964639,0.172139,0.97457,0.856,0.192,0.8172,0.15737
70,0,1.0,0.955525,0.948025,0.155525,0.966263,0.85,0.2,0.81,0.156263
70,1,1.0,0.962699,0.955199,0.162699,0.969849,0.85,0.2,0.81,0.159849
70,2,0.991436,0.941436,0.933936,0.158564,0.954936,0.85,0.2,0.81,0.144936
70,3,1.0,0.962206,0.954706,0.162206,0.969603,0.85,0.2,0.81,0.159603
70,4,1.0,0.966027,0.958527,0.166027,0.971514,0.85,0.2,0.81,0.161514
71,0,1.0,0.953493,0.945993,0.153493,0.965247,0.844,0.208,0.8028,0.162447
71,1,1.0,0.953516,0.946016,0.153516,0.965258,0.844,0.208,0.8028,0.162458
71,2,1.0,0.954055,0.946555,0.154055,0.965528,0.844,0.208,0.8028,0.162728
71,3,0.98705,0.93705,0.92955,0.16295,0.95055,0.844,0.208,0.8028,0.14775
71,4,0.997787,0.947787,0.940287,0.152213,0.961287,0.844,0.208,0.8028,0.158487
72,0,0.997712,0.947712,0.940212,0.152288,0.961212,0.838,0.216,0.7956,0.165612
72,1,1.0,0.955751,0.948251,0.155751,0.966375,0.838,0.216,0.7956,0.170775
72,2,1.0,0.964997,0.957497,0.164997,0.970999,0.838,0.216,0.7956,0.175399
72,3,0.984122,0.934122,0.926622,0.165878,0.947622,0.838,0.216,0.7956,0.152022
72,4,0.998125,0.948125,0.940625,0.151875,0.961625,0.838,0.216,0.7956,0.166025
73,0,1.0,0.972222,0.964722,0.172222,0.974611,0.832,0.224,0.7884,0.186211
73,1,0.988846,0.938846,0.931346,0.161154,0.952346,0.832,0.224,0.7884,0.163946
73,2,0.987666,0.937666,0.930166,0.162334,0.951166,0.832,0.224,0.7884,0.162766
73,3,1.0,0.953035,0.945535,0.153035,0.965017,0.832,0.224,0.7884,0.176617
73,4,1.0,0.962666,0.955166,0.162666,0.969833,0.832,0.224,0.7884,0.181433
74,0,1.0,0.950171,0.942671,0.150171,0.963586,0.826,0.232,0.7812,0.182386
74,1,1.0,0.969934,0.962434,0.169934,0.973467,0.826,0.232,0.7812,0.192267
74,2,1.0,0.962852,0.955352,0.162852,0.969926,0.826,0.232,0.7812,0.188726
74,3,1.0,0.962627,0.955127,0.162627,0.969814,0.826,0.232,0.7812,0.188614
74,4,1.0,0.958312,0.950812,0.158312,0.967656,0.826,0.232,0.7812,0.186456
75,0,1.0,0.984915,0.977415,0.184915,0.980957,0.82,0.24,0.774,0.206957
75,1,0.996923,0.946923,0.939423,0.153077,0.960423,0.82,0.24,0.774,0.186423
75,2,0.969947,0.919947,0.912447,0.180053,0.933447,0.82,0.24,0.774,0.159447
75,3,1.0,0.974064,0.966564,0.174064,0.975532,0.82,0.24,0.774,0.201532
75,4,0.993135,0.943135,0.935635,0.156865,0.956635,0.82,0.24,0.774,0.182635
76,0,1.0,0.951618,0.944118,0.151618,0.964309,0.814,0.248,0.7668,0.197509
76,1,1.0,0.969643,0.962143,0.169643,0.973322,0.814,0.248,0.7668,0.206522
76,2,0.975966,0.925966,0.918466,0.174034,0.939466,0.814,0.248,0.7668,0.172666
76,3,0.981225,0.931225,0.923725,0.168775,0.944725,0.814,0.248,0.7668,0.177925
76,4,0.975981,0.925981,0.918481,0.174019,0.939481,0.814,0.248,0.7668,0.172681
77,0,0.988088,0.938088,0.930588,0.161912,0.951588,0.808,0.256,0.7596,0.191988
77,1,1.0,0.956595,0.949095,0.156595,0.966797,0.808,0.256,0.7596,0.207197
77,2,1.0,0.957863,0.950363,0.157863,0.967431,0.808,0.256,0.7596,0.207831
77,3,1.0,0.954144,0.946644,0.154144,0.965572,0.808,0.256,0.7596,0.205972
77,4,0.978809,0.928809,0.921309,0.171191,0.942309,0.808,0.256,0.7596,0.182709
78,0,0.965348,0.915348,0.907848,0.184652,0.928848,0.802,0.264,0.7524,0.176448
78,1,1.0,0.950815,0.943315,0.150815,0.963908,0.802,0.264,0.7524,0.211508
78,2,0.992923,0.942923,0.935423,0.157077,0.956423,0.802,0.264,0.7524,0.204023
78,3,1.0,0.956891,0.949391,0.156891,0.966945,0.802,0.264,0.7524,0.214545
78,4,1.0,0.960529,0.953029,0.160529,0.968765,0.802,0.264,0.7524,0.216365
79,0,1.0,0.952074,0.944574,0.152074,0.964537,0.796,0.272,0.7452,0.219337
79,1,1.0,0.961402,0.953902,0.161402,0.969201,0.796,0.272,0.7452,0.224001
79,2,1.0,0.953438,0.945938,0.153438,0.965219,0.796,0.272,0.7452,0.220019
79,3,1.0,0.957951,0.950451,0.157951,0.967475,0.796,0.272,0.7452,0.222275
79,4,0.98943,0.93943,0.93193,0.16057,0.95293,0.796,0.272,0.7452,0.20773
80,0,0.997306,0.947306,0.939806,0.152694,0.960806,0.79,0.28,0.738,0.222806
80,1,1.0,0.952952,0.945452,0.152952,0.964976,0.79,0.28,0.738,0.226976
80,2,1.0,0.962308,0.954808,0.162308,0.969654,0.79,0.28,0.738,0.231654
80,3,0.994094,0.944094,0.936594,0.155906,0.957594,0.79,0.28,0.738,0.219594
80,4,1.0,0.957818,0.950318,0.157818,0.967409,0.79,0.28,0.738,0.229409
81,0,0.996012,0.946012,0.938512,0.153988,0.959512,0.784,0.288,0.7308,0.228712
81,1,0.998237,0.948237,0.940737,0.151763,0.961737,0.784,0.288,0.7308,0.230937
81,2,1.0,0.962443,0.954943,0.162443,0.969721,0.784,0.288,0.7308,0.238921
81,3,0.970104,0.920104,0.912604,0.179896,0.933604,0.784,0.288,0.7308,0.202804
81,4,0.980553,0.930553,0.923053,0.169447,0.944053,0.784,0.288,0.7308,0.213253
82,0,0.977767,0.927767,0.920267,0.172233,0.941267,0.778,0.296,0.7236,0.217667
82,1,0.964996,0.914996,0.907496,0.185004,0.928496,0.778,0.296,0.7236,0.204896
82,2,0.989826,0.939826,0.932326,0.160174,0.953326,0.778,0.296,0.7236,0.229726
82,3,1.0,0.961242,0.953742,0.161242,0.969121,0.778,0.296,0.7236,0.245521
82,4,0.995727,0.945727,0.938227,0.154273,0.959227,0.778,0.296,0.7236,0.235627
83,0,1.0,0.952967,0.945467,0.152967,0.964983,0.772,0.304,0.7164,0.248583
83,1,1.0,0.966338,0.958838,0.166338,0.971669,0.772,0.304,0.7164,0.255269
83,2,1.0,0.969915,0.962415,0.169915,0.973458,0.772,0.304,0.7164,0.257058
83,3,0.998963,0.948963,0.941463,0.151037,0.962463,0.772,0.304,0.7164,0.246063
83,4,1.0,0.970304,0.962804,0.170304,0.973652,0.772,0.304,0.7164,0.257252
84,0,1.0,0.951382,0.943882,0.151382,0.964191,0.766,0.312,0.7092,0.254991
84,1,0.987439,0.937439,0.929939,0.162561,0.950939,0.766,0.312,0.7092,0.241739
84,2,0.991084,0.941084,0.933584,0.158916,0.954584,0.766,0.312,0.7092,0.245384
84,3,0.977792,0.927792,0.920292,0.172208,0.941292,0.766,0.312,0.7092,0.232092
84,4,0.986678,0.936678,0.929178,0.163322,0.950178,0.766,0.312,0.7092,0.240978
85,0,0.99463,0.94463,0.93713,0.15537,0.95813,0.76,0.32,0.702,0.25613
85,1,1.0,0.962054,0.954554,0.162054,0.969527,0.76,0.32,0.702,0.267527
85,2,1.0,0.975812,0.968312,0.175812,0.976406,0.76,0.32,0.702,0.274406
85,3,0.979267,0.929267,0.921767,0.170733,0.942767,0.76,0.32,0.702,0.240767
85,4,1.0,0.955892,0.948392,0.155892,0.966446,0.76,0.32,0.702,0.264446
86,0,0.984392,0.934392,0.926892,0.165608,0.947892,0.742,0.342,0.6813,0.266592
86,1,1.0,0.95712,0.94962,0.15712,0.96706,0.742,0.342,0.6813,0.28576
86,2,0.998034,0.948034,0.940534,0.151966,0.961534,0.742,0.342,0.6813,0.280234
86,3,0.972536,0.922536,0.915036,0.177464,0.936036,0.742,0.342,0.6813,0.254736
86,4,1.0,0.963924,0.956424,0.163924,0.970462,0.742,0.342,0.6813,0.289162
87,0,0.990925,0.940925,0.933425,0.159075,0.954425,0.724,0.364,0.6606,0.293825
87,1,0.991991,0.941991,0.934491,0.158009,0.955491,0.724,0.364,0.6606,0.294891
87,2,0.983954,0.933954,0.926454,0.166046,0.947454,0.724,0.364,0.6606,0.286854
87,3,0.990186,0.940186,0.932686,0.159814,0.953686,0.724,0.364,0.6606,0.293086
87,4,1.0,0.956418,0.948918,0.156418,0.966709,0.724,0.364,0.6606,0.306109
88,0,0.997161,0.947161,0.939661,0.152839,0.960661,0.706,0.386,0.6399,0.320761
88,1,1.0,0.95493,0.94743,0.15493,0.965965,0.706,0.386,0.6399,0.326065
88,2,1.0,0.955429,0.947929,0.155429,0.966214,0.706,0.386,0.6399,0.326314
88,3,1.0,0.96981,0.96231,0.16981,0.973405,0.706,0.386,0.6399,0.333505
88,4,0.994858,0.944858,0.937358,0.155142,0.958358,0.706,0.386,0.6399,0.318458
89,0,0.977847,0.927847,0.920347,0.172153,0.941347,0.688,0.408,0.6192,0.322147
89,1,1.0,0.966008,0.958508,0.166008,0.971504,0.688,0.408,0.6192,0.352304
89,2,0.995028,0.945028,0.937528,0.154972,0.958528,0.688,0.408,0.6192,0.339328
89,3,1.0,0.966719,0.959219,0.166719,0.971859,0.688,0.408,0.6192,0.352659
89,4,1.0,0.955751,0.948251,0.155751,0.966375,0.688,0.408,0.6192,0.347175
90,0,0.998033,0.948033,0.940533,0.151967,0.961533,0.67,0.43,0.5985,0.363033
90,1,1.0,0.955232,0.947732,0.155232,0.966116,0.67,0.43,0.5985,0.367616
90,2,1.0,0.979265,0.971765,0.179265,0.978133,0.67,0.43,0.5985,0.379633
90,3,1.0,0.981155,0.973655,0.181155,0.979077,0.67,0.43,0.5985,0.380577
90,4,1.0,0.951041,0.943541,0.151041,0.96402,0.67,0.43,0.5985,0.36552
91,0,1.0,0.952403,0.944903,0.152403,0.964701,0.652,0.452,0.5778,0.386901
91,1,1.0,0.966144,0.958644,0.166144,0.971572,0.652,0.452,0.5778,0.393772
91,2,0.987315,0.937315,0.929815,0.162685,0.950815,0.652,0.452,0.5778,0.373015
91,3,1.0,0.954996,0.947496,0.154996,0.965998,0.652,0.452,0.5778,0.388198
91,4,0.999612,0.949612,0.942112,0.150388,0.963112,0.652,0.452,0.5778,0.385312
92,0,1.0,0.954709,0.947209,0.154709,0.965854,0.634,0.474,0.5571,0.408754
92,1,0.987499,0.937499,0.929999,0.162501,0.950999,0.634,0.474,0.5571,0.393899
92,2,0.976156,0.926156,0.918656,0.173844,0.939656,0.634,0.474,0.5571,0.382556
92,3,0.968905,0.918905,0.911405,0.181095,0.932405,0.634,0.474,0.5571,0.375305
92,4,0.983239,0.933239,0.925739,0.166761,0.946739,0.634,0.474,0.5571,0.389639
93,0,0.99312,0.94312,0.93562,0.15688,0.95662,0.616,0.496,0.5364,0.42022
93,1,0.995602,0.945602,0.938102,0.154398,0.959102,0.616,0.496,0.5364,0.422702
93,2,1.0,0.979058,0.971558,0.179058,0.978029,0.616,0.496,0.5364,0.441629
93,3,1.0,0.96659,0.95909,0.16659,0.971795,0.616,0.496,0.5364,0.435395
93,4,0.985569,0.935569,0.928069,0.164431,0.949069,0.616,0.496,0.5364,0.412669
94,0,1.0,0.955216,0.947716,0.155216,0.966108,0.598,0.518,0.5157,0.450408
94,1,0.993894,0.943894,0.936394,0.156106,0.957394,0.598,0.518,0.5157,0.441694
94,2,0.995735,0.945735,0.938235,0.154265,0.959235,0.598,0.518,0.5157,0.443535
94,3,1.0,0.95278,0.94528,0.15278,0.96489,0.598,0.518,0.5157,0.44919
94,4,1.0,0.959288,0.951788,0.159288,0.968144,0.598,0.518,0.5157,0.452444
95,0,0.994911,0.944911,0.937411,0.155089,0.958411,0.58,0.54,0.495,0.463411
95,1,1.0,0.965958,0.958458,0.165958,0.971479,0.58,0.54,0.495,0.476479
95,2,0.982871,0.932871,0.925371,0.167129,0.946371,0.58,0.54,0.495,0.451371
95,3,1.0,0.950095,0.942595,0.150095,0.963548,0.58,0.54,0.495,0.468548
95,4,1.0,0.988965,0.981465,0.188965,0.982983,0.58,0.54,0.495,0.487983
96,0,1.0,0.953346,0.945846,0.153346,0.965173,0.562,0.562,0.4743,0.490873
96,1,1.0,0.971498,0.963998,0.171498,0.974249,0.562,0.562,0.4743,0.499949
96,2,1.0,0.951373,0.943873,0.151373,0.964186,0.562,0.562,0.4743,0.489886
96,3,1.0,0.958712,0.951212,0.158712,0.967856,0.562,0.562,0.4743,0.493556
96,4,0.999148,0.949148,0.941648,0.150852,0.962648,0.562,0.562,0.4743,0.488348
97,0,0.997444,0.947444,0.939944,0.152556,0.960944,0.544,0.584,0.4536,0.507344
97,1,0.988308,0.938308,0.930808,0.161692,0.951808,0.544,0.584,0.4536,0.498208
97,2,1.0,0.956455,0.948955,0.156455,0.966727,0.544,0.584,0.4536,0.513127
97,3,0.987227,0.937227,0.929727,0.162773,0.950727,0.544,0.584,0.4536,0.497127
97,4,1.0,0.959984,0.952484,0.159984,0.968492,0.544,0.584,0.4536,0.514892
98,0,1.0,0.966279,0.958779,0.166279,0.97164,0.526,0.606,0.4329,0.53874
98,1,1.0,0.955498,0.947998,0.155498,0.966249,0.526,0.606,0.4329,0.533349
98,2,0.995706,0.945706,0.938206,0.154294,0.959206,0.526,0.606,0.4329,0.526306
98,3,1.0,0.956809,0.949309,0.156809,0.966905,0.526,0.606,0.4329,0.534005
98,4,0.99537,0.94537,0.93787,0.15463,0.95887,0.526,0.606,0.4329,0.52597
99,0,1.0,0.964033,0.956533,0.164033,0.970517,0.508,0.628,0.4122,0.558317
99,1,0.972529,0.922529,0.915029,0.177471,0.936029,0.508,0.628,0.4122,0.523829
99,2,0.994966,0.944966,0.937466,0.155034,0.958466,0.508,0.628,0.4122,0.546266
99,3,0.970138,0.920138,0.912638,0.179862,0.933638,0.508,0.628,0.4122,0.521438
99,4,0.977574,0.927574,0.920074,0.172426,0.941074,0.508,0.628,0.4122,0.528874
100,0,1.0,0.970458,0.962958,0.170458,0.973729,0.49,0.65,0.3915,0.582229
100,1,1.0,0.963428,0.955928,0.163428,0.970214,0.49,0.65,0.3915,0.578714
100,2,0.989208,0.939208,0.931708,0.160792,0.952708,0.49,0.65,0.3915,0.561208
100,3,0.977462,0.927462,0.919962,0.172538,0.940962,0.49,0.65,0.3915,0.549462
100,4,0.955532,0.905532,0.898032,0.194468,0.919032,0.49,0.65,0.3915,0.527532
101,0,0.991848,0.941848,0.934348,0.158152,0.955348,0.472,0.672,0.3708,0.584548
101,1,1.0,0.986306,0.978806,0.186306,0.981653,0.472,0.672,0.3708,0.610853
101,2,1.0,0.956523,0.949023,0.156523,0.966762,0.472,0.672,0.3708,0.595962
101,3,0.991606,0.941606,0.934106,0.158394,0.955106,0.472,0.672,0.3708,0.584306
101,4,1.0,0.956976,0.949476,0.156976,0.966988,0.472,0.672,0.3708,0.596188
102,0,0.976586,0.926586,0.919086,0.173414,0.940086,0.454,0.694,0.3501,0.589986
102,1,0.99554,0.94554,0.93804,0.15446,0.95904,0.454,0.694,0.3501,0.60894
102,2,1.0,0.951492,0.943992,0.151492,0.964246,0.454,0.694,0.3501,0.614146
102,3,0.998708,0.948708,0.941208,0.151292,0.962208,0.454,0.694,0.3501,0.612108
102,4,1.0,0.961862,0.954362,0.161862,0.969431,0.454,0.694,0.3501,0.619331
103,0,1.0,0.95517,0.94767,0.15517,0.966085,0.436,0.716,0.3294,0.636685
103,1,1.0,0.960025,0.952525,0.160025,0.968512,0.436,0.716,0.3294,0.639112
103,2,0.989674,0.939674,0.932174,0.160326,0.953174,0.436,0.716,0.3294,0.623774
103,3,1.0,0.963467,0.955967,0.163467,0.970234,0.436,0.716,0.3294,0.640834
103,4,1.0,0.974434,0.966934,0.174434,0.975717,0.436,0.716,0.3294,0.646317
104,0,0.985448,0.935448,0.927948,0.164552,0.948948,0.418,0.738,0.3087,0.640248
104,1,0.986685,0.936685,0.929185,0.163315,0.950185,0.418,0.738,0.3087,0.641485
104,2,1.0,0.970037,0.962537,0.170037,0.973518,0.418,0.738,0.3087,0.664818
104,3,0.99713,0.94713,0.93963,0.15287,0.96063,0.418,0.738,0.3087,0.65193
104,4,1.0,0.971057,0.963557,0.171057,0.974029,0.418,0.738,0.3087,0.665329
105,0,0.993362,0.943362,0.935862,0.156638,0.956862,0.4,0.76,0.288,0.668862
105,1,1.0,0.971826,0.964326,0.171826,0.974413,0.4,0.76,0.288,0.686413
105,2,1.0,0.951972,0.944472,0.151972,0.964486,0.4,0.76,0.288,0.676486
105,3,1.0,0.953873,0.946373,0.153873,0.965437,0.4,0.76,0.288,0.677437
105,4,1.0,0.973471,0.965971,0.173471,0.975235,0.4,0.76,0.288,0.687235
106,0,0.994573,0.944573,0.937073,0.155427,0.958073,0.382,0.782,0.2673,0.690773
106,1,0.985883,0.935883,0.928383,0.164117,0.949383,0.382,0.782,0.2673,0.682083
106,2,0.993272,0.943272,0.935772,0.156728,0.956772,0.382,0.782,0.2673,0.689472
106,3,1.0,0.956785,0.949285,0.156785,0.966893,0.382,0.782,0.2673,0.699593
106,4,0.976514,0.926514,0.919014,0.173486,0.940014,0.382,0.782,0.2673,0.672714
107,0,1.0,0.959562,0.952062,0.159562,0.968281,0.364,0.804,0.2468,0.721481
107,1,0.991918,0.941918,0.934418,0.158082,0.955418,0.364,0.804,0.2468,0.708618
107,2,1.0,0.967217,0.959717,0.167217,0.972109,0.364,0.804,0.2468,0.725309
107,3,0.964086,0.914086,0.906586,0.185914,0.927586,0.364,0.804,0.2468,0.680786
107,4,0.988202,0.938202,0.930702,0.161798,0.951702,0.364,0.804,0.2468,0.704902
108,0,0.974703,0.924703,0.917203,0.175297,0.938203,0.346,0.826,0.2272,0.711003
108,1,0.987607,0.937607,0.930107,0.162393,0.951107,0.346,0.826,0.2272,0.723907
108,2,1.0,0.953715,0.946215,0.153715,0.965357,0.346,0.826,0.2272,0.738157
108,3,0.997312,0.947312,0.939812,0.152688,0.960812,0.346,0.826,0.2272,0.733612
108,4,0.996199,0.946199,0.938699,0.153801,0.959699,0.346,0.826,0.2272,0.732499
109,0,0.997612,0.947612,0.940112,0.152388,0.961112,0.328,0.848,0.2076,0.753512
109,1,1.0,0.953051,0.945551,0.153051,0.965025,0.328,0.848,0.2076,0.757425
109,2,0.984872,0.934872,0.927372,0.165128,0.948372,0.328,0.848,0.2076,0.740772
109,3,1.0,0.960603,0.953103,0.160603,0.968801,0.328,0.848,0.2076,0.761201
109,4,1.0,0.95994,0.95244,0.15994,0.96847,0.328,0.848,0.2076,0.76087
110,0,1.0,0.955776,0.948276,0.155776,0.966388,0.31,0.87,0.188,0.778388
110,1,1.0,0.958348,0.950848,0.158348,0.967674,0.31,0.87,0.188,0.779674
110,2,1.0,0.954446,0.946946,0.154446,0.965723,0.31,0.87,0.188,0.777723
110,3,1.0,0.980526,0.973026,0.180526,0.978763,0.31,0.87,0.188,0.790763
110,4,0.998694,0.948694,0.941194,0.151306,0.962194,0.31,0.87,0.188,0.774194
111,0,0.995394,0.945394,0.937894,0.154606,0.958894,0.292,0.892,0.1684,0.790494
111,1,0.988697,0.938697,0.931197,0.161303,0.952197,0.292,0.892,0.1684,0.783797
111,2,0.984516,0.934516,0.927016,0.165484,0.948016,0.292,0.892,0.1684,0.779616
111,3,0.981333,0.931333,0.923833,0.168667,0.944833,0.292,0.892,0.1684,0.776433
111,4,0.986668,0.936668,0.929168,0.163332,0.950168,0.292,0.892,0.1684,0.781768
112,0,0.99894,0.94894,0.94144,0.15106,0.96244,0.274,0.914,0.1488,0.81364
112,1,1.0,0.955014,0.947514,0.155014,0.966007,0.274,0.914,0.1488,0.817207
112,2,1.0,0.950767,0.943267,0.150767,0.963884,0.274,0.914,0.1488,0.815084
112,3,0.988517,0.938517,0.931017,0.161483,0.952017,0.274,0.914,0.1488,0.803217
112,4,1.0,0.963503,0.956003,0.163503,0.970251,0.274,0.914,0.1488,0.821451
113,0,1.0,0.961091,0.953591,0.161091,0.969046,0.256,0.936,0.1292,0.839846
113,1,0.997605,0.947605,0.940105,0.152395,0.961105,0.256,0.936,0.1292,0.831905
113,2,0.990206,0.940206,0.932706,0.159794,0.953706,0.256,0.936,0.1292,0.824506
113,3,1.0,0.958226,0.950726,0.158226,0.967613,0.256,0.936,0.1292,0.838413
113,4,1.0,0.95282,0.94532,0.15282,0.96491,0.256,0.936,0.1292,0.83571
114,0,0.978278,0.928278,0.920778,0.171722,0.941778,0.238,0.958,0.1099,0.831878
114,1,0.99898,0.94898,0.94148,0.15102,0.96248,0.238,0.958,0.1099,0.85258
114,2,1.0,0.953931,0.946431,0.153931,0.965465,0.238,0.958,0.1099,0.855565
114,3,0.986505,0.936505,0.929005,0.163495,0.950005,0.238,0.958,0.1099,0.840105
114,4,1.0,0.952848,0.945348,0.152848,0.964924,0.238,0.958,0.1099,0.855024
115,0,0.978178,0.928178,0.920678,0.171822,0.941678,0.22,0.98,0.095,0.846678
115,1,1.0,0.970043,0.962543,0.170043,0.973521,0.22,0.98,0.095,0.878521
115,2,1.0,0.968719,0.961219,0.168719,0.97286,0.22,0.98,0.095,0.87786
115,3,0.996212,0.946212,0.938712,0.153788,0.959712,0.22,0.98,0.095,0.864712
115,4,1.0,0.955452,0.947952,0.155452,0.966226,0.22,0.98,0.095,0.871226
116,0,0.963851,0.913851,0.906351,0.186149,0.927351,0.202,1.0,0.0808,0.846551
116,1,0.982655,0.932655,0.925155,0.167345,0.946155,0.202,1.0,0.0808,0.865355
116,2,0.995593,0.945593,0.938093,0.154407,0.959093,0.202,1.0,0.0808,0.878293
116,3,0.983918,0.933918,0.926418,0.166082,0.947418,0.202,1.0,0.0808,0.866618
116,4,1.0,0.960716,0.953216,0.160716,0.968858,0.202,1.0,0.0808,0.888058
117,0,1.0,0.979959,0.972459,0.179959,0.97848,0.184,1.0,0.0736,0.90488
117,1,0.982351,0.932351,0.924851,0.167649,0.945851,0.184,1.0,0.0736,0.872251
117,2,0.987438,0.937438,0.929938,0.162562,0.950938,0.184,1.0,0.0736,0.877338
117,3,1.0,0.953532,0.946032,0.153532,0.965266,0.184,1.0,0.0736,0.891666
117,4,1.0,0.974167,0.966667,0.174167,0.975583,0.184,1.0,0.0736,0.901983
118,0,0.981664,0.931664,0.924164,0.168336,0.945164,0.166,1.0,0.0664,0.878764
118,1,1.0,0.953736,0.946236,0.153736,0.965368,0.166,1.0,0.0664,0.898968
118,2,1.0,0.977319,0.969819,0.177319,0.97716,0.166,1.0,0.0664,0.91076
118,3,0.975224,0.925224,0.917724,0.174776,0.938724,0.166,1.0,0.0664,0.872324
