system,step,shared_future,fragmentation,coherence,survivability
competitive,625,0.0,1.0,1.0,0.74
competitive,626,0.0,1.0,1.0,0.74
competitive,627,0.0,1.0,1.0,0.74
competitive,628,0.0,1.0,1.0,0.74
competitive,629,0.0,1.0,1.0,0.74
competitive,630,0.0,1.0,1.0,0.74
competitive,631,0.0,1.0,1.0,0.74
competitive,632,0.0,1.0,1.0,0.74
competitive,633,0.0,1.0,1.0,0.74
competitive,634,0.0,1.0,1.0,0.74
competitive,635,0.0,1.0,1.0,0.74
competitive,636,0.0,1.0,1.0,0.74
competitive,637,0.0,1.0,1.0,0.74
competitive,638,0.0,1.0,1.0,0.74
competitive,639,0.0,1.0,1.0,0.74
competitive,640,0.0,1.0,1.0,0.74
competitive,641,0.0,1.0,1.0,0.74
competitive,642,0.0,1.0,1.0,0.74
competitive,643,0.0,1.0,1.0,0.74
competitive,644,0.0,1.0,1.0,0.74
competitive,645,0.0,1.0,1.0,0.74
competitive,646,0.0,1.0,1.0,0.74
competitive,647,0.0,1.0,1.0,0.74
competitive,648,0.0,1.0,1.0,0.74
competitive,649,0.0,1.0,1.0,0.74
competitive,650,0.0,1.0,1.0,0.74
competitive,651,0.0,1.0,1.0,0.74
competitive,652,0.0,1.0,1.0,0.74
competitive,653,0.0,1.0,1.0,0.74
competitive,654,0.0,1.0,1.0,0.74
competitive,655,0.0,1.0,1.0,0.74
competitive,656,0.0,1.0,1.0,0.74
competitive,657,0.0,1.0,1.0,0.74
competitive,658,0.0,1.0,1.0,0.74
competitive,659,0.0,1.0,1.0,0.74
competitive,660,0.0,1.0,1.0,0.74
competitive,661,0.0,1.0,1.0,0.74
competitive,662,0.0,1.0,1.0,0.74
competitive,663,0.0,1.0,1.0,0.74
competitive,664,0.0,1.0,1.0,0.74
competitive,665,0.0,1.0,1.0,0.74
competitive,666,0.0,1.0,1.0,0.74
competitive,667,0.0,1.0,1.0,0.74
competitive,668,0.0,1.0,1.0,0.74
competitive,669,0.0,1.0,1.0,0.74
competitive,670,0.0,1.0,1.0,0.74
competitive,671,0.0,1.0,1.0,0.74
competitive,672,0.0,1.0,1.0,0.74
competitive,673,0.0,1.0,1.0,0.74
competitive,674,0.0,1.0,1.0,0.74
competitive,675,0.0,1.0,1.0,0.74
competitive,676,0.0,1.0,1.0,0.74
competitive,677,0.0,1.0,1.0,0.74
competitive,678,0.0,1.0,1.0,0.74
competitive,679,0.0,1.0,1.0,0.74
competitive,680,0.0,1.0,1.0,0.74
competitive,681,0.0,1.0,1.0,0.74
competitive,682,0.0,1.0,1.0,0.74
competitive,683,0.0,1.0,1.0,0.74
competitive,684,0.0,1.0,1.0,0.74
competitive,685,0.0,1.0,1.0,0.74
competitive,686,0.0,1.0,1.0,0.74
competitive,687,0.0,1.0,1.0,0.74
competitive,688,0.0,1.0,1.0,0.74
competitive,689,0.0,1.0,1.0,0.74
competitive,690,0.0,1.0,1.0,0.74
competitive,691,0.0,1.0,1.0,0.74
competitive,692,0.0,1.0,1.0,0.74
competitive,693,0.0,1.0,1.0,0.74
competitive,694,0.0,1.0,1.0,0.74
competitive,695,0.0,1.0,1.0,0.74
competitive,696,0.0,1.0,1.0,0.74
competitive,697,0.0,1.0,1.0,0.74
competitive,698,0.0,1.0,1.0,0.74
competitive,699,0.0,1.0,1.0,0.74
competitive,700,-0.05,1.06,1.0,0.7133
competitive,701,-0.00625,1.0075,1.0,0.736662
competitive,702,0.0,1.0,1.0,0.74
competitive,703,0.0,1.0,1.0,0.74
competitive,704,0.0,1.0,1.0,0.74
competitive,705,0.0,1.0,1.0,0.74
competitive,706,0.0,1.0,1.0,0.74
competitive,707,0.0,1.0,1.0,0.74
competitive,708,0.0,1.0,1.0,0.74
competitive,709,0.0,1.0,1.0,0.74
competitive,710,0.0,1.0,1.0,0.74
competitive,711,0.0,1.0,1.0,0.74
competitive,712,0.0,1.0,1.0,0.74
competitive,713,0.0,1.0,1.0,0.74
competitive,714,0.0,1.0,1.0,0.74
competitive,715,0.0,1.0,1.0,0.74
competitive,716,0.0,1.0,1.0,0.74
competitive,717,0.0,1.0,1.0,0.74
competitive,718,0.0,1.0,1.0,0.74
competitive,719,0.0,1.0,1.0,0.74
competitive,720,0.0,1.0,1.0,0.74
competitive,721,0.0,1.0,1.0,0.74
competitive,722,0.0,1.0,1.0,0.74
competitive,723,0.0,1.0,1.0,0.74
competitive,724,0.0,1.0,1.0,0.74
competitive,725,0.0,1.0,1.0,0.74
competitive,726,0.0,1.0,1.0,0.74
competitive,727,0.0,1.0,1.0,0.74
competitive,728,0.0,1.0,1.0,0.74
competitive,729,0.0,1.0,1.0,0.74
competitive,730,0.0,1.0,1.0,0.74
competitive,731,0.0,1.0,1.0,0.74
competitive,732,0.0,1.0,1.0,0.74
competitive,733,0.0,1.0,1.0,0.74
competitive,734,0.0,1.0,1.0,0.74
competitive,735,0.0,1.0,1.0,0.74
competitive,736,0.0,1.0,1.0,0.74
competitive,737,0.0,1.0,1.0,0.74
competitive,738,0.0,1.0,1.0,0.74
competitive,739,0.0,1.0,1.0,0.74
competitive,740,0.0,1.0,1.0,0.74
competitive,741,0.0,1.0,1.0,0.74
competitive,742,0.0,1.0,1.0,0.74
competitive,743,0.0,1.0,1.0,0.74
competitive,744,0.0,1.0,1.0,0.74
competitive,745,0.0,1.0,1.0,0.74
competitive,746,0.0,1.0,1.0,0.74
competitive,747,0.0,1.0,1.0,0.74
competitive,748,0.0,1.0,1.0,0.74
competitive,749,0.0,1.0,1.0,0.74
competitive,750,0.0,1.0,1.0,0.74
competitive,751,0.0,1.0,1.0,0.74
competitive,752,0.0,1.0,1.0,0.74
competitive,753,0.0,1.0,1.0,0.74
competitive,754,0.0,1.0,1.0,0.74
competitive,755,0.0,1.0,1.0,0.74
competitive,756,0.0,1.0,1.0,0.74
competitive,757,0.0,1.0,1.0,0.74
competitive,758,0.0,1.0,1.0,0.74
competitive,759,0.0,1.0,1.0,0.74
competitive,760,0.0,1.0,1.0,0.74
competitive,761,0.0,1.0,1.0,0.74
competitive,762,0.0,1.0,1.0,0.74
competitive,763,0.0,1.0,1.0,0.74
competitive,764,0.0,1.0,1.0,0.74
competitive,765,0.0,1.0,1.0,0.74
competitive,766,0.0,1.0,1.0,0.74
competitive,767,0.0,1.0,1.0,0.74
competitive,768,0.0,1.0,1.0,0.74
competitive,769,0.0,1.0,1.0,0.74
competitive,770,0.0,1.0,1.0,0.74
competitive,771,0.0,1.0,1.0,0.74
competitive,772,0.0,1.0,1.0,0.74
competitive,773,0.0,1.0,1.0,0.74
competitive,774,0.0,1.0,1.0,0.74
competitive,775,0.0,1.0,1.0,0.74
competitive,776,0.0,1.0,1.0,0.74
competitive,777,0.0,1.0,1.0,0.74
competitive,778,0.0,1.0,1.0,0.74
competitive,779,0.0,1.0,1.0,0.74
competitive,780,0.0,1.0,1.0,0.74
competitive,781,0.0,1.0,1.0,0.74
competitive,782,0.0,1.0,1.0,0.74
competitive,783,0.0,1.0,1.0,0.74
competitive,784,0.0,1.0,1.0,0.74
competitive,785,0.0,1.0,1.0,0.74
competitive,786,0.0,1.0,1.0,0.74
competitive,787,0.0,1.0,1.0,0.74
competitive,788,0.0,1.0,1.0,0.74
competitive,789,0.0,1.0,1.0,0.74
competitive,790,0.0,1.0,1.0,0.74
competitive,791,0.0,1.0,1.0,0.74
competitive,792,0.0,1.0,1.0,0.74
competitive,793,0.0,1.0,1.0,0.74
competitive,794,0.0,1.0,1.0,0.74
competitive,795,0.0,1.0,1.0,0.74
competitive,796,0.0,1.0,1.0,0.74
competitive,797,0.0,1.0,1.0,0.74
competitive,798,0.0,1.0,1.0,0.74
competitive,799,0.0,1.0,1.0,0.74
competitive,800,-0.05,1.06,1.0,0.7133
competitive,801,-0.003125,1.00375,1.0,0.738331
competitive,802,0.0,1.0,1.0,0.74
competitive,803,0.0,1.0,1.0,0.74
competitive,804,0.0,1.0,1.0,0.74
competitive,805,0.0,1.0,1.0,0.74
competitive,806,0.0,1.0,1.0,0.74
competitive,807,0.0,1.0,1.0,0.74
competitive,808,0.0,1.0,1.0,0.74
competitive,809,0.0,1.0,1.0,0.74
competitive,810,0.0,1.0,1.0,0.74
competitive,811,0.0,1.0,1.0,0.74
competitive,812,0.0,1.0,1.0,0.74
competitive,813,0.0,1.0,1.0,0.74
competitive,814,0.0,1.0,1.0,0.74
competitive,815,0.0,1.0,1.0,0.74
competitive,816,0.0,1.0,1.0,0.74
competitive,817,0.0,1.0,1.0,0.74
competitive,818,0.0,1.0,1.0,0.74
competitive,819,0.0,1.0,1.0,0.74
competitive,820,0.0,1.0,1.0,0.74
competitive,821,0.0,1.0,1.0,0.74
competitive,822,0.0,1.0,1.0,0.74
competitive,823,0.0,1.0,1.0,0.74
competitive,824,0.0,1.0,1.0,0.74
competitive,825,0.0,1.0,1.0,0.74
competitive,826,0.0,1.0,1.0,0.74
competitive,827,0.0,1.0,1.0,0.74
competitive,828,0.0,1.0,1.0,0.74
competitive,829,0.0,1.0,1.0,0.74
competitive,830,0.0,1.0,1.0,0.74
competitive,831,0.0,1.0,1.0,0.74
competitive,832,0.0,1.0,1.0,0.74
competitive,833,0.0,1.0,1.0,0.74
competitive,834,0.0,1.0,1.0,0.74
competitive,835,0.0,1.0,1.0,0.74
competitive,836,0.0,1.0,1.0,0.74
competitive,837,0.0,1.0,1.0,0.74
competitive,838,0.0,1.0,1.0,0.74
competitive,839,0.0,1.0,1.0,0.74
competitive,840,0.0,1.0,1.0,0.74
competitive,841,0.0,1.0,1.0,0.74
competitive,842,0.0,1.0,1.0,0.74
competitive,843,0.0,1.0,1.0,0.74
competitive,844,0.0,1.0,1.0,0.74
competitive,845,0.0,1.0,1.0,0.74
competitive,846,0.0,1.0,1.0,0.74
competitive,847,0.0,1.0,1.0,0.74
competitive,848,0.0,1.0,1.0,0.74
competitive,849,0.0,1.0,1.0,0.74
competitive,850,0.0,1.0,1.0,0.74
competitive,851,0.0,1.0,1.0,0.74
competitive,852,0.0,1.0,1.0,0.74
competitive,853,0.0,1.0,1.0,0.74
competitive,854,0.0,1.0,1.0,0.74
competitive,855,0.0,1.0,1.0,0.74
competitive,856,0.0,1.0,1.0,0.74
competitive,857,0.0,1.0,1.0,0.74
competitive,858,0.0,1.0,1.0,0.74
competitive,859,0.0,1.0,1.0,0.74
competitive,860,0.0,1.0,1.0,0.74
competitive,861,0.0,1.0,1.0,0.74
competitive,862,0.0,1.0,1.0,0.74
competitive,863,0.0,1.0,1.0,0.74
competitive,864,0.0,1.0,1.0,0.74
competitive,865,0.0,1.0,1.0,0.74
competitive,866,0.0,1.0,1.0,0.74
competitive,867,0.0,1.0,1.0,0.74
competitive,868,0.0,1.0,1.0,0.74
competitive,869,0.0,1.0,1.0,0.74
competitive,870,0.0,1.0,1.0,0.74
competitive,871,0.0,1.0,1.0,0.74
competitive,872,0.0,1.0,1.0,0.74
competitive,873,0.0,1.0,1.0,0.74
competitive,874,0.0,1.0,1.0,0.74
competitive,875,0.0,1.0,1.0,0.74
competitive,876,0.0,1.0,1.0,0.74
competitive,877,0.0,1.0,1.0,0.74
competitive,878,0.0,1.0,1.0,0.74
competitive,879,0.0,1.0,1.0,0.74
competitive,880,0.0,1.0,1.0,0.74
competitive,881,0.0,1.0,1.0,0.74
competitive,882,0.0,1.0,1.0,0.74
competitive,883,0.0,1.0,1.0,0.74
competitive,884,0.0,1.0,1.0,0.74
competitive,885,0.0,1.0,1.0,0.74
competitive,886,0.0,1.0,1.0,0.74
competitive,887,0.0,1.0,1.0,0.74
competitive,888,0.0,1.0,1.0,0.74
competitive,889,0.0,1.0,1.0,0.74
competitive,890,0.0,1.0,1.0,0.74
competitive,891,0.0,1.0,1.0,0.74
competitive,892,0.0,1.0,1.0,0.74
competitive,893,0.0,1.0,1.0,0.74
competitive,894,0.0,1.0,1.0,0.74
competitive,895,0.0,1.0,1.0,0.74
competitive,896,0.0,1.0,1.0,0.74
competitive,897,0.0,1.0,1.0,0.74
competitive,898,0.0,1.0,1.0,0.74
competitive,899,0.0,1.0,1.0,0.74
competitive,900,-0.05,1.06,1.0,0.7133
competitive,901,-0.00625,1.0075,1.0,0.736662
competitive,902,-0.003125,1.00375,1.0,0.738331
competitive,903,0.0,1.0,1.0,0.74
competitive,904,0.0,1.0,1.0,0.74
competitive,905,0.0,1.0,1.0,0.74
competitive,906,0.0,1.0,1.0,0.74
competitive,907,0.0,1.0,1.0,0.74
competitive,908,0.0,1.0,1.0,0.74
competitive,909,0.0,1.0,1.0,0.74
competitive,910,0.0,1.0,1.0,0.74
competitive,911,0.0,1.0,1.0,0.74
competitive,912,0.0,1.0,1.0,0.74
competitive,913,0.0,1.0,1.0,0.74
competitive,914,0.0,1.0,1.0,0.74
competitive,915,0.0,1.0,1.0,0.74
competitive,916,0.0,1.0,1.0,0.74
competitive,917,0.0,1.0,1.0,0.74
competitive,918,0.0,1.0,1.0,0.74
competitive,919,0.0,1.0,1.0,0.74
competitive,920,0.0,1.0,1.0,0.74
competitive,921,0.0,1.0,1.0,0.74
competitive,922,0.0,1.0,1.0,0.74
competitive,923,0.0,1.0,1.0,0.74
competitive,924,0.0,1.0,1.0,0.74
competitive,925,0.0,1.0,1.0,0.74
competitive,926,0.0,1.0,1.0,0.74
competitive,927,0.0,1.0,1.0,0.74
competitive,928,0.0,1.0,1.0,0.74
competitive,929,0.0,1.0,1.0,0.74
competitive,930,0.0,1.0,1.0,0.74
competitive,931,0.0,1.0,1.0,0.74
competitive,932,0.0,1.0,1.0,0.74
competitive,933,0.0,1.0,1.0,0.74
competitive,934,0.0,1.0,1.0,0.74
competitive,935,0.0,1.0,1.0,0.74
competitive,936,0.0,1.0,1.0,0.74
competitive,937,0.0,1.0,1.0,0.74
competitive,938,0.0,1.0,1.0,0.74
competitive,939,0.0,1.0,1.0,0.74
competitive,940,0.0,1.0,1.0,0.74
competitive,941,0.0,1.0,1.0,0.74
competitive,942,0.0,1.0,1.0,0.74
competitive,943,0.0,1.0,1.0,0.74
competitive,944,0.0,1.0,1.0,0.74
competitive,945,0.0,1.0,1.0,0.74
competitive,946,0.0,1.0,1.0,0.74
competitive,947,0.0,1.0,1.0,0.74
competitive,948,0.0,1.0,1.0,0.74
competitive,949,0.0,1.0,1.0,0.74
competitive,950,0.0,1.0,1.0,0.74
competitive,951,0.0,1.0,1.0,0.74
competitive,952,0.0,1.0,1.0,0.74
competitive,953,0.0,1.0,1.0,0.74
competitive,954,0.0,1.0,1.0,0.74
competitive,955,0.0,1.0,1.0,0.74
competitive,956,0.0,1.0,1.0,0.74
competitive,957,0.0,1.0,1.0,0.74
competitive,958,0.0,1.0,1.0,0.74
competitive,959,0.0,1.0,1.0,0.74
competitive,960,0.0,1.0,1.0,0.74
competitive,961,0.0,1.0,1.0,0.74
competitive,962,0.0,1.0,1.0,0.74
competitive,963,0.0,1.0,1.0,0.74
competitive,964,0.0,1.0,1.0,0.74
competitive,965,0.0,1.0,1.0,0.74
competitive,966,0.0,1.0,1.0,0.74
competitive,967,0.0,1.0,1.0,0.74
competitive,968,0.0,1.0,1.0,0.74
competitive,969,0.0,1.0,1.0,0.74
competitive,970,0.0,1.0,1.0,0.74
competitive,971,0.0,1.0,1.0,0.74
competitive,972,0.0,1.0,1.0,0.74
competitive,973,0.0,1.0,1.0,0.74
competitive,974,0.0,1.0,1.0,0.74
competitive,975,0.0,1.0,1.0,0.74
competitive,976,0.0,1.0,1.0,0.74
competitive,977,0.0,1.0,1.0,0.74
competitive,978,0.0,1.0,1.0,0.74
competitive,979,0.0,1.0,1.0,0.74
competitive,980,0.0,1.0,1.0,0.74
competitive,981,0.0,1.0,1.0,0.74
competitive,982,0.0,1.0,1.0,0.74
competitive,983,0.0,1.0,1.0,0.74
competitive,984,0.0,1.0,1.0,0.74
competitive,985,0.0,1.0,1.0,0.74
competitive,986,0.0,1.0,1.0,0.74
competitive,987,0.0,1.0,1.0,0.74
competitive,988,0.0,1.0,1.0,0.74
competitive,989,0.0,1.0,1.0,0.74
competitive,990,0.0,1.0,1.0,0.74
competitive,991,0.0,1.0,1.0,0.74
competitive,992,0.0,1.0,1.0,0.74
competitive,993,0.0,1.0,1.0,0.74
competitive,994,0.0,1.0,1.0,0.74
competitive,995,0.0,1.0,1.0,0.74
competitive,996,0.0,1.0,1.0,0.74
competitive,997,0.0,1.0,1.0,0.74
competitive,998,0.0,1.0,1.0,0.74
competitive,999,0.0,1.0,1.0,0.74
competitive,1000,-0.05,1.06,1.0,0.7133
competitive,1001,-0.00625,1.0075,1.0,0.736662
competitive,1002,0.0,1.0,1.0,0.74
competitive,1003,0.0,1.0,1.0,0.74
competitive,1004,0.0,1.0,1.0,0.74
competitive,1005,0.0,1.0,1.0,0.74
competitive,1006,0.0,1.0,1.0,0.74
competitive,1007,0.0,1.0,1.0,0.74
competitive,1008,0.0,1.0,1.0,0.74
competitive,1009,0.0,1.0,1.0,0.74
competitive,1010,0.0,1.0,1.0,0.74
competitive,1011,0.0,1.0,1.0,0.74
competitive,1012,0.0,1.0,1.0,0.74
competitive,1013,0.0,1.0,1.0,0.74
competitive,1014,0.0,1.0,1.0,0.74
competitive,1015,0.0,1.0,1.0,0.74
competitive,1016,0.0,1.0,1.0,0.74
competitive,1017,0.0,1.0,1.0,0.74
competitive,1018,0.0,1.0,1.0,0.74
competitive,1019,0.0,1.0,1.0,0.74
competitive,1020,0.0,1.0,1.0,0.74
competitive,1021,0.0,1.0,1.0,0.74
competitive,1022,0.0,1.0,1.0,0.74
competitive,1023,0.0,1.0,1.0,0.74
competitive,1024,0.0,1.0,1.0,0.74
competitive,1025,0.0,1.0,1.0,0.74
competitive,1026,0.0,1.0,1.0,0.74
competitive,1027,0.0,1.0,1.0,0.74
competitive,1028,0.0,1.0,1.0,0.74
competitive,1029,0.0,1.0,1.0,0.74
competitive,1030,0.0,1.0,1.0,0.74
competitive,1031,0.0,1.0,1.0,0.74
competitive,1032,0.0,1.0,1.0,0.74
competitive,1033,0.0,1.0,1.0,0.74
competitive,1034,0.0,1.0,1.0,0.74
competitive,1035,0.0,1.0,1.0,0.74
competitive,1036,0.0,1.0,1.0,0.74
competitive,1037,0.0,1.0,1.0,0.74
competitive,1038,0.0,1.0,1.0,0.74
competitive,1039,0.0,1.0,1.0,0.74
competitive,1040,0.0,1.0,1.0,0.74
competitive,1041,0.0,1.0,1.0,0.74
competitive,1042,0.0,1.0,1.0,0.74
competitive,1043,0.0,1.0,1.0,0.74
competitive,1044,0.0,1.0,1.0,0.74
competitive,1045,0.0,1.0,1.0,0.74
competitive,1046,0.0,1.0,1.0,0.74
competitive,1047,0.0,1.0,1.0,0.74
competitive,1048,0.0,1.0,1.0,0.74
competitive,1049,0.0,1.0,1.0,0.74
competitive,1050,0.0,1.0,1.0,0.74
competitive,1051,0.0,1.0,1.0,0.74
competitive,1052,0.0,1.0,1.0,0.74
competitive,1053,0.0,1.0,1.0,0.74
competitive,1054,0.0,1.0,1.0,0.74
competitive,1055,0.0,1.0,1.0,0.74
competitive,1056,0.0,1.0,1.0,0.74
competitive,1057,0.0,1.0,1.0,0.74
competitive,1058,0.0,1.0,1.0,0.74
competitive,1059,0.0,1.0,1.0,0.74
competitive,1060,0.0,1.0,1.0,0.74
competitive,1061,0.0,1.0,1.0,0.74
competitive,1062,0.0,1.0,1.0,0.74
competitive,1063,0.0,1.0,1.0,0.74
competitive,1064,0.0,1.0,1.0,0.74
competitive,1065,0.0,1.0,1.0,0.74
competitive,1066,0.0,1.0,1.0,0.74
competitive,1067,0.0,1.0,1.0,0.74
competitive,1068,0.0,1.0,1.0,0.74
competitive,1069,0.0,1.0,1.0,0.74
competitive,1070,0.0,1.0,1.0,0.74
competitive,1071,0.0,1.0,1.0,0.74
competitive,1072,0.0,1.0,1.0,0.74
competitive,1073,0.0,1.0,1.0,0.74
competitive,1074,0.0,1.0,1.0,0.74
competitive,1075,0.0,1.0,1.0,0.74
competitive,1076,0.0,1.0,1.0,0.74
competitive,1077,0.0,1.0,1.0,0.74
competitive,1078,0.0,1.0,1.0,0.74
competitive,1079,0.0,1.0,1.0,0.74
competitive,1080,0.0,1.0,1.0,0.74
competitive,1081,0.0,1.0,1.0,0.74
competitive,1082,0.0,1.0,1.0,0.74
competitive,1083,0.0,1.0,1.0,0.74
competitive,1084,0.0,1.0,1.0,0.74
competitive,1085,0.0,1.0,1.0,0.74
competitive,1086,0.0,1.0,1.0,0.74
competitive,1087,0.0,1.0,1.0,0.74
competitive,1088,0.0,1.0,1.0,0.74
competitive,1089,0.0,1.0,1.0,0.74
competitive,1090,0.0,1.0,1.0,0.74
competitive,1091,0.0,1.0,1.0,0.74
competitive,1092,0.0,1.0,1.0,0.74
competitive,1093,0.0,1.0,1.0,0.74
competitive,1094,0.0,1.0,1.0,0.74
competitive,1095,0.0,1.0,1.0,0.74
competitive,1096,0.0,1.0,1.0,0.74
competitive,1097,0.0,1.0,1.0,0.74
competitive,1098,0.0,1.0,1.0,0.74
competitive,1099,0.0,1.0,1.0,0.74
competitive,1100,-0.05,1.06,1.0,0.7133
competitive,1101,0.0,1.0,1.0,0.74
competitive,1102,0.0,1.0,1.0,0.74
competitive,1103,0.0,1.0,1.0,0.74
competitive,1104,0.0,1.0,1.0,0.74
competitive,1105,0.0,1.0,1.0,0.74
competitive,1106,0.0,1.0,1.0,0.74
competitive,1107,0.0,1.0,1.0,0.74
competitive,1108,0.0,1.0,1.0,0.74
competitive,1109,0.0,1.0,1.0,0.74
competitive,1110,0.0,1.0,1.0,0.74
competitive,1111,0.0,1.0,1.0,0.74
competitive,1112,0.0,1.0,1.0,0.74
competitive,1113,0.0,1.0,1.0,0.74
competitive,1114,0.0,1.0,1.0,0.74
competitive,1115,0.0,1.0,1.0,0.74
competitive,1116,0.0,1.0,1.0,0.74
competitive,1117,0.0,1.0,1.0,0.74
competitive,1118,0.0,1.0,1.0,0.74
competitive,1119,0.0,1.0,1.0,0.74
competitive,1120,0.0,1.0,1.0,0.74
competitive,1121,0.0,1.0,1.0,0.74
competitive,1122,0.0,1.0,1.0,0.74
competitive,1123,0.0,1.0,1.0,0.74
competitive,1124,0.0,1.0,1.0,0.74
competitive,1125,0.0,1.0,1.0,0.74
competitive,1126,0.0,1.0,1.0,0.74
competitive,1127,0.0,1.0,1.0,0.74
competitive,1128,0.0,1.0,1.0,0.74
competitive,1129,0.0,1.0,1.0,0.74
competitive,1130,0.0,1.0,1.0,0.74
competitive,1131,0.0,1.0,1.0,0.74
competitive,1132,0.0,1.0,1.0,0.74
competitive,1133,0.0,1.0,1.0,0.74
competitive,1134,0.0,1.0,1.0,0.74
competitive,1135,0.0,1.0,1.0,0.74
competitive,1136,0.0,1.0,1.0,0.74
competitive,1137,0.0,1.0,1.0,0.74
competitive,1138,0.0,1.0,1.0,0.74
competitive,1139,0.0,1.0,1.0,0.74
competitive,1140,0.0,1.0,1.0,0.74
competitive,1141,0.0,1.0,1.0,0.74
competitive,1142,0.0,1.0,1.0,0.74
competitive,1143,0.0,1.0,1.0,0.74
competitive,1144,0.0,1.0,1.0,0.74
competitive,1145,0.0,1.0,1.0,0.74
competitive,1146,0.0,1.0,1.0,0.74
competitive,1147,0.0,1.0,1.0,0.74
competitive,1148,0.0,1.0,1.0,0.74
competitive,1149,0.0,1.0,1.0,0.74
competitive,1150,0.0,1.0,1.0,0.74
competitive,1151,0.0,1.0,1.0,0.74
competitive,1152,0.0,1.0,1.0,0.74
competitive,1153,0.0,1.0,1.0,0.74
competitive,1154,0.0,1.0,1.0,0.74
competitive,1155,0.0,1.0,1.0,0.74
competitive,1156,0.0,1.0,1.0,0.74
competitive,1157,0.0,1.0,1.0,0.74
competitive,1158,0.0,1.0,1.0,0.74
competitive,1159,0.0,1.0,1.0,0.74
competitive,1160,0.0,1.0,1.0,0.74
competitive,1161,0.0,1.0,1.0,0.74
competitive,1162,0.0,1.0,1.0,0.74
competitive,1163,0.0,1.0,1.0,0.74
competitive,1164,0.0,1.0,1.0,0.74
competitive,1165,0.0,1.0,1.0,0.74
competitive,1166,0.0,1.0,1.0,0.74
competitive,1167,0.0,1.0,1.0,0.74
competitive,1168,0.0,1.0,1.0,0.74
competitive,1169,0.0,1.0,1.0,0.74
competitive,1170,0.0,1.0,1.0,0.74
competitive,1171,0.0,1.0,1.0,0.74
competitive,1172,0.0,1.0,1.0,0.74
competitive,1173,0.0,1.0,1.0,0.74
competitive,1174,0.0,1.0,1.0,0.74
competitive,1175,0.0,1.0,1.0,0.74
competitive,1176,0.0,1.0,1.0,0.74
competitive,1177,0.0,1.0,1.0,0.74
competitive,1178,0.0,1.0,1.0,0.74
competitive,1179,0.0,1.0,1.0,0.74
competitive,1180,0.0,1.0,1.0,0.74
competitive,1181,0.0,1.0,1.0,0.74
competitive,1182,0.0,1.0,1.0,0.74
competitive,1183,0.0,1.0,1.0,0.74
competitive,1184,0.0,1.0,1.0,0.74
competitive,1185,0.0,1.0,1.0,0.74
competitive,1186,0.0,1.0,1.0,0.74
competitive,1187,0.0,1.0,1.0,0.74
competitive,1188,0.0,1.0,1.0,0.74
competitive,1189,0.0,1.0,1.0,0.74
competitive,1190,0.0,1.0,1.0,0.74
competitive,1191,0.0,1.0,1.0,0.74
competitive,1192,0.0,1.0,1.0,0.74
competitive,1193,0.0,1.0,1.0,0.74
competitive,1194,0.0,1.0,1.0,0.74
competitive,1195,0.0,1.0,1.0,0.74
competitive,1196,0.0,1.0,1.0,0.74
competitive,1197,0.0,1.0,1.0,0.74
competitive,1198,0.0,1.0,1.0,0.74
competitive,1199,0.0,1.0,1.0,0.74
antifragile,0,0.51875,0.2375,1.0,0.940312
antifragile,1,0.5375,0.275,1.0,0.959625
antifragile,2,0.55625,0.3125,1.0,0.978938
antifragile,3,0.575,0.35,1.0,0.99825
antifragile,4,0.59375,0.3875,1.0,1.0
antifragile,5,0.6125,0.425,1.0,1.0
antifragile,6,0.63125,0.4625,1.0,1.0
antifragile,7,0.65,0.5,1.0,1.0
antifragile,8,0.66875,0.5375,1.0,1.0
antifragile,9,0.6875,0.575,1.0,1.0
antifragile,10,0.70625,0.6125,1.0,1.0
antifragile,11,0.725,0.65,1.0,1.0
antifragile,12,0.74375,0.6875,1.0,1.0
antifragile,13,0.7625,0.725,1.0,1.0
antifragile,14,0.78125,0.760938,1.0,1.0
antifragile,15,0.8,0.79375,1.0,1.0
antifragile,16,0.81875,0.828125,1.0,1.0
antifragile,17,0.8375,0.860938,1.0,1.0
antifragile,18,0.85625,0.895313,1.0,1.0
antifragile,19,0.875,0.926563,1.0,1.0
antifragile,20,0.89375,0.954688,1.0,1.0
antifragile,21,0.911719,0.970313,1.0,1.0
antifragile,22,0.928906,0.982813,1.0,1.0
antifragile,23,0.944531,0.990625,1.0,1.0
antifragile,24,0.957031,0.996875,1.0,1.0
antifragile,25,0.971875,0.998438,1.0,1.0
antifragile,26,0.980469,1.0,1.0,1.0
antifragile,27,0.9875,1.0,1.0,1.0
antifragile,28,0.992969,1.0,1.0,1.0
antifragile,29,0.996094,1.0,1.0,1.0
antifragile,30,1.0,1.0,1.0,1.0
antifragile,31,1.0,1.0,1.0,1.0
antifragile,32,1.0,1.0,1.0,1.0
antifragile,33,1.0,1.0,1.0,1.0
antifragile,34,1.0,1.0,1.0,1.0
antifragile,35,1.0,1.0,1.0,1.0
antifragile,36,1.0,1.0,1.0,1.0
antifragile,37,1.0,1.0,1.0,1.0
antifragile,38,1.0,1.0,1.0,1.0
antifragile,39,1.0,1.0,1.0,1.0
antifragile,40,1.0,1.0,1.0,1.0
antifragile,41,1.0,1.0,1.0,1.0
antifragile,42,1.0,1.0,1.0,1.0
antifragile,43,1.0,1.0,1.0,1.0
antifragile,44,1.0,1.0,1.0,1.0
