seed,scenario,detector,collapse_expected,warning,lead_time,verdict
35,stable_dynamic,rolling_variance,False,101,699,FALSE_POSITIVE
35,noisy_dynamic_recoverable,gv_recoverability,False,,,QUIET
35,noisy_dynamic_recoverable,rolling_z_score,False,,,QUIET
35,noisy_dynamic_recoverable,rolling_variance,False,101,699,FALSE_POSITIVE
35,critical_slowing_dynamic,gv_recoverability,True,800,0,MISS
35,critical_slowing_dynamic,rolling_z_score,True,,,MISS
35,critical_slowing_dynamic,rolling_variance,True,101,699,EARLY_WARNING
35,abrupt_collapse_dynamic,gv_recoverability,True,840,-40,MISS
35,abrupt_collapse_dynamic,rolling_z_score,True,,,MISS
35,abrupt_collapse_dynamic,rolling_variance,True,101,699,EARLY_WARNING
36,stable_dynamic,gv_recoverability,False,,,QUIET
36,stable_dynamic,rolling_z_score,False,,,QUIET
36,stable_dynamic,rolling_variance,False,101,699,FALSE_POSITIVE
36,noisy_dynamic_recoverable,gv_recoverability,False,,,QUIET
36,noisy_dynamic_recoverable,rolling_z_score,False,,,QUIET
36,noisy_dynamic_recoverable,rolling_variance,False,101,699,FALSE_POSITIVE
36,critical_slowing_dynamic,gv_recoverability,True,780,20,EARLY_WARNING
36,critical_slowing_dynamic,rolling_z_score,True,,,MISS
36,critical_slowing_dynamic,rolling_variance,True,101,699,EARLY_WARNING
36,abrupt_collapse_dynamic,gv_recoverability,True,840,-40,MISS
36,abrupt_collapse_dynamic,rolling_z_score,True,,,MISS
36,abrupt_collapse_dynamic,rolling_variance,True,101,699,EARLY_WARNING
37,stable_dynamic,gv_recoverability,False,,,QUIET
37,stable_dynamic,rolling_z_score,False,,,QUIET
37,stable_dynamic,rolling_variance,False,101,699,FALSE_POSITIVE
37,noisy_dynamic_recoverable,gv_recoverability,False,,,QUIET
37,noisy_dynamic_recoverable,rolling_z_score,False,,,QUIET
37,noisy_dynamic_recoverable,rolling_variance,False,101,699,FALSE_POSITIVE
37,critical_slowing_dynamic,gv_recoverability,True,780,20,EARLY_WARNING
37,critical_slowing_dynamic,rolling_z_score,True,,,MISS
37,critical_slowing_dynamic,rolling_variance,True,101,699,EARLY_WARNING
37,abrupt_collapse_dynamic,gv_recoverability,True,840,-40,MISS
37,abrupt_collapse_dynamic,rolling_z_score,True,,,MISS
37,abrupt_collapse_dynamic,rolling_variance,True,101,699,EARLY_WARNING
38,stable_dynamic,gv_recoverability,False,,,QUIET
38,stable_dynamic,rolling_z_score,False,,,QUIET
38,stable_dynamic,rolling_variance,False,101,699,FALSE_POSITIVE
38,noisy_dynamic_recoverable,gv_recoverability,False,,,QUIET
38,noisy_dynamic_recoverable,rolling_z_score,False,,,QUIET
38,noisy_dynamic_recoverable,rolling_variance,False,101,699,FALSE_POSITIVE
38,critical_slowing_dynamic,gv_recoverability,True,780,20,EARLY_WARNING
38,critical_slowing_dynamic,rolling_z_score,True,,,MISS
38,critical_slowing_dynamic,rolling_variance,True,101,699,EARLY_WARNING
38,abrupt_collapse_dynamic,gv_recoverability,True,840,-40,MISS
38,abrupt_collapse_dynamic,rolling_z_score,True,,,MISS
38,abrupt_collapse_dynamic,rolling_variance,True,101,699,EARLY_WARNING
39,stable_dynamic,gv_recoverability,False,,,QUIET
39,stable_dynamic,rolling_z_score,False,,,QUIET
39,stable_dynamic,rolling_variance,False,101,699,FALSE_POSITIVE
39,noisy_dynamic_recoverable,gv_recoverability,False,,,QUIET
39,noisy_dynamic_recoverable,rolling_z_score,False,,,QUIET
39,noisy_dynamic_recoverable,rolling_variance,False,101,699,FALSE_POSITIVE
39,critical_slowing_dynamic,gv_recoverability,True,800,0,MISS
39,critical_slowing_dynamic,rolling_z_score,True,,,MISS
39,critical_slowing_dynamic,rolling_variance,True,101,699,EARLY_WARNING
39,abrupt_collapse_dynamic,gv_recoverability,True,840,-40,MISS
39,abrupt_collapse_dynamic,rolling_z_score,True,,,MISS
39,abrupt_collapse_dynamic,rolling_variance,True,101,699,EARLY_WARNING
40,stable_dynamic,gv_recoverability,False,,,QUIET
40,stable_dynamic,rolling_z_score,False,,,QUIET
40,stable_dynamic,rolling_variance,False,101,699,FALSE_POSITIVE
40,noisy_dynamic_recoverable,gv_recoverability,False,,,QUIET
40,noisy_dynamic_recoverable,rolling_z_score,False,,,QUIET
40,noisy_dynamic_recoverable,rolling_variance,False,101,699,FALSE_POSITIVE
40,critical_slowing_dynamic,gv_recoverability,True,800,0,MISS
40,critical_slowing_dynamic,rolling_z_score,True,,,MISS
40,critical_slowing_dynamic,rolling_variance,True,101,699,EARLY_WARNING
40,abrupt_collapse_dynamic,gv_recoverability,True,840,-40,MISS
40,abrupt_collapse_dynamic,rolling_z_score,True,,,MISS
40,abrupt_collapse_dynamic,rolling_variance,True,101,699,EARLY_WARNING
41,stable_dynamic,gv_recoverability,False,,,QUIET
41,stable_dynamic,rolling_z_score,False,,,QUIET
41,stable_dynamic,rolling_variance,False,101,699,FALSE_POSITIVE
41,noisy_dynamic_recoverable,gv_recoverability,False,,,QUIET
41,noisy_dynamic_recoverable,rolling_z_score,False,,,QUIET
41,noisy_dynamic_recoverable,rolling_variance,False,101,699,FALSE_POSITIVE
41,critical_slowing_dynamic,gv_recoverability,True,800,0,MISS
41,critical_slowing_dynamic,rolling_z_score,True,,,MISS
41,critical_slowing_dynamic,rolling_variance,True,101,699,EARLY_WARNING
41,abrupt_collapse_dynamic,gv_recoverability,True,840,-40,MISS
41,abrupt_collapse_dynamic,rolling_z_score,True,,,MISS
41,abrupt_collapse_dynamic,rolling_variance,True,101,699,EARLY_WARNING
42,stable_dynamic,gv_recoverability,False,,,QUIET
42,stable_dynamic,rolling_z_score,False,,,QUIET
42,stable_dynamic,rolling_variance,False,101,699,FALSE_POSITIVE
42,noisy_dynamic_recoverable,gv_recoverability,False,,,QUIET
42,noisy_dynamic_recoverable,rolling_z_score,False,,,QUIET
42,noisy_dynamic_recoverable,rolling_variance,False,101,699,FALSE_POSITIVE
42,critical_slowing_dynamic,gv_recoverability,True,760,40,EARLY_WARNING
42,critical_slowing_dynamic,rolling_z_score,True,,,MISS
42,critical_slowing_dynamic,rolling_variance,True,101,699,EARLY_WARNING
42,abrupt_collapse_dynamic,gv_recoverability,True,820,-20,MISS
42,abrupt_collapse_dynamic,rolling_z_score,True,,,MISS
42,abrupt_collapse_dynamic,rolling_variance,True,101,699,EARLY_WARNING
43,stable_dynamic,gv_recoverability,False,,,QUIET
43,stable_dynamic,rolling_z_score,False,,,QUIET
43,stable_dynamic,rolling_variance,False,101,699,FALSE_POSITIVE
43,noisy_dynamic_recoverable,gv_recoverability,False,,,QUIET
43,noisy_dynamic_recoverable,rolling_z_score,False,,,QUIET
43,noisy_dynamic_recoverable,rolling_variance,False,101,699,FALSE_POSITIVE
43,critical_slowing_dynamic,gv_recoverability,True,780,20,EARLY_WARNING
43,critical_slowing_dynamic,rolling_z_score,True,,,MISS
43,critical_slowing_dynamic,rolling_variance,True,101,699,EARLY_WARNING
43,abrupt_collapse_dynamic,gv_recoverability,True,820,-20,MISS
43,abrupt_collapse_dynamic,rolling_z_score,True,,,MISS
43,abrupt_collapse_dynamic,rolling_variance,True,101,699,EARLY_WARNING
44,stable_dynamic,gv_recoverability,False,,,QUIET
44,stable_dynamic,rolling_z_score,False,,,QUIET
44,stable_dynamic,rolling_variance,False,101,699,FALSE_POSITIVE
44,noisy_dynamic_recoverable,gv_recoverability,False,,,QUIET
44,noisy_dynamic_recoverable,rolling_z_score,False,,,QUIET
44,noisy_dynamic_recoverable,rolling_variance,False,101,699,FALSE_POSITIVE
44,critical_slowing_dynamic,gv_recoverability,True,780,20,EARLY_WARNING
44,critical_slowing_dynamic,rolling_z_score,True,,,MISS
44,critical_slowing_dynamic,rolling_variance,True,101,699,EARLY_WARNING
44,abrupt_collapse_dynamic,gv_recoverability,True,840,-40,MISS
44,abrupt_collapse_dynamic,rolling_z_score,True,,,MISS
44,abrupt_collapse_dynamic,rolling_variance,True,101,699,EARLY_WARNING
45,stable_dynamic,gv_recoverability,False,,,QUIET
45,stable_dynamic,rolling_z_score,False,,,QUIET
45,stable_dynamic,rolling_variance,False,101,699,FALSE_POSITIVE
45,noisy_dynamic_recoverable,gv_recoverability,False,,,QUIET
45,noisy_dynamic_recoverable,rolling_z_score,False,,,QUIET
45,noisy_dynamic_recoverable,rolling_variance,False,101,699,FALSE_POSITIVE
45,critical_slowing_dynamic,gv_recoverability,True,820,-20,MISS
45,critical_slowing_dynamic,rolling_z_score,True,,,MISS
45,critical_slowing_dynamic,rolling_variance,True,101,699,EARLY_WARNING
45,abrupt_collapse_dynamic,gv_recoverability,True,840,-40,MISS
45,abrupt_collapse_dynamic,rolling_z_score,True,,,MISS
45,abrupt_collapse_dynamic,rolling_variance,True,101,699,EARLY_WARNING
46,stable_dynamic,gv_recoverability,False,,,QUIET
46,stable_dynamic,rolling_z_score,False,,,QUIET
46,stable_dynamic,rolling_variance,False,101,699,FALSE_POSITIVE
46,noisy_dynamic_recoverable,gv_recoverability,False,,,QUIET
46,noisy_dynamic_recoverable,rolling_z_score,False,,,QUIET
46,noisy_dynamic_recoverable,rolling_variance,False,101,699,FALSE_POSITIVE
46,critical_slowing_dynamic,gv_recoverability,True,800,0,MISS
46,critical_slowing_dynamic,rolling_z_score,True,,,MISS
46,critical_slowing_dynamic,rolling_variance,True,101,699,EARLY_WARNING
46,abrupt_collapse_dynamic,gv_recoverability,True,840,-40,MISS
46,abrupt_collapse_dynamic,rolling_z_score,True,,,MISS
46,abrupt_collapse_dynamic,rolling_variance,True,101,699,EARLY_WARNING
47,stable_dynamic,gv_recoverability,False,,,QUIET
47,stable_dynamic,rolling_z_score,False,,,QUIET
47,stable_dynamic,rolling_variance,False,101,699,FALSE_POSITIVE
47,noisy_dynamic_recoverable,gv_recoverability,False,,,QUIET
47,noisy_dynamic_recoverable,rolling_z_score,False,,,QUIET
47,noisy_dynamic_recoverable,rolling_variance,False,101,699,FALSE_POSITIVE
47,critical_slowing_dynamic,gv_recoverability,True,800,0,MISS
47,critical_slowing_dynamic,rolling_z_score,True,,,MISS
47,critical_slowing_dynamic,rolling_variance,True,101,699,EARLY_WARNING
47,abrupt_collapse_dynamic,gv_recoverability,True,840,-40,MISS
47,abrupt_collapse_dynamic,rolling_z_score,True,,,MISS
47,abrupt_collapse_dynamic,rolling_variance,True,101,699,EARLY_WARNING
48,stable_dynamic,gv_recoverability,False,,,QUIET
48,stable_dynamic,rolling_z_score,False,,,QUIET
48,stable_dynamic,rolling_variance,False,101,699,FALSE_POSITIVE
48,noisy_dynamic_recoverable,gv_recoverability,False,,,QUIET
48,noisy_dynamic_recoverable,rolling_z_score,False,,,QUIET
48,noisy_dynamic_recoverable,rolling_variance,False,101,699,FALSE_POSITIVE
48,critical_slowing_dynamic,gv_recoverability,True,780,20,EARLY_WARNING
48,critical_slowing_dynamic,rolling_z_score,True,,,MISS
48,critical_slowing_dynamic,rolling_variance,True,101,699,EARLY_WARNING
48,abrupt_collapse_dynamic,gv_recoverability,True,840,-40,MISS
48,abrupt_collapse_dynamic,rolling_z_score,True,,,MISS
48,abrupt_collapse_dynamic,rolling_variance,True,101,699,EARLY_WARNING
49,stable_dynamic,gv_recoverability,False,,,QUIET
49,stable_dynamic,rolling_z_score,False,,,QUIET
49,stable_dynamic,rolling_variance,False,101,699,FALSE_POSITIVE
49,noisy_dynamic_recoverable,gv_recoverability,False,,,QUIET
49,noisy_dynamic_recoverable,rolling_z_score,False,,,QUIET
49,noisy_dynamic_recoverable,rolling_variance,False,101,699,FALSE_POSITIVE
49,critical_slowing_dynamic,gv_recoverability,True,780,20,EARLY_WARNING
49,critical_slowing_dynamic,rolling_z_score,True,,,MISS
49,critical_slowing_dynamic,rolling_variance,True,101,699,EARLY_WARNING
49,abrupt_collapse_dynamic,gv_recoverability,True,820,-20,MISS
49,abrupt_collapse_dynamic,rolling_z_score,True,,,MISS
49,abrupt_collapse_dynamic,rolling_variance,True,101,699,EARLY_WARNING
50,stable_dynamic,gv_recoverability,False,,,QUIET
50,stable_dynamic,rolling_z_score,False,,,QUIET
50,stable_dynamic,rolling_variance,False,101,699,FALSE_POSITIVE
50,noisy_dynamic_recoverable,gv_recoverability,False,,,QUIET
50,noisy_dynamic_recoverable,rolling_z_score,False,,,QUIET
50,noisy_dynamic_recoverable,rolling_variance,False,101,699,FALSE_POSITIVE
50,critical_slowing_dynamic,gv_recoverability,True,800,0,MISS
50,critical_slowing_dynamic,rolling_z_score,True,,,MISS
50,critical_slowing_dynamic,rolling_variance,True,101,699,EARLY_WARNING
50,abrupt_collapse_dynamic,gv_recoverability,True,820,-20,MISS
50,abrupt_collapse_dynamic,rolling_z_score,True,,,MISS
50,abrupt_collapse_dynamic,rolling_variance,True,101,699,EARLY_WARNING
51,stable_dynamic,gv_recoverability,False,,,QUIET
51,stable_dynamic,rolling_z_score,False,,,QUIET
51,stable_dynamic,rolling_variance,False,101,699,FALSE_POSITIVE
51,noisy_dynamic_recoverable,gv_recoverability,False,,,QUIET
51,noisy_dynamic_recoverable,rolling_z_score,False,,,QUIET
51,noisy_dynamic_recoverable,rolling_variance,False,101,699,FALSE_POSITIVE
51,critical_slowing_dynamic,gv_recoverability,True,760,40,EARLY_WARNING
51,critical_slowing_dynamic,rolling_z_score,True,,,MISS
51,critical_slowing_dynamic,rolling_variance,True,101,699,EARLY_WARNING
51,abrupt_collapse_dynamic,gv_recoverability,True,840,-40,MISS
51,abrupt_collapse_dynamic,rolling_z_score,True,,,MISS
51,abrupt_collapse_dynamic,rolling_variance,True,101,699,EARLY_WARNING
52,stable_dynamic,gv_recoverability,False,,,QUIET
52,stable_dynamic,rolling_z_score,False,,,QUIET
52,stable_dynamic,rolling_variance,False,101,699,FALSE_POSITIVE
52,noisy_dynamic_recoverable,gv_recoverability,False,,,QUIET
52,noisy_dynamic_recoverable,rolling_z_score,False,,,QUIET
52,noisy_dynamic_recoverable,rolling_variance,False,101,699,FALSE_POSITIVE
52,critical_slowing_dynamic,gv_recoverability,True,760,40,EARLY_WARNING
52,critical_slowing_dynamic,rolling_z_score,True,,,MISS
52,critical_slowing_dynamic,rolling_variance,True,101,699,EARLY_WARNING
52,abrupt_collapse_dynamic,gv_recoverability,True,840,-40,MISS
52,abrupt_collapse_dynamic,rolling_z_score,True,,,MISS
52,abrupt_collapse_dynamic,rolling_variance,True,101,699,EARLY_WARNING
53,stable_dynamic,gv_recoverability,False,,,QUIET
53,stable_dynamic,rolling_z_score,False,,,QUIET
53,stable_dynamic,rolling_variance,False,101,699,FALSE_POSITIVE
53,noisy_dynamic_recoverable,gv_recoverability,False,,,QUIET
53,noisy_dynamic_recoverable,rolling_z_score,False,,,QUIET
53,noisy_dynamic_recoverable,rolling_variance,False,101,699,FALSE_POSITIVE
53,critical_slowing_dynamic,gv_recoverability,True,800,0,MISS
53,critical_slowing_dynamic,rolling_z_score,True,,,MISS
53,critical_slowing_dynamic,rolling_variance,True,101,699,EARLY_WARNING
53,abrupt_collapse_dynamic,gv_recoverability,True,840,-40,MISS
53,abrupt_collapse_dynamic,rolling_z_score,True,,,MISS
53,abrupt_collapse_dynamic,rolling_variance,True,101,699,EARLY_WARNING
54,stable_dynamic,gv_recoverability,False,,,QUIET
54,stable_dynamic,rolling_z_score,False,,,QUIET
54,stable_dynamic,rolling_variance,False,101,699,FALSE_POSITIVE
54,noisy_dynamic_recoverable,gv_recoverability,False,,,QUIET
54,noisy_dynamic_recoverable,rolling_z_score,False,,,QUIET
54,noisy_dynamic_recoverable,rolling_variance,False,101,699,FALSE_POSITIVE
54,critical_slowing_dynamic,gv_recoverability,True,800,0,MISS
54,critical_slowing_dynamic,rolling_z_score,True,,,MISS
54,critical_slowing_dynamic,rolling_variance,True,101,699,EARLY_WARNING
54,abrupt_collapse_dynamic,gv_recoverability,True,840,-40,MISS
54,abrupt_collapse_dynamic,rolling_z_score,True,,,MISS
54,abrupt_collapse_dynamic,rolling_variance,True,101,699,EARLY_WARNING
55,stable_dynamic,gv_recoverability,False,,,QUIET
55,stable_dynamic,rolling_z_score,False,,,QUIET
55,stable_dynamic,rolling_variance,False,101,699,FALSE_POSITIVE
55,noisy_dynamic_recoverable,gv_recoverability,False,,,QUIET
55,noisy_dynamic_recoverable,rolling_z_score,False,,,QUIET
55,noisy_dynamic_recoverable,rolling_variance,False,101,699,FALSE_POSITIVE
55,critical_slowing_dynamic,gv_recoverability,True,800,0,MISS
55,critical_slowing_dynamic,rolling_z_score,True,,,MISS
55,critical_slowing_dynamic,rolling_variance,True,101,699,EARLY_WARNING
55,abrupt_collapse_dynamic,gv_recoverability,True,840,-40,MISS
55,abrupt_collapse_dynamic,rolling_z_score,True,,,MISS
55,abrupt_collapse_dynamic,rolling_variance,True,101,699,EARLY_WARNING
56,stable_dynamic,gv_recoverability,False,,,QUIET
56,stable_dynamic,rolling_z_score,False,,,QUIET
56,stable_dynamic,rolling_variance,False,101,699,FALSE_POSITIVE
56,noisy_dynamic_recoverable,gv_recoverability,False,,,QUIET
56,noisy_dynamic_recoverable,rolling_z_score,False,,,QUIET
56,noisy_dynamic_recoverable,rolling_variance,False,101,699,FALSE_POSITIVE
56,critical_slowing_dynamic,gv_recoverability,True,800,0,MISS
56,critical_slowing_dynamic,rolling_z_score,True,,,MISS
56,critical_slowing_dynamic,rolling_variance,True,101,699,EARLY_WARNING
56,abrupt_collapse_dynamic,gv_recoverability,True,840,-40,MISS
56,abrupt_collapse_dynamic,rolling_z_score,True,,,MISS
56,abrupt_collapse_dynamic,rolling_variance,True,101,699,EARLY_WARNING
57,stable_dynamic,gv_recoverability,False,,,QUIET
57,stable_dynamic,rolling_z_score,False,,,QUIET
57,stable_dynamic,rolling_variance,False,101,699,FALSE_POSITIVE
57,noisy_dynamic_recoverable,gv_recoverability,False,,,QUIET
57,noisy_dynamic_recoverable,rolling_z_score,False,,,QUIET
57,noisy_dynamic_recoverable,rolling_variance,False,101,699,FALSE_POSITIVE
57,critical_slowing_dynamic,gv_recoverability,True,800,0,MISS
57,critical_slowing_dynamic,rolling_z_score,True,,,MISS
57,critical_slowing_dynamic,rolling_variance,True,101,699,EARLY_WARNING
57,abrupt_collapse_dynamic,gv_recoverability,True,840,-40,MISS
57,abrupt_collapse_dynamic,rolling_z_score,True,,,MISS
57,abrupt_collapse_dynamic,rolling_variance,True,101,699,EARLY_WARNING
58,stable_dynamic,gv_recoverability,False,,,QUIET
58,stable_dynamic,rolling_z_score,False,,,QUIET
58,stable_dynamic,rolling_variance,False,101,699,FALSE_POSITIVE
58,noisy_dynamic_recoverable,gv_recoverability,False,,,QUIET
58,noisy_dynamic_recoverable,rolling_z_score,False,,,QUIET
58,noisy_dynamic_recoverable,rolling_variance,False,101,699,FALSE_POSITIVE
58,critical_slowing_dynamic,gv_recoverability,True,760,40,EARLY_WARNING
58,critical_slowing_dynamic,rolling_z_score,True,,,MISS
58,critical_slowing_dynamic,rolling_variance,True,101,699,EARLY_WARNING
58,abrupt_collapse_dynamic,gv_recoverability,True,840,-40,MISS
58,abrupt_collapse_dynamic,rolling_z_score,True,,,MISS
58,abrupt_collapse_dynamic,rolling_variance,True,101,699,EARLY_WARNING
59,stable_dynamic,gv_recoverability,False,,,QUIET
59,stable_dynamic,rolling_z_score,False,,,QUIET
59,stable_dynamic,rolling_variance,False,101,699,FALSE_POSITIVE
59,noisy_dynamic_recoverable,gv_recoverability,False,,,QUIET
59,noisy_dynamic_recoverable,rolling_z_score,False,,,QUIET
59,noisy_dynamic_recoverable,rolling_variance,False,101,699,FALSE_POSITIVE
59,critical_slowing_dynamic,gv_recoverability,True,800,0,MISS
59,critical_slowing_dynamic,rolling_z_score,True,,,MISS
59,critical_slowing_dynamic,rolling_variance,True,101,699,EARLY_WARNING
59,abrupt_collapse_dynamic,gv_recoverability,True,840,-40,MISS
59,abrupt_collapse_dynamic,rolling_z_score,True,,,MISS
59,abrupt_collapse_dynamic,rolling_variance,True,101,699,EARLY_WARNING
60,stable_dynamic,gv_recoverability,False,,,QUIET
60,stable_dynamic,rolling_z_score,False,,,QUIET
60,stable_dynamic,rolling_variance,False,101,699,FALSE_POSITIVE
60,noisy_dynamic_recoverable,gv_recoverability,False,,,QUIET
60,noisy_dynamic_recoverable,rolling_z_score,False,,,QUIET
60,noisy_dynamic_recoverable,rolling_variance,False,101,699,FALSE_POSITIVE
60,critical_slowing_dynamic,gv_recoverability,True,780,20,EARLY_WARNING
60,critical_slowing_dynamic,rolling_z_score,True,,,MISS
60,critical_slowing_dynamic,rolling_variance,True,101,699,EARLY_WARNING
60,abrupt_collapse_dynamic,gv_recoverability,True,840,-40,MISS
60,abrupt_collapse_dynamic,rolling_z_score,True,,,MISS
60,abrupt_collapse_dynamic,rolling_variance,True,101,699,EARLY_WARNING
61,stable_dynamic,gv_recoverability,False,,,QUIET
61,stable_dynamic,rolling_z_score,False,,,QUIET
61,stable_dynamic,rolling_variance,False,101,699,FALSE_POSITIVE
61,noisy_dynamic_recoverable,gv_recoverability,False,,,QUIET
61,noisy_dynamic_recoverable,rolling_z_score,False,,,QUIET
61,noisy_dynamic_recoverable,rolling_variance,False,101,699,FALSE_POSITIVE
61,critical_slowing_dynamic,gv_recoverability,True,800,0,MISS
61,critical_slowing_dynamic,rolling_z_score,True,,,MISS
61,critical_slowing_dynamic,rolling_variance,True,101,699,EARLY_WARNING
61,abrupt_collapse_dynamic,gv_recoverability,True,840,-40,MISS
61,abrupt_collapse_dynamic,rolling_z_score,True,,,MISS
61,abrupt_collapse_dynamic,rolling_variance,True,101,699,EARLY_WARNING
62,stable_dynamic,gv_recoverability,False,,,QUIET
62,stable_dynamic,rolling_z_score,False,,,QUIET
62,stable_dynamic,rolling_variance,False,101,699,FALSE_POSITIVE
62,noisy_dynamic_recoverable,gv_recoverability,False,,,QUIET
62,noisy_dynamic_recoverable,rolling_z_score,False,,,QUIET
62,noisy_dynamic_recoverable,rolling_variance,False,101,699,FALSE_POSITIVE
62,critical_slowing_dynamic,gv_recoverability,True,780,20,EARLY_WARNING
62,critical_slowing_dynamic,rolling_z_score,True,,,MISS
62,critical_slowing_dynamic,rolling_variance,True,101,699,EARLY_WARNING
62,abrupt_collapse_dynamic,gv_recoverability,True,840,-40,MISS
62,abrupt_collapse_dynamic,rolling_z_score,True,,,MISS
62,abrupt_collapse_dynamic,rolling_variance,True,101,699,EARLY_WARNING
63,stable_dynamic,gv_recoverability,False,,,QUIET
63,stable_dynamic,rolling_z_score,False,,,QUIET
63,stable_dynamic,rolling_variance,False,101,699,FALSE_POSITIVE
63,noisy_dynamic_recoverable,gv_recoverability,False,,,QUIET
63,noisy_dynamic_recoverable,rolling_z_score,False,,,QUIET
63,noisy_dynamic_recoverable,rolling_variance,False,101,699,FALSE_POSITIVE
63,critical_slowing_dynamic,gv_recoverability,True,800,0,MISS
63,critical_slowing_dynamic,rolling_z_score,True,,,MISS
63,critical_slowing_dynamic,rolling_variance,True,101,699,EARLY_WARNING
63,abrupt_collapse_dynamic,gv_recoverability,True,840,-40,MISS
63,abrupt_collapse_dynamic,rolling_z_score,True,,,MISS
63,abrupt_collapse_dynamic,rolling_variance,True,101,699,EARLY_WARNING
64,stable_dynamic,gv_recoverability,False,,,QUIET
64,stable_dynamic,rolling_z_score,False,,,QUIET
64,stable_dynamic,rolling_variance,False,101,699,FALSE_POSITIVE
64,noisy_dynamic_recoverable,gv_recoverability,False,,,QUIET
64,noisy_dynamic_recoverable,rolling_z_score,False,,,QUIET
64,noisy_dynamic_recoverable,rolling_variance,False,101,699,FALSE_POSITIVE
64,critical_slowing_dynamic,gv_recoverability,True,800,0,MISS
64,critical_slowing_dynamic,rolling_z_score,True,,,MISS
64,critical_slowing_dynamic,rolling_variance,True,101,699,EARLY_WARNING
64,abrupt_collapse_dynamic,gv_recoverability,True,840,-40,MISS
64,abrupt_collapse_dynamic,rolling_z_score,True,,,MISS
64,abrupt_collapse_dynamic,rolling_variance,True,101,699,EARLY_WARNING
65,stable_dynamic,gv_recoverability,False,,,QUIET
65,stable_dynamic,rolling_z_score,False,,,QUIET
65,stable_dynamic,rolling_variance,False,101,699,FALSE_POSITIVE
65,noisy_dynamic_recoverable,gv_recoverability,False,,,QUIET
65,noisy_dynamic_recoverable,rolling_z_score,False,,,QUIET
65,noisy_dynamic_recoverable,rolling_variance,False,101,699,FALSE_POSITIVE
65,critical_slowing_dynamic,gv_recoverability,True,760,40,EARLY_WARNING
65,critical_slowing_dynamic,rolling_z_score,True,,,MISS
65,critical_slowing_dynamic,rolling_variance,True,101,699,EARLY_WARNING
65,abrupt_collapse_dynamic,gv_recoverability,True,820,-20,MISS
65,abrupt_collapse_dynamic,rolling_z_score,True,,,MISS
65,abrupt_collapse_dynamic,rolling_variance,True,101,699,EARLY_WARNING
66,stable_dynamic,gv_recoverability,False,,,QUIET
66,stable_dynamic,rolling_z_score,False,,,QUIET
66,stable_dynamic,rolling_variance,False,101,699,FALSE_POSITIVE
66,noisy_dynamic_recoverable,gv_recoverability,False,,,QUIET
66,noisy_dynamic_recoverable,rolling_z_score,False,,,QUIET
66,noisy_dynamic_recoverable,rolling_variance,False,101,699,FALSE_POSITIVE
66,critical_slowing_dynamic,gv_recoverability,True,780,20,EARLY_WARNING
66,critical_slowing_dynamic,rolling_z_score,True,,,MISS
66,critical_slowing_dynamic,rolling_variance,True,101,699,EARLY_WARNING
66,abrupt_collapse_dynamic,gv_recoverability,True,820,-20,MISS
66,abrupt_collapse_dynamic,rolling_z_score,True,,,MISS
66,abrupt_collapse_dynamic,rolling_variance,True,101,699,EARLY_WARNING
67,stable_dynamic,gv_recoverability,False,,,QUIET
67,stable_dynamic,rolling_z_score,False,,,QUIET
67,stable_dynamic,rolling_variance,False,101,699,FALSE_POSITIVE
67,noisy_dynamic_recoverable,gv_recoverability,False,,,QUIET
67,noisy_dynamic_recoverable,rolling_z_score,False,,,QUIET
67,noisy_dynamic_recoverable,rolling_variance,False,101,699,FALSE_POSITIVE
67,critical_slowing_dynamic,gv_recoverability,True,800,0,MISS
67,critical_slowing_dynamic,rolling_z_score,True,,,MISS
67,critical_slowing_dynamic,rolling_variance,True,101,699,EARLY_WARNING
67,abrupt_collapse_dynamic,gv_recoverability,True,840,-40,MISS
67,abrupt_collapse_dynamic,rolling_z_score,True,,,MISS
67,abrupt_collapse_dynamic,rolling_variance,True,101,699,EARLY_WARNING
68,stable_dynamic,gv_recoverability,False,,,QUIET
68,stable_dynamic,rolling_z_score,False,,,QUIET
68,stable_dynamic,rolling_variance,False,101,699,FALSE_POSITIVE
68,noisy_dynamic_recoverable,gv_recoverability,False,,,QUIET
68,noisy_dynamic_recoverable,rolling_z_score,False,,,QUIET
68,noisy_dynamic_recoverable,rolling_variance,False,101,699,FALSE_POSITIVE
68,critical_slowing_dynamic,gv_recoverability,True,760,40,EARLY_WARNING
68,critical_slowing_dynamic,rolling_z_score,True,,,MISS
68,critical_slowing_dynamic,rolling_variance,True,101,699,EARLY_WARNING
68,abrupt_collapse_dynamic,gv_recoverability,True,840,-40,MISS
68,abrupt_collapse_dynamic,rolling_z_score,True,,,MISS
68,abrupt_collapse_dynamic,rolling_variance,True,101,699,EARLY_WARNING
69,stable_dynamic,gv_recoverability,False,,,QUIET
69,stable_dynamic,rolling_z_score,False,,,QUIET
69,stable_dynamic,rolling_variance,False,101,699,FALSE_POSITIVE
69,noisy_dynamic_recoverable,gv_recoverability,False,,,QUIET
69,noisy_dynamic_recoverable,rolling_z_score,False,,,QUIET
69,noisy_dynamic_recoverable,rolling_variance,False,101,699,FALSE_POSITIVE
69,critical_slowing_dynamic,gv_recoverability,True,780,20,EARLY_WARNING
69,critical_slowing_dynamic,rolling_z_score,True,,,MISS
