agent,step,gv,mode,truth,constraint,coherence,autonomy,escalation,reasons
truth_drift_runtime,119,0.970469,STABLE,0.918595,0.988795,0.949701,1.0,0,
truth_drift_runtime,120,0.8293,WATCH,0.717917,0.933733,0.774822,1.0,0,truth drift
truth_drift_runtime,121,0.831959,WATCH,0.715678,0.92903,0.777097,1.0,0,truth drift
truth_drift_runtime,122,0.844693,STABLE,0.723967,0.935177,0.789057,1.0,0,
truth_drift_runtime,123,0.841954,WATCH,0.71953,0.928327,0.786576,1.0,0,truth drift
truth_drift_runtime,124,0.846696,STABLE,0.720672,0.927493,0.790279,1.0,0,
truth_drift_runtime,125,0.858936,STABLE,0.731614,0.936558,0.802685,1.0,0,
truth_drift_runtime,126,0.878681,STABLE,0.750681,0.953314,0.822748,1.0,0,
truth_drift_runtime,127,0.891494,STABLE,0.76375,0.96323,0.83618,1.0,0,
truth_drift_runtime,128,0.874368,STABLE,0.747452,0.943332,0.819841,1.0,0,
truth_drift_runtime,129,0.884466,STABLE,0.757567,0.951022,0.83033,1.0,0,
truth_drift_runtime,130,0.891497,STABLE,0.765076,0.955759,0.837892,1.0,0,
truth_drift_runtime,131,0.901438,STABLE,0.775792,0.963526,0.848446,1.0,0,
truth_drift_runtime,132,0.922686,STABLE,0.798232,0.982679,0.870443,1.0,0,
truth_drift_runtime,133,0.905603,STABLE,0.783249,0.963467,0.854457,1.0,0,
truth_drift_runtime,134,0.90453,STABLE,0.783407,0.960551,0.854086,1.0,0,
truth_drift_runtime,135,0.915376,STABLE,0.795381,0.969695,0.865566,1.0,0,
truth_drift_runtime,136,0.903722,STABLE,0.785294,0.956364,0.85471,1.0,0,
truth_drift_runtime,137,0.923525,STABLE,0.806066,0.974702,0.875037,1.0,0,
truth_drift_runtime,138,0.930817,STABLE,0.815179,0.98046,0.883199,1.0,0,
truth_drift_runtime,139,0.942388,STABLE,0.82882,0.990528,0.89573,1.0,0,
truth_drift_runtime,140,0.938974,STABLE,0.827904,0.985595,0.893442,1.0,0,
truth_drift_runtime,141,0.949701,STABLE,0.84086,0.994914,0.905168,1.0,0,
truth_drift_runtime,142,0.959078,STABLE,0.856001,1.0,0.917478,1.0,0,
truth_drift_runtime,143,0.961696,STABLE,0.862362,1.0,0.921758,1.0,0,
truth_drift_runtime,144,0.964085,STABLE,0.868559,1.0,0.925792,1.0,0,
truth_drift_runtime,145,0.966271,STABLE,0.874943,1.0,0.929738,1.0,0,
truth_drift_runtime,146,0.958598,STABLE,0.869811,0.991367,0.923084,1.0,0,
truth_drift_runtime,147,0.958688,STABLE,0.871981,0.990599,0.924004,1.0,0,
truth_drift_runtime,148,0.958756,STABLE,0.874041,0.989845,0.924866,1.0,0,
truth_drift_runtime,149,0.96421,STABLE,0.881401,0.994512,0.93108,1.0,0,
truth_drift_runtime,150,0.802733,CONSTRAIN,0.693854,0.979306,0.733188,0.82,2,truth drift
truth_drift_runtime,151,0.838574,WATCH,0.701176,0.979752,0.766097,0.82,2,truth drift
truth_drift_runtime,152,0.865042,STABLE,0.724358,0.996227,0.793542,0.82,2,
truth_drift_runtime,153,0.865272,STABLE,0.72464,0.989101,0.795757,0.82,2,
truth_drift_runtime,154,0.864678,STABLE,0.724128,0.981772,0.796896,0.82,2,
truth_drift_runtime,155,0.874356,STABLE,0.733875,0.98529,0.808072,0.82,2,
truth_drift_runtime,156,0.889728,STABLE,0.74977,0.99494,0.824912,0.82,2,
truth_drift_runtime,157,0.895635,STABLE,0.756891,0.995469,0.832383,0.82,2,
truth_drift_runtime,158,0.912456,STABLE,0.776988,1.0,0.852447,0.82,2,
truth_drift_runtime,159,0.923439,STABLE,0.7918,1.0,0.866431,0.82,2,
truth_drift_runtime,160,0.933521,STABLE,0.806048,1.0,0.87931,0.82,2,
truth_drift_runtime,161,0.94062,STABLE,0.81702,1.0,0.88866,0.82,2,
truth_drift_runtime,162,0.956526,STABLE,0.84542,1.0,0.911727,0.82,2,
truth_drift_runtime,163,0.955805,STABLE,0.847696,0.997948,0.912244,0.82,2,
truth_drift_runtime,164,0.937205,STABLE,0.831926,0.978081,0.894808,0.82,2,
truth_drift_runtime,165,0.956095,STABLE,0.852674,0.995921,0.914457,0.82,2,
truth_drift_runtime,166,0.953009,STABLE,0.852222,0.991679,0.912452,0.82,2,
truth_drift_runtime,167,0.955851,STABLE,0.857439,0.99344,0.916264,0.82,2,
truth_drift_runtime,168,0.966371,STABLE,0.874526,1.0,0.92966,0.82,2,
truth_drift_runtime,169,0.951295,STABLE,0.862017,0.983977,0.915611,0.82,2,
truth_drift_runtime,170,0.940874,STABLE,0.853364,0.972775,0.90589,0.82,2,
truth_drift_runtime,171,0.927748,STABLE,0.841457,0.958994,0.893239,0.82,2,
truth_drift_runtime,172,0.923674,STABLE,0.837955,0.954416,0.889374,0.82,2,
truth_drift_runtime,173,0.932242,STABLE,0.846888,0.96255,0.898065,0.82,2,
truth_drift_runtime,174,0.94103,STABLE,0.856417,0.970863,0.907132,0.82,2,
truth_drift_runtime,175,0.794697,CONSTRAIN,0.690553,0.960185,0.72878,0.6724,4,truth drift
truth_drift_runtime,176,0.809366,CONSTRAIN,0.716116,0.990349,0.740398,0.551368,6,truth drift
truth_drift_runtime,177,0.846408,STABLE,0.724609,0.991684,0.772761,0.551368,6,
truth_drift_runtime,178,0.851083,STABLE,0.727602,0.987648,0.780071,0.551368,6,
truth_drift_runtime,179,0.864668,STABLE,0.739823,0.993255,0.795965,0.551368,6,
truth_drift_runtime,180,0.879468,STABLE,0.754127,1.0,0.813141,0.551368,6,
truth_drift_runtime,181,0.887401,STABLE,0.762394,1.0,0.823488,0.551368,6,
truth_drift_runtime,182,0.899729,STABLE,0.776649,1.0,0.839437,0.551368,6,
truth_drift_runtime,183,0.906882,STABLE,0.785195,1.0,0.848813,0.551368,6,
truth_drift_runtime,184,0.915924,STABLE,0.79651,1.0,0.860544,0.551368,6,
truth_drift_runtime,185,0.913035,STABLE,0.795161,0.992953,0.859181,0.551368,6,
truth_drift_runtime,186,0.915632,STABLE,0.7991,0.991735,0.86311,0.551368,6,
truth_drift_runtime,187,0.921822,STABLE,0.806693,0.99438,0.870554,0.551368,6,
truth_drift_runtime,188,0.933197,STABLE,0.820311,1.0,0.883711,0.551368,6,
truth_drift_runtime,189,0.932245,STABLE,0.821405,0.996063,0.884075,0.551368,6,
truth_drift_runtime,190,0.94022,STABLE,0.831617,1.0,0.893506,0.551368,6,
truth_drift_runtime,191,0.940102,STABLE,0.833674,0.997342,0.894629,0.551368,6,
truth_drift_runtime,192,0.941514,STABLE,0.837155,0.996384,0.897193,0.551368,6,
truth_drift_runtime,193,0.951297,STABLE,0.85001,1.0,0.908799,0.551368,6,
truth_drift_runtime,194,0.933212,STABLE,0.834279,0.980069,0.891877,0.551368,6,
truth_drift_runtime,195,0.923462,STABLE,0.825955,0.968739,0.882873,0.551368,6,
truth_drift_runtime,196,0.912593,STABLE,0.816006,0.956481,0.872518,0.551368,6,
truth_drift_runtime,197,0.894022,STABLE,0.797822,0.936713,0.854218,0.551368,6,
truth_drift_runtime,198,0.893371,STABLE,0.7967,0.93512,0.85346,0.551368,6,
truth_drift_runtime,199,0.907034,STABLE,0.809887,0.947934,0.867002,0.551368,6,
constraint_drift_runtime,0,0.997151,STABLE,0.997151,0.997151,0.997151,1.0,0,
constraint_drift_runtime,1,0.999337,STABLE,0.999363,0.999209,0.99928,1.0,0,
constraint_drift_runtime,2,1.0,STABLE,1.0,1.0,1.0,1.0,0,
constraint_drift_runtime,3,1.0,STABLE,1.0,1.0,1.0,1.0,0,
constraint_drift_runtime,4,0.999309,STABLE,0.999309,0.999309,0.999309,1.0,0,
constraint_drift_runtime,5,1.0,STABLE,1.0,1.0,1.0,1.0,0,
constraint_drift_runtime,6,1.0,STABLE,1.0,1.0,1.0,1.0,0,
constraint_drift_runtime,7,0.991626,STABLE,0.991626,0.991626,0.991626,1.0,0,
constraint_drift_runtime,8,0.986294,STABLE,0.986369,0.985916,0.986126,1.0,0,
constraint_drift_runtime,9,0.972485,STABLE,0.972681,0.971505,0.972049,1.0,0,
constraint_drift_runtime,10,0.965598,STABLE,0.96604,0.963422,0.964633,1.0,0,
constraint_drift_runtime,11,0.964494,STABLE,0.965244,0.960866,0.962892,1.0,0,
constraint_drift_runtime,12,0.975061,STABLE,0.97613,0.969998,0.972836,1.0,0,
constraint_drift_runtime,13,0.994,STABLE,0.995295,0.988045,0.9914,1.0,0,
constraint_drift_runtime,14,0.980509,STABLE,0.981859,0.974558,0.977935,1.0,0,
constraint_drift_runtime,15,0.985755,STABLE,0.987275,0.979199,0.982933,1.0,0,
constraint_drift_runtime,16,0.976274,STABLE,0.977913,0.969376,0.97332,1.0,0,
constraint_drift_runtime,17,0.982633,STABLE,0.984471,0.97498,0.979364,1.0,0,
constraint_drift_runtime,18,0.982455,STABLE,0.984434,0.97437,0.979015,1.0,0,
constraint_drift_runtime,19,0.965285,STABLE,0.967401,0.956779,0.961679,1.0,0,
constraint_drift_runtime,20,0.892749,STABLE,0.939168,0.852515,0.870322,1.0,0,
constraint_drift_runtime,21,0.894726,STABLE,0.938817,0.851306,0.872135,1.0,0,
constraint_drift_runtime,22,0.891114,STABLE,0.933137,0.844772,0.868219,1.0,0,
constraint_drift_runtime,23,0.891849,STABLE,0.932077,0.842575,0.868464,1.0,0,
constraint_drift_runtime,24,0.90328,STABLE,0.941925,0.851262,0.879329,1.0,0,
constraint_drift_runtime,25,0.907636,STABLE,0.944795,0.853534,0.883263,1.0,0,
constraint_drift_runtime,26,0.916804,STABLE,0.952609,0.860922,0.892049,1.0,0,
constraint_drift_runtime,27,0.925592,STABLE,0.960114,0.868435,0.900597,1.0,0,
constraint_drift_runtime,28,0.943295,STABLE,0.976591,0.885326,0.918203,1.0,0,
constraint_drift_runtime,29,0.943046,STABLE,0.975083,0.885109,0.918169,1.0,0,
constraint_drift_runtime,30,0.931473,STABLE,0.962357,0.873557,0.90678,1.0,0,
constraint_drift_runtime,31,0.946188,STABLE,0.976116,0.88777,0.921436,1.0,0,
constraint_drift_runtime,32,0.945826,STABLE,0.97476,0.887597,0.921284,1.0,0,
constraint_drift_runtime,33,0.959953,STABLE,0.987976,0.901891,0.935593,1.0,0,
constraint_drift_runtime,34,0.965735,STABLE,0.992795,0.908471,0.941809,1.0,0,
constraint_drift_runtime,35,0.965961,STABLE,0.992075,0.909723,0.942552,1.0,0,
constraint_drift_runtime,36,0.970989,STABLE,0.996212,0.915738,0.948067,1.0,0,
constraint_drift_runtime,37,0.983329,STABLE,1.0,0.937608,0.96506,1.0,0,
constraint_drift_runtime,38,0.989345,STABLE,1.0,0.960125,0.97767,1.0,0,
constraint_drift_runtime,39,0.989829,STABLE,1.0,0.961935,0.978684,1.0,0,
constraint_drift_runtime,40,0.990542,STABLE,1.0,0.964603,0.980178,1.0,0,
constraint_drift_runtime,41,0.993682,STABLE,1.0,0.976356,0.986759,1.0,0,
constraint_drift_runtime,42,0.985403,STABLE,0.991543,0.968562,0.978674,1.0,0,
constraint_drift_runtime,43,0.989526,STABLE,0.995568,0.972773,0.982828,1.0,0,
constraint_drift_runtime,44,0.989757,STABLE,0.995672,0.973276,0.983166,1.0,0,
constraint_drift_runtime,45,0.886824,STABLE,0.953386,0.82846,0.854963,1.0,0,
constraint_drift_runtime,46,0.878425,STABLE,0.941313,0.817368,0.846885,1.0,0,
constraint_drift_runtime,47,0.865733,STABLE,0.925395,0.801751,0.834187,1.0,0,
constraint_drift_runtime,48,0.863452,STABLE,0.920339,0.796129,0.83153,1.0,0,
constraint_drift_runtime,49,0.86784,STABLE,0.922284,0.79725,0.835372,1.0,0,
constraint_drift_runtime,50,0.87348,STABLE,0.925725,0.799995,0.840448,1.0,0,
constraint_drift_runtime,51,0.90094,STABLE,0.951188,0.824968,0.867382,1.0,0,
constraint_drift_runtime,52,0.918015,STABLE,0.96625,0.840929,0.884386,1.0,0,
constraint_drift_runtime,53,0.913127,STABLE,0.959397,0.835762,0.879704,1.0,0,
constraint_drift_runtime,54,0.921685,STABLE,0.966204,0.843837,0.888337,1.0,0,
constraint_drift_runtime,55,0.922053,STABLE,0.964904,0.844139,0.888911,1.0,0,
constraint_drift_runtime,56,0.923616,STABLE,0.964938,0.84566,0.890656,1.0,0,
constraint_drift_runtime,57,0.929757,STABLE,0.969667,0.851834,0.896983,1.0,0,
constraint_drift_runtime,58,0.939783,STABLE,0.978346,0.862175,0.907288,1.0,0,
constraint_drift_runtime,59,0.939494,STABLE,0.976729,0.862641,0.907442,1.0,0,
constraint_drift_runtime,60,0.953269,STABLE,0.989275,0.877126,0.921624,1.0,0,
constraint_drift_runtime,61,0.943987,STABLE,0.978736,0.869147,0.912983,1.0,0,
constraint_drift_runtime,62,0.946891,STABLE,0.980543,0.872874,0.916313,1.0,0,
constraint_drift_runtime,63,0.972181,STABLE,1.0,0.90241,0.943986,1.0,0,
constraint_drift_runtime,64,0.974338,STABLE,1.0,0.907374,0.947415,1.0,0,
constraint_drift_runtime,65,0.979773,STABLE,1.0,0.924299,0.957608,1.0,0,
constraint_drift_runtime,66,0.980584,STABLE,1.0,0.927334,0.959307,1.0,0,
constraint_drift_runtime,67,0.982679,STABLE,1.0,0.935177,0.963699,1.0,0,
constraint_drift_runtime,68,0.982596,STABLE,0.999432,0.936424,0.964148,1.0,0,
constraint_drift_runtime,69,0.981405,STABLE,0.997775,0.9365,0.963463,1.0,0,
constraint_drift_runtime,70,0.848883,STABLE,0.952585,0.743881,0.79626,1.0,0,
constraint_drift_runtime,71,0.849917,STABLE,0.947958,0.742537,0.797966,1.0,0,
constraint_drift_runtime,72,0.865967,STABLE,0.958881,0.756402,0.814484,1.0,0,
constraint_drift_runtime,73,0.884961,STABLE,0.973106,0.774076,0.834034,1.0,0,
constraint_drift_runtime,74,0.895322,STABLE,0.978976,0.784067,0.845128,1.0,0,
constraint_drift_runtime,75,0.898367,STABLE,0.977838,0.787251,0.848964,1.0,0,
constraint_drift_runtime,76,0.908577,STABLE,0.984195,0.797747,0.859915,1.0,0,
constraint_drift_runtime,77,0.910402,STABLE,0.982404,0.800324,0.862569,1.0,0,
constraint_drift_runtime,78,0.924537,STABLE,0.993202,0.81527,0.877483,1.0,0,
constraint_drift_runtime,79,0.909968,STABLE,0.975446,0.802128,0.863875,1.0,0,
constraint_drift_runtime,80,0.911445,STABLE,0.974103,0.804313,0.865973,1.0,0,
constraint_drift_runtime,81,0.896266,STABLE,0.956319,0.789884,0.851385,1.0,0,
constraint_drift_runtime,82,0.887163,STABLE,0.94495,0.780817,0.842543,1.0,0,
constraint_drift_runtime,83,0.907311,STABLE,0.963103,0.800592,0.862746,1.0,0,
constraint_drift_runtime,84,0.92128,STABLE,0.97508,0.815128,0.877125,1.0,0,
constraint_drift_runtime,85,0.918083,STABLE,0.969929,0.813109,0.874566,1.0,0,
constraint_drift_runtime,86,0.907307,STABLE,0.957369,0.803317,0.864326,1.0,0,
constraint_drift_runtime,87,0.882714,STABLE,0.93122,0.779179,0.840032,1.0,0,
constraint_drift_runtime,88,0.884139,STABLE,0.931425,0.779927,0.841266,1.0,0,
constraint_drift_runtime,89,0.915081,STABLE,0.961252,0.810293,0.872046,1.0,0,
constraint_drift_runtime,90,0.923885,STABLE,0.968778,0.819954,0.881278,1.0,0,
constraint_drift_runtime,91,0.922113,STABLE,0.965743,0.819399,0.880075,1.0,0,
constraint_drift_runtime,92,0.930737,STABLE,0.973203,0.829107,0.889204,1.0,0,
constraint_drift_runtime,93,0.918486,STABLE,0.959791,0.818282,0.877594,1.0,0,
constraint_drift_runtime,94,0.919793,STABLE,0.960114,0.820397,0.879274,1.0,0,
constraint_drift_runtime,95,0.803356,CONSTRAIN,0.959145,0.701048,0.73438,0.82,2,constraint erosion
constraint_drift_runtime,96,0.84898,WATCH,0.970403,0.717327,0.781884,0.82,2,constraint erosion
constraint_drift_runtime,97,0.863283,STABLE,0.976276,0.728688,0.796594,0.82,2,
constraint_drift_runtime,98,0.877782,STABLE,0.984905,0.742968,0.812625,0.82,2,
constraint_drift_runtime,99,0.87763,STABLE,0.979259,0.743282,0.814048,0.82,2,
constraint_drift_runtime,100,0.89335,STABLE,0.989938,0.759448,0.831151,0.82,2,
constraint_drift_runtime,101,0.913805,STABLE,1.0,0.782473,0.854449,0.82,2,
constraint_drift_runtime,102,0.908209,STABLE,0.990299,0.778862,0.850449,0.82,2,
constraint_drift_runtime,103,0.90388,STABLE,0.982217,0.776177,0.847477,0.82,2,
constraint_drift_runtime,104,0.92213,STABLE,0.997033,0.795802,0.866885,0.82,2,
constraint_drift_runtime,105,0.923791,STABLE,0.995363,0.799606,0.869942,0.82,2,
constraint_drift_runtime,106,0.939301,STABLE,1.0,0.819255,0.88829,0.82,2,
constraint_drift_runtime,107,0.937277,STABLE,0.995575,0.819891,0.887667,0.82,2,
constraint_drift_runtime,108,0.950545,STABLE,1.0,0.839484,0.90471,0.82,2,
constraint_drift_runtime,109,0.953051,STABLE,1.0,0.845293,0.908805,0.82,2,
constraint_drift_runtime,110,0.956167,STABLE,1.0,0.852207,0.913768,0.82,2,
constraint_drift_runtime,111,0.965554,STABLE,1.0,0.871993,0.928139,0.82,2,
constraint_drift_runtime,112,0.962913,STABLE,0.996382,0.871959,0.926543,0.82,2,
constraint_drift_runtime,113,0.954716,STABLE,0.987268,0.866133,0.919293,0.82,2,
constraint_drift_runtime,114,0.952085,STABLE,0.983826,0.865396,0.917415,0.82,2,
constraint_drift_runtime,115,0.958686,STABLE,0.989676,0.873688,0.924686,0.82,2,
constraint_drift_runtime,116,0.944648,STABLE,0.974865,0.861567,0.911412,0.82,2,
constraint_drift_runtime,117,0.953703,STABLE,0.983301,0.871818,0.920935,0.82,2,
constraint_drift_runtime,118,0.95035,STABLE,0.979282,0.870019,0.918198,0.82,2,
constraint_drift_runtime,119,0.964133,STABLE,0.992459,0.885137,0.932508,0.82,2,
constraint_drift_runtime,120,0.854009,STABLE,0.947678,0.73035,0.798658,0.82,2,
constraint_drift_runtime,121,0.845925,STABLE,0.935103,0.721036,0.790912,0.82,2,
constraint_drift_runtime,122,0.84699,STABLE,0.932163,0.720585,0.792065,0.82,2,
constraint_drift_runtime,123,0.858667,STABLE,0.940202,0.730885,0.80376,0.82,2,
constraint_drift_runtime,124,0.865173,STABLE,0.943313,0.736628,0.810426,0.82,2,
constraint_drift_runtime,125,0.87043,STABLE,0.945428,0.741469,0.815904,0.82,2,
constraint_drift_runtime,126,0.876223,STABLE,0.948311,0.747116,0.821963,0.82,2,
constraint_drift_runtime,127,0.885203,STABLE,0.954583,0.75623,0.831271,0.82,2,
constraint_drift_runtime,128,0.881397,STABLE,0.948222,0.75297,0.827921,0.82,2,
constraint_drift_runtime,129,0.895026,STABLE,0.959536,0.766956,0.841894,0.82,2,
constraint_drift_runtime,130,0.907213,STABLE,0.969481,0.780108,0.854646,0.82,2,
constraint_drift_runtime,131,0.915742,STABLE,0.975834,0.790115,0.863929,0.82,2,
constraint_drift_runtime,132,0.925381,STABLE,0.983381,0.801557,0.874438,0.82,2,
constraint_drift_runtime,133,0.931742,STABLE,0.987708,0.810078,0.881799,0.82,2,
constraint_drift_runtime,134,0.952289,STABLE,1.0,0.835746,0.905031,0.82,2,
constraint_drift_runtime,135,0.952961,STABLE,0.999129,0.839474,0.906992,0.82,2,
constraint_drift_runtime,136,0.951436,STABLE,0.99613,0.840898,0.906706,0.82,2,
constraint_drift_runtime,137,0.945609,STABLE,0.988912,0.837818,0.902029,0.82,2,
constraint_drift_runtime,138,0.937469,STABLE,0.979498,0.832036,0.894872,0.82,2,
constraint_drift_runtime,139,0.927844,STABLE,0.968735,0.824295,0.886029,0.82,2,
constraint_drift_runtime,140,0.922512,STABLE,0.962411,0.820326,0.88126,0.82,2,
constraint_drift_runtime,141,0.925773,STABLE,0.964786,0.82465,0.884958,0.82,2,
constraint_drift_runtime,142,0.93286,STABLE,0.971017,0.832903,0.892523,0.82,2,
constraint_drift_runtime,143,0.936615,STABLE,0.973905,0.838093,0.896867,0.82,2,
constraint_drift_runtime,144,0.931951,STABLE,0.968389,0.834971,0.892837,0.82,2,
constraint_drift_runtime,145,0.944311,STABLE,0.979983,0.848594,0.905713,0.82,2,
constraint_drift_runtime,146,0.954178,STABLE,0.989019,0.860227,0.916306,0.82,2,
constraint_drift_runtime,147,0.954361,STABLE,0.988323,0.862545,0.917368,0.82,2,
constraint_drift_runtime,148,0.949634,STABLE,0.982751,0.859864,0.913482,0.82,2,
constraint_drift_runtime,149,0.957303,STABLE,0.98965,0.869272,0.921861,0.82,2,
constraint_drift_runtime,150,0.86126,STABLE,0.945839,0.737738,0.807405,0.82,2,
constraint_drift_runtime,151,0.868786,STABLE,0.9496,0.744401,0.815168,0.82,2,
constraint_drift_runtime,152,0.879024,STABLE,0.956353,0.754179,0.825704,0.82,2,
constraint_drift_runtime,153,0.87687,STABLE,0.950935,0.752065,0.823967,0.82,2,
constraint_drift_runtime,154,0.885757,STABLE,0.956857,0.760905,0.833173,0.82,2,
constraint_drift_runtime,155,0.877532,STABLE,0.945847,0.753052,0.825384,0.82,2,
constraint_drift_runtime,156,0.897818,STABLE,0.963649,0.773328,0.845908,0.82,2,
constraint_drift_runtime,157,0.915725,STABLE,0.979109,0.792154,0.864395,0.82,2,
constraint_drift_runtime,158,0.917322,STABLE,0.978297,0.795449,0.866864,0.82,2,
constraint_drift_runtime,159,0.924988,STABLE,0.983711,0.804811,0.875377,0.82,2,
constraint_drift_runtime,160,0.904383,STABLE,0.960948,0.786177,0.855713,0.82,2,
constraint_drift_runtime,161,0.897855,STABLE,0.952587,0.7806,0.849686,0.82,2,
constraint_drift_runtime,162,0.900445,STABLE,0.953537,0.783806,0.852621,0.82,2,
constraint_drift_runtime,163,0.895066,STABLE,0.946625,0.779138,0.847614,0.82,2,
constraint_drift_runtime,164,0.907956,STABLE,0.958146,0.792466,0.860749,0.82,2,
constraint_drift_runtime,165,0.932734,STABLE,0.981551,0.81825,0.886001,0.82,2,
constraint_drift_runtime,166,0.923971,STABLE,0.971298,0.811573,0.878156,0.82,2,
constraint_drift_runtime,167,0.919277,STABLE,0.965277,0.808474,0.874166,0.82,2,
constraint_drift_runtime,168,0.925683,STABLE,0.970478,0.816191,0.881151,0.82,2,
constraint_drift_runtime,169,0.945397,STABLE,0.98901,0.837449,0.901535,0.82,2,
constraint_drift_runtime,170,0.935356,STABLE,0.977688,0.829777,0.892506,0.82,2,
constraint_drift_runtime,171,0.940807,STABLE,0.982008,0.837033,0.898727,0.82,2,
constraint_drift_runtime,172,0.960293,STABLE,1.0,0.85981,0.919775,0.82,2,
constraint_drift_runtime,173,0.945008,STABLE,0.983482,0.847217,0.905601,0.82,2,
constraint_drift_runtime,174,0.934597,STABLE,0.972026,0.838684,0.89596,0.82,2,
constraint_drift_runtime,175,0.797873,CONSTRAIN,0.960331,0.692864,0.727225,0.6724,4,constraint erosion
constraint_drift_runtime,176,0.844121,WATCH,0.97171,0.70959,0.775442,0.6724,4,constraint erosion
constraint_drift_runtime,177,0.857754,STABLE,0.976447,0.720138,0.789608,0.6724,4,
constraint_drift_runtime,178,0.848206,WATCH,0.960628,0.710225,0.781588,0.6724,4,constraint erosion
constraint_drift_runtime,179,0.864114,STABLE,0.969011,0.723492,0.797504,0.6724,4,
constraint_drift_runtime,180,0.865954,STABLE,0.965777,0.725459,0.800662,0.6724,4,
constraint_drift_runtime,181,0.886173,STABLE,0.981327,0.745891,0.822062,0.6724,4,
constraint_drift_runtime,182,0.885884,STABLE,0.976583,0.74673,0.823172,0.6724,4,
constraint_drift_runtime,183,0.88554,STABLE,0.972137,0.747456,0.82408,0.6724,4,
constraint_drift_runtime,184,0.897013,STABLE,0.979833,0.759938,0.836673,0.6724,4,
constraint_drift_runtime,185,0.909876,STABLE,0.989116,0.774289,0.850759,0.6724,4,
constraint_drift_runtime,186,0.918671,STABLE,0.994489,0.78509,0.860909,0.6724,4,
constraint_drift_runtime,187,0.905518,STABLE,0.978085,0.774251,0.84917,0.6724,4,
constraint_drift_runtime,188,0.915605,STABLE,0.985263,0.785953,0.860322,0.6724,4,
constraint_drift_runtime,189,0.909255,STABLE,0.976128,0.781603,0.855145,0.6724,4,
constraint_drift_runtime,190,0.916101,STABLE,0.980438,0.790071,0.862961,0.6724,4,
constraint_drift_runtime,191,0.905881,STABLE,0.967805,0.781712,0.853772,0.6724,4,
constraint_drift_runtime,192,0.915143,STABLE,0.974908,0.792287,0.863801,0.6724,4,
constraint_drift_runtime,193,0.911218,STABLE,0.9689,0.790037,0.860766,0.6724,4,
constraint_drift_runtime,194,0.902848,STABLE,0.958624,0.783089,0.853154,0.6724,4,
constraint_drift_runtime,195,0.91508,STABLE,0.969155,0.796301,0.865936,0.6724,4,
constraint_drift_runtime,196,0.921709,STABLE,0.9741,0.804421,0.873311,0.6724,4,
constraint_drift_runtime,197,0.919322,STABLE,0.970084,0.803758,0.87175,0.6724,4,
constraint_drift_runtime,198,0.93779,STABLE,0.987049,0.823764,0.890952,0.6724,4,
constraint_drift_runtime,199,0.936013,STABLE,0.983705,0.824292,0.890219,0.6724,4,
collapse_prone_runtime,0,1.0,STABLE,1.0,1.0,1.0,1.0,0,
collapse_prone_runtime,1,1.0,STABLE,1.0,1.0,1.0,1.0,0,
collapse_prone_runtime,2,0.993803,STABLE,0.993803,0.993803,0.993803,1.0,0,
collapse_prone_runtime,3,0.998777,STABLE,0.998763,0.998763,0.99875,1.0,0,
collapse_prone_runtime,4,0.993494,STABLE,0.993478,0.993478,0.993464,1.0,0,
collapse_prone_runtime,5,0.989653,STABLE,0.989622,0.989622,0.989596,1.0,0,
collapse_prone_runtime,6,1.0,STABLE,1.0,1.0,1.0,1.0,0,
collapse_prone_runtime,7,0.989594,STABLE,0.989594,0.989594,0.989594,1.0,0,
collapse_prone_runtime,8,0.965907,STABLE,0.965883,0.965883,0.965862,1.0,0,
collapse_prone_runtime,9,0.983459,STABLE,0.983357,0.983357,0.98327,1.0,0,
collapse_prone_runtime,10,1.0,STABLE,1.0,1.0,1.0,1.0,0,
collapse_prone_runtime,11,0.995947,STABLE,0.995947,0.995947,0.995947,1.0,0,
collapse_prone_runtime,12,0.97675,STABLE,0.976741,0.976741,0.976733,1.0,0,
collapse_prone_runtime,13,0.97463,STABLE,0.974567,0.974567,0.974513,1.0,0,
collapse_prone_runtime,14,0.972841,STABLE,0.972722,0.972722,0.972621,1.0,0,
collapse_prone_runtime,15,0.97209,STABLE,0.971914,0.971914,0.971764,1.0,0,
collapse_prone_runtime,16,0.962136,STABLE,0.961903,0.961903,0.961706,1.0,0,
collapse_prone_runtime,17,0.969532,STABLE,0.969223,0.969223,0.968961,1.0,0,
collapse_prone_runtime,18,0.976064,STABLE,0.975699,0.975699,0.97539,1.0,0,
collapse_prone_runtime,19,0.962129,STABLE,0.961727,0.961727,0.961386,1.0,0,
collapse_prone_runtime,20,0.830506,STABLE,0.817204,0.817204,0.819624,1.0,0,
collapse_prone_runtime,21,0.839363,STABLE,0.826235,0.826235,0.828414,1.0,0,
collapse_prone_runtime,22,0.842749,STABLE,0.829812,0.829812,0.831755,1.0,0,
collapse_prone_runtime,23,0.847941,STABLE,0.8352,0.8352,0.836909,1.0,0,
collapse_prone_runtime,24,0.860484,STABLE,0.847944,0.847944,0.849426,1.0,0,
collapse_prone_runtime,25,0.849034,STABLE,0.83672,0.83672,0.837992,1.0,0,
collapse_prone_runtime,26,0.857018,STABLE,0.844895,0.844895,0.845943,1.0,0,
collapse_prone_runtime,27,0.859114,STABLE,0.847195,0.847195,0.848033,1.0,0,
collapse_prone_runtime,28,0.883503,STABLE,0.871785,0.871785,0.872419,1.0,0,
