alpha,noise_level,slowing_strength,seed,warning,lead_time,verdict
0.75,0.2,0.002,95,520,280,EARLY_WARNING
0.75,0.2,0.002,96,540,260,EARLY_WARNING
0.75,0.2,0.002,97,540,260,EARLY_WARNING
0.75,0.2,0.002,98,560,240,EARLY_WARNING
0.75,0.2,0.002,99,540,260,EARLY_WARNING
0.75,0.2,0.002,100,540,260,EARLY_WARNING
0.75,0.35,0.0005,1,820,-20,MISS
0.75,0.35,0.0005,2,820,-20,MISS
0.75,0.35,0.0005,3,820,-20,MISS
0.75,0.35,0.0005,4,820,-20,MISS
0.75,0.35,0.0005,5,820,-20,MISS
0.75,0.35,0.0005,6,820,-20,MISS
0.75,0.35,0.0005,7,820,-20,MISS
0.75,0.35,0.0005,8,820,-20,MISS
0.75,0.35,0.0005,9,820,-20,MISS
0.75,0.35,0.0005,10,820,-20,MISS
0.75,0.35,0.0005,11,820,-20,MISS
0.75,0.35,0.0005,12,820,-20,MISS
0.75,0.35,0.0005,13,820,-20,MISS
0.75,0.35,0.0005,14,820,-20,MISS
0.75,0.35,0.0005,15,820,-20,MISS
0.75,0.35,0.0005,16,820,-20,MISS
0.75,0.35,0.0005,17,820,-20,MISS
0.75,0.35,0.0005,18,820,-20,MISS
0.75,0.35,0.0005,19,820,-20,MISS
0.75,0.35,0.0005,20,820,-20,MISS
0.75,0.35,0.0005,21,820,-20,MISS
0.75,0.35,0.0005,22,820,-20,MISS
0.75,0.35,0.0005,23,820,-20,MISS
0.75,0.35,0.0005,24,820,-20,MISS
0.75,0.35,0.0005,25,820,-20,MISS
0.75,0.35,0.0005,26,820,-20,MISS
0.75,0.35,0.0005,27,820,-20,MISS
0.75,0.35,0.0005,28,820,-20,MISS
0.75,0.35,0.0005,29,820,-20,MISS
0.75,0.35,0.0005,30,820,-20,MISS
0.75,0.35,0.0005,31,820,-20,MISS
0.75,0.35,0.0005,32,820,-20,MISS
0.75,0.35,0.0005,33,820,-20,MISS
0.75,0.35,0.0005,34,820,-20,MISS
0.75,0.35,0.0005,35,820,-20,MISS
0.75,0.35,0.0005,36,820,-20,MISS
0.75,0.35,0.0005,37,820,-20,MISS
0.75,0.35,0.0005,38,820,-20,MISS
0.75,0.35,0.0005,39,820,-20,MISS
0.75,0.35,0.0005,40,820,-20,MISS
0.75,0.35,0.0005,41,820,-20,MISS
0.75,0.35,0.0005,42,820,-20,MISS
0.75,0.35,0.0005,43,820,-20,MISS
0.75,0.35,0.0005,44,820,-20,MISS
0.75,0.35,0.0005,45,820,-20,MISS
0.75,0.35,0.0005,46,820,-20,MISS
0.75,0.35,0.0005,47,820,-20,MISS
0.75,0.35,0.0005,48,820,-20,MISS
0.75,0.35,0.0005,49,820,-20,MISS
0.75,0.35,0.0005,50,820,-20,MISS
0.75,0.35,0.0005,51,820,-20,MISS
0.75,0.35,0.0005,52,820,-20,MISS
0.75,0.35,0.0005,53,820,-20,MISS
0.75,0.35,0.0005,54,820,-20,MISS
0.75,0.35,0.0005,55,820,-20,MISS
0.75,0.35,0.0005,56,820,-20,MISS
0.75,0.35,0.0005,57,820,-20,MISS
0.75,0.35,0.0005,58,820,-20,MISS
0.75,0.35,0.0005,59,820,-20,MISS
0.75,0.35,0.0005,60,820,-20,MISS
0.75,0.35,0.0005,61,820,-20,MISS
0.75,0.35,0.0005,62,820,-20,MISS
0.75,0.35,0.0005,63,820,-20,MISS
0.75,0.35,0.0005,64,820,-20,MISS
0.75,0.35,0.0005,65,820,-20,MISS
0.75,0.35,0.0005,66,820,-20,MISS
0.75,0.35,0.0005,67,820,-20,MISS
0.75,0.35,0.0005,68,820,-20,MISS
0.75,0.35,0.0005,69,820,-20,MISS
0.75,0.35,0.0005,70,820,-20,MISS
0.75,0.35,0.0005,71,820,-20,MISS
0.75,0.35,0.0005,72,820,-20,MISS
0.75,0.35,0.0005,73,820,-20,MISS
0.75,0.35,0.0005,74,820,-20,MISS
0.75,0.35,0.0005,75,820,-20,MISS
0.75,0.35,0.0005,76,820,-20,MISS
0.75,0.35,0.0005,77,820,-20,MISS
0.75,0.35,0.0005,78,820,-20,MISS
0.75,0.35,0.0005,79,820,-20,MISS
0.75,0.35,0.0005,80,840,-40,MISS
0.75,0.35,0.0005,81,820,-20,MISS
0.75,0.35,0.0005,82,820,-20,MISS
0.75,0.35,0.0005,83,820,-20,MISS
0.75,0.35,0.0005,84,820,-20,MISS
0.75,0.35,0.0005,85,820,-20,MISS
0.75,0.35,0.0005,86,820,-20,MISS
0.75,0.35,0.0005,87,800,0,MISS
0.75,0.35,0.0005,88,820,-20,MISS
0.75,0.35,0.0005,89,820,-20,MISS
0.75,0.35,0.0005,90,820,-20,MISS
0.75,0.35,0.0005,91,820,-20,MISS
0.75,0.35,0.0005,92,820,-20,MISS
0.75,0.35,0.0005,93,820,-20,MISS
0.75,0.35,0.0005,94,820,-20,MISS
0.75,0.35,0.0005,95,820,-20,MISS
0.75,0.35,0.0005,96,820,-20,MISS
0.75,0.35,0.0005,97,820,-20,MISS
0.75,0.35,0.0005,98,820,-20,MISS
0.75,0.35,0.0005,99,820,-20,MISS
0.75,0.35,0.0005,100,820,-20,MISS
0.75,0.35,0.001,1,760,40,EARLY_WARNING
0.75,0.35,0.001,2,740,60,EARLY_WARNING
0.75,0.35,0.001,3,760,40,EARLY_WARNING
0.75,0.35,0.001,4,720,80,EARLY_WARNING
0.75,0.35,0.001,5,740,60,EARLY_WARNING
0.75,0.35,0.001,6,700,100,EARLY_WARNING
0.75,0.35,0.001,7,740,60,EARLY_WARNING
0.75,0.35,0.001,8,780,20,EARLY_WARNING
0.75,0.35,0.001,9,720,80,EARLY_WARNING
0.75,0.35,0.001,10,800,0,MISS
0.75,0.35,0.001,11,720,80,EARLY_WARNING
0.75,0.35,0.001,12,720,80,EARLY_WARNING
0.75,0.35,0.001,13,740,60,EARLY_WARNING
0.75,0.35,0.001,14,720,80,EARLY_WARNING
0.75,0.35,0.001,15,760,40,EARLY_WARNING
0.75,0.35,0.001,16,760,40,EARLY_WARNING
0.75,0.35,0.001,17,740,60,EARLY_WARNING
0.75,0.35,0.001,18,760,40,EARLY_WARNING
0.75,0.35,0.001,19,780,20,EARLY_WARNING
0.75,0.35,0.001,20,740,60,EARLY_WARNING
0.75,0.35,0.001,21,720,80,EARLY_WARNING
0.75,0.35,0.001,22,760,40,EARLY_WARNING
0.75,0.35,0.001,23,720,80,EARLY_WARNING
0.75,0.35,0.001,24,760,40,EARLY_WARNING
0.75,0.35,0.001,25,780,20,EARLY_WARNING
0.75,0.35,0.001,26,740,60,EARLY_WARNING
0.75,0.35,0.001,27,680,120,EARLY_WARNING
0.75,0.35,0.001,28,760,40,EARLY_WARNING
0.75,0.35,0.001,29,760,40,EARLY_WARNING
0.75,0.35,0.001,30,720,80,EARLY_WARNING
0.75,0.35,0.001,31,780,20,EARLY_WARNING
0.75,0.35,0.001,32,720,80,EARLY_WARNING
0.75,0.35,0.001,33,740,60,EARLY_WARNING
0.75,0.35,0.001,34,740,60,EARLY_WARNING
0.75,0.35,0.001,35,740,60,EARLY_WARNING
0.75,0.35,0.001,36,700,100,EARLY_WARNING
0.75,0.35,0.001,37,760,40,EARLY_WARNING
0.75,0.35,0.001,38,720,80,EARLY_WARNING
0.75,0.35,0.001,39,740,60,EARLY_WARNING
0.75,0.35,0.001,40,740,60,EARLY_WARNING
0.75,0.35,0.001,41,720,80,EARLY_WARNING
0.75,0.35,0.001,42,760,40,EARLY_WARNING
0.75,0.35,0.001,43,740,60,EARLY_WARNING
0.75,0.35,0.001,44,740,60,EARLY_WARNING
0.75,0.35,0.001,45,760,40,EARLY_WARNING
0.75,0.35,0.001,46,760,40,EARLY_WARNING
0.75,0.35,0.001,47,760,40,EARLY_WARNING
0.75,0.35,0.001,48,760,40,EARLY_WARNING
0.75,0.35,0.001,49,720,80,EARLY_WARNING
0.75,0.35,0.001,50,760,40,EARLY_WARNING
0.75,0.35,0.001,51,740,60,EARLY_WARNING
0.75,0.35,0.001,52,720,80,EARLY_WARNING
0.75,0.35,0.001,53,760,40,EARLY_WARNING
0.75,0.35,0.001,54,740,60,EARLY_WARNING
0.75,0.35,0.001,55,720,80,EARLY_WARNING
0.75,0.35,0.001,56,720,80,EARLY_WARNING
0.75,0.35,0.001,57,720,80,EARLY_WARNING
0.75,0.35,0.001,58,740,60,EARLY_WARNING
0.75,0.35,0.001,59,760,40,EARLY_WARNING
0.75,0.35,0.001,60,760,40,EARLY_WARNING
0.75,0.35,0.001,61,720,80,EARLY_WARNING
0.75,0.35,0.001,62,740,60,EARLY_WARNING
0.75,0.35,0.001,63,760,40,EARLY_WARNING
0.75,0.35,0.001,64,720,80,EARLY_WARNING
0.75,0.35,0.001,65,740,60,EARLY_WARNING
0.75,0.35,0.001,66,740,60,EARLY_WARNING
0.75,0.35,0.001,67,720,80,EARLY_WARNING
0.75,0.35,0.001,68,740,60,EARLY_WARNING
0.75,0.35,0.001,69,700,100,EARLY_WARNING
0.75,0.35,0.001,70,720,80,EARLY_WARNING
0.75,0.35,0.001,71,760,40,EARLY_WARNING
0.75,0.35,0.001,72,740,60,EARLY_WARNING
0.75,0.35,0.001,73,740,60,EARLY_WARNING
0.75,0.35,0.001,74,720,80,EARLY_WARNING
0.75,0.35,0.001,75,740,60,EARLY_WARNING
0.75,0.35,0.001,76,740,60,EARLY_WARNING
0.75,0.35,0.001,77,780,20,EARLY_WARNING
0.75,0.35,0.001,78,740,60,EARLY_WARNING
0.75,0.35,0.001,79,720,80,EARLY_WARNING
0.75,0.35,0.001,80,720,80,EARLY_WARNING
0.75,0.35,0.001,81,760,40,EARLY_WARNING
0.75,0.35,0.001,82,740,60,EARLY_WARNING
0.75,0.35,0.001,83,780,20,EARLY_WARNING
0.75,0.35,0.001,84,760,40,EARLY_WARNING
0.75,0.35,0.001,85,720,80,EARLY_WARNING
0.75,0.35,0.001,86,740,60,EARLY_WARNING
0.75,0.35,0.001,87,760,40,EARLY_WARNING
0.75,0.35,0.001,88,700,100,EARLY_WARNING
0.75,0.35,0.001,89,720,80,EARLY_WARNING
0.75,0.35,0.001,90,780,20,EARLY_WARNING
0.75,0.35,0.001,91,700,100,EARLY_WARNING
0.75,0.35,0.001,92,740,60,EARLY_WARNING
0.75,0.35,0.001,93,760,40,EARLY_WARNING
0.75,0.35,0.001,94,740,60,EARLY_WARNING
0.75,0.35,0.001,95,740,60,EARLY_WARNING
0.75,0.35,0.001,96,740,60,EARLY_WARNING
0.75,0.35,0.001,97,760,40,EARLY_WARNING
0.75,0.35,0.001,98,720,80,EARLY_WARNING
0.75,0.35,0.001,99,760,40,EARLY_WARNING
0.75,0.35,0.001,100,740,60,EARLY_WARNING
0.75,0.35,0.0015,1,620,180,EARLY_WARNING
0.75,0.35,0.0015,2,620,180,EARLY_WARNING
0.75,0.35,0.0015,3,600,200,EARLY_WARNING
0.75,0.35,0.0015,4,640,160,EARLY_WARNING
0.75,0.35,0.0015,5,620,180,EARLY_WARNING
0.75,0.35,0.0015,6,600,200,EARLY_WARNING
0.75,0.35,0.0015,7,620,180,EARLY_WARNING
0.75,0.35,0.0015,8,640,160,EARLY_WARNING
0.75,0.35,0.0015,9,600,200,EARLY_WARNING
0.75,0.35,0.0015,10,640,160,EARLY_WARNING
0.75,0.35,0.0015,11,620,180,EARLY_WARNING
0.75,0.35,0.0015,12,600,200,EARLY_WARNING
0.75,0.35,0.0015,13,600,200,EARLY_WARNING
0.75,0.35,0.0015,14,660,140,EARLY_WARNING
0.75,0.35,0.0015,15,600,200,EARLY_WARNING
0.75,0.35,0.0015,16,620,180,EARLY_WARNING
0.75,0.35,0.0015,17,620,180,EARLY_WARNING
0.75,0.35,0.0015,18,640,160,EARLY_WARNING
0.75,0.35,0.0015,19,600,200,EARLY_WARNING
0.75,0.35,0.0015,20,620,180,EARLY_WARNING
0.75,0.35,0.0015,21,600,200,EARLY_WARNING
0.75,0.35,0.0015,22,640,160,EARLY_WARNING
0.75,0.35,0.0015,23,620,180,EARLY_WARNING
0.75,0.35,0.0015,24,600,200,EARLY_WARNING
0.75,0.35,0.0015,25,620,180,EARLY_WARNING
0.75,0.35,0.0015,26,620,180,EARLY_WARNING
0.75,0.35,0.0015,27,620,180,EARLY_WARNING
0.75,0.35,0.0015,28,600,200,EARLY_WARNING
0.75,0.35,0.0015,29,600,200,EARLY_WARNING
0.75,0.35,0.0015,30,640,160,EARLY_WARNING
0.75,0.35,0.0015,31,600,200,EARLY_WARNING
0.75,0.35,0.0015,32,620,180,EARLY_WARNING
0.75,0.35,0.0015,33,640,160,EARLY_WARNING
0.75,0.35,0.0015,34,620,180,EARLY_WARNING
0.75,0.35,0.0015,35,620,180,EARLY_WARNING
0.75,0.35,0.0015,36,620,180,EARLY_WARNING
0.75,0.35,0.0015,37,580,220,EARLY_WARNING
0.75,0.35,0.0015,38,600,200,EARLY_WARNING
0.75,0.35,0.0015,39,560,240,EARLY_WARNING
0.75,0.35,0.0015,40,640,160,EARLY_WARNING
0.75,0.35,0.0015,41,620,180,EARLY_WARNING
0.75,0.35,0.0015,42,620,180,EARLY_WARNING
0.75,0.35,0.0015,43,620,180,EARLY_WARNING
0.75,0.35,0.0015,44,600,200,EARLY_WARNING
0.75,0.35,0.0015,45,600,200,EARLY_WARNING
0.75,0.35,0.0015,46,620,180,EARLY_WARNING
0.75,0.35,0.0015,47,620,180,EARLY_WARNING
0.75,0.35,0.0015,48,600,200,EARLY_WARNING
0.75,0.35,0.0015,49,620,180,EARLY_WARNING
0.75,0.35,0.0015,50,560,240,EARLY_WARNING
0.75,0.35,0.0015,51,620,180,EARLY_WARNING
0.75,0.35,0.0015,52,600,200,EARLY_WARNING
0.75,0.35,0.0015,53,620,180,EARLY_WARNING
0.75,0.35,0.0015,54,580,220,EARLY_WARNING
0.75,0.35,0.0015,55,600,200,EARLY_WARNING
0.75,0.35,0.0015,56,620,180,EARLY_WARNING
0.75,0.35,0.0015,57,620,180,EARLY_WARNING
0.75,0.35,0.0015,58,600,200,EARLY_WARNING
0.75,0.35,0.0015,59,640,160,EARLY_WARNING
0.75,0.35,0.0015,60,640,160,EARLY_WARNING
0.75,0.35,0.0015,61,660,140,EARLY_WARNING
0.75,0.35,0.0015,62,600,200,EARLY_WARNING
0.75,0.35,0.0015,63,640,160,EARLY_WARNING
0.75,0.35,0.0015,64,640,160,EARLY_WARNING
0.75,0.35,0.0015,65,600,200,EARLY_WARNING
0.75,0.35,0.0015,66,600,200,EARLY_WARNING
0.75,0.35,0.0015,67,600,200,EARLY_WARNING
0.75,0.35,0.0015,68,600,200,EARLY_WARNING
0.75,0.35,0.0015,69,640,160,EARLY_WARNING
0.75,0.35,0.0015,70,640,160,EARLY_WARNING
0.75,0.35,0.0015,71,580,220,EARLY_WARNING
0.75,0.35,0.0015,72,580,220,EARLY_WARNING
0.75,0.35,0.0015,73,560,240,EARLY_WARNING
0.75,0.35,0.0015,74,600,200,EARLY_WARNING
0.75,0.35,0.0015,75,620,180,EARLY_WARNING
0.75,0.35,0.0015,76,620,180,EARLY_WARNING
0.75,0.35,0.0015,77,600,200,EARLY_WARNING
0.75,0.35,0.0015,78,620,180,EARLY_WARNING
0.75,0.35,0.0015,79,620,180,EARLY_WARNING
0.75,0.35,0.0015,80,600,200,EARLY_WARNING
0.75,0.35,0.0015,81,620,180,EARLY_WARNING
0.75,0.35,0.0015,82,600,200,EARLY_WARNING
0.75,0.35,0.0015,83,600,200,EARLY_WARNING
0.75,0.35,0.0015,84,640,160,EARLY_WARNING
0.75,0.35,0.0015,85,580,220,EARLY_WARNING
0.75,0.35,0.0015,86,640,160,EARLY_WARNING
0.75,0.35,0.0015,87,600,200,EARLY_WARNING
0.75,0.35,0.0015,88,620,180,EARLY_WARNING
0.75,0.35,0.0015,89,640,160,EARLY_WARNING
0.75,0.35,0.0015,90,620,180,EARLY_WARNING
0.75,0.35,0.0015,91,600,200,EARLY_WARNING
0.75,0.35,0.0015,92,620,180,EARLY_WARNING
0.75,0.35,0.0015,93,620,180,EARLY_WARNING
0.75,0.35,0.0015,94,600,200,EARLY_WARNING
0.75,0.35,0.0015,95,640,160,EARLY_WARNING
0.75,0.35,0.0015,96,620,180,EARLY_WARNING
0.75,0.35,0.0015,97,620,180,EARLY_WARNING
0.75,0.35,0.0015,98,620,180,EARLY_WARNING
0.75,0.35,0.0015,99,640,160,EARLY_WARNING
0.75,0.35,0.0015,100,600,200,EARLY_WARNING
0.75,0.35,0.002,1,560,240,EARLY_WARNING
0.75,0.35,0.002,2,540,260,EARLY_WARNING
0.75,0.35,0.002,3,560,240,EARLY_WARNING
0.75,0.35,0.002,4,560,240,EARLY_WARNING
0.75,0.35,0.002,5,560,240,EARLY_WARNING
0.75,0.35,0.002,6,560,240,EARLY_WARNING
0.75,0.35,0.002,7,580,220,EARLY_WARNING
0.75,0.35,0.002,8,540,260,EARLY_WARNING
0.75,0.35,0.002,9,540,260,EARLY_WARNING
0.75,0.35,0.002,10,540,260,EARLY_WARNING
0.75,0.35,0.002,11,540,260,EARLY_WARNING
0.75,0.35,0.002,12,540,260,EARLY_WARNING
0.75,0.35,0.002,13,540,260,EARLY_WARNING
0.75,0.35,0.002,14,560,240,EARLY_WARNING
0.75,0.35,0.002,15,580,220,EARLY_WARNING
0.75,0.35,0.002,16,560,240,EARLY_WARNING
0.75,0.35,0.002,17,560,240,EARLY_WARNING
0.75,0.35,0.002,18,540,260,EARLY_WARNING
0.75,0.35,0.002,19,580,220,EARLY_WARNING
0.75,0.35,0.002,20,580,220,EARLY_WARNING
0.75,0.35,0.002,21,540,260,EARLY_WARNING
0.75,0.35,0.002,22,560,240,EARLY_WARNING
0.75,0.35,0.002,23,540,260,EARLY_WARNING
0.75,0.35,0.002,24,540,260,EARLY_WARNING
0.75,0.35,0.002,25,520,280,EARLY_WARNING
0.75,0.35,0.002,26,540,260,EARLY_WARNING
0.75,0.35,0.002,27,560,240,EARLY_WARNING
0.75,0.35,0.002,28,560,240,EARLY_WARNING
0.75,0.35,0.002,29,540,260,EARLY_WARNING
0.75,0.35,0.002,30,540,260,EARLY_WARNING
0.75,0.35,0.002,31,540,260,EARLY_WARNING
0.75,0.35,0.002,32,560,240,EARLY_WARNING
0.75,0.35,0.002,33,560,240,EARLY_WARNING
0.75,0.35,0.002,34,560,240,EARLY_WARNING
0.75,0.35,0.002,35,560,240,EARLY_WARNING
0.75,0.35,0.002,36,560,240,EARLY_WARNING
0.75,0.35,0.002,37,540,260,EARLY_WARNING
0.75,0.35,0.002,38,540,260,EARLY_WARNING
0.75,0.35,0.002,39,560,240,EARLY_WARNING
0.75,0.35,0.002,40,560,240,EARLY_WARNING
0.75,0.35,0.002,41,540,260,EARLY_WARNING
0.75,0.35,0.002,42,560,240,EARLY_WARNING
0.75,0.35,0.002,43,560,240,EARLY_WARNING
0.75,0.35,0.002,44,560,240,EARLY_WARNING
0.75,0.35,0.002,45,560,240,EARLY_WARNING
0.75,0.35,0.002,46,540,260,EARLY_WARNING
0.75,0.35,0.002,47,580,220,EARLY_WARNING
0.75,0.35,0.002,48,560,240,EARLY_WARNING
0.75,0.35,0.002,49,540,260,EARLY_WARNING
0.75,0.35,0.002,50,540,260,EARLY_WARNING
0.75,0.35,0.002,51,540,260,EARLY_WARNING
0.75,0.35,0.002,52,540,260,EARLY_WARNING
0.75,0.35,0.002,53,560,240,EARLY_WARNING
0.75,0.35,0.002,54,540,260,EARLY_WARNING
0.75,0.35,0.002,55,540,260,EARLY_WARNING
0.75,0.35,0.002,56,520,280,EARLY_WARNING
0.75,0.35,0.002,57,560,240,EARLY_WARNING
0.75,0.35,0.002,58,580,220,EARLY_WARNING
0.75,0.35,0.002,59,600,200,EARLY_WARNING
0.75,0.35,0.002,60,540,260,EARLY_WARNING
0.75,0.35,0.002,61,540,260,EARLY_WARNING
0.75,0.35,0.002,62,560,240,EARLY_WARNING
0.75,0.35,0.002,63,540,260,EARLY_WARNING
0.75,0.35,0.002,64,560,240,EARLY_WARNING
0.75,0.35,0.002,65,560,240,EARLY_WARNING
0.75,0.35,0.002,66,540,260,EARLY_WARNING
0.75,0.35,0.002,67,540,260,EARLY_WARNING
0.75,0.35,0.002,68,540,260,EARLY_WARNING
0.75,0.35,0.002,69,560,240,EARLY_WARNING
0.75,0.35,0.002,70,520,280,EARLY_WARNING
0.75,0.35,0.002,71,560,240,EARLY_WARNING
0.75,0.35,0.002,72,580,220,EARLY_WARNING
0.75,0.35,0.002,73,540,260,EARLY_WARNING
0.75,0.35,0.002,74,540,260,EARLY_WARNING
0.75,0.35,0.002,75,560,240,EARLY_WARNING
0.75,0.35,0.002,76,540,260,EARLY_WARNING
0.75,0.35,0.002,77,560,240,EARLY_WARNING
0.75,0.35,0.002,78,540,260,EARLY_WARNING
0.75,0.35,0.002,79,560,240,EARLY_WARNING
0.75,0.35,0.002,80,540,260,EARLY_WARNING
0.75,0.35,0.002,81,600,200,EARLY_WARNING
0.75,0.35,0.002,82,540,260,EARLY_WARNING
0.75,0.35,0.002,83,520,280,EARLY_WARNING
0.75,0.35,0.002,84,560,240,EARLY_WARNING
0.75,0.35,0.002,85,520,280,EARLY_WARNING
0.75,0.35,0.002,86,540,260,EARLY_WARNING
0.75,0.35,0.002,87,540,260,EARLY_WARNING
0.75,0.35,0.002,88,560,240,EARLY_WARNING
0.75,0.35,0.002,89,540,260,EARLY_WARNING
0.75,0.35,0.002,90,540,260,EARLY_WARNING
0.75,0.35,0.002,91,560,240,EARLY_WARNING
0.75,0.35,0.002,92,560,240,EARLY_WARNING
0.75,0.35,0.002,93,540,260,EARLY_WARNING
0.75,0.35,0.002,94,540,260,EARLY_WARNING
0.75,0.35,0.002,95,560,240,EARLY_WARNING
0.75,0.35,0.002,96,540,260,EARLY_WARNING
0.75,0.35,0.002,97,560,240,EARLY_WARNING
0.75,0.35,0.002,98,560,240,EARLY_WARNING
0.75,0.35,0.002,99,560,240,EARLY_WARNING
0.75,0.35,0.002,100,540,260,EARLY_WARNING
0.8,0.05,0.0005,1,820,-20,MISS
0.8,0.05,0.0005,2,820,-20,MISS
0.8,0.05,0.0005,3,800,0,MISS
0.8,0.05,0.0005,4,820,-20,MISS
0.8,0.05,0.0005,5,800,0,MISS
0.8,0.05,0.0005,6,800,0,MISS
0.8,0.05,0.0005,7,800,0,MISS
0.8,0.05,0.0005,8,820,-20,MISS
0.8,0.05,0.0005,9,820,-20,MISS
0.8,0.05,0.0005,10,820,-20,MISS
0.8,0.05,0.0005,11,820,-20,MISS
0.8,0.05,0.0005,12,820,-20,MISS
0.8,0.05,0.0005,13,800,0,MISS
0.8,0.05,0.0005,14,820,-20,MISS
0.8,0.05,0.0005,15,820,-20,MISS
0.8,0.05,0.0005,16,820,-20,MISS
0.8,0.05,0.0005,17,800,0,MISS
0.8,0.05,0.0005,18,800,0,MISS
0.8,0.05,0.0005,19,800,0,MISS
0.8,0.05,0.0005,20,800,0,MISS
0.8,0.05,0.0005,21,800,0,MISS
0.8,0.05,0.0005,22,820,-20,MISS
0.8,0.05,0.0005,23,820,-20,MISS
0.8,0.05,0.0005,24,820,-20,MISS
0.8,0.05,0.0005,25,820,-20,MISS
0.8,0.05,0.0005,26,800,0,MISS
0.8,0.05,0.0005,27,820,-20,MISS
0.8,0.05,0.0005,28,800,0,MISS
0.8,0.05,0.0005,29,820,-20,MISS
0.8,0.05,0.0005,30,820,-20,MISS
0.8,0.05,0.0005,31,820,-20,MISS
0.8,0.05,0.0005,32,800,0,MISS
0.8,0.05,0.0005,33,800,0,MISS
0.8,0.05,0.0005,34,800,0,MISS
0.8,0.05,0.0005,35,820,-20,MISS
0.8,0.05,0.0005,36,820,-20,MISS
0.8,0.05,0.0005,37,820,-20,MISS
0.8,0.05,0.0005,38,820,-20,MISS
0.8,0.05,0.0005,39,820,-20,MISS
0.8,0.05,0.0005,40,820,-20,MISS
0.8,0.05,0.0005,41,820,-20,MISS
0.8,0.05,0.0005,42,820,-20,MISS
0.8,0.05,0.0005,43,820,-20,MISS
0.8,0.05,0.0005,44,800,0,MISS
0.8,0.05,0.0005,45,820,-20,MISS
0.8,0.05,0.0005,46,820,-20,MISS
0.8,0.05,0.0005,47,820,-20,MISS
0.8,0.05,0.0005,48,820,-20,MISS
0.8,0.05,0.0005,49,800,0,MISS
0.8,0.05,0.0005,50,820,-20,MISS
0.8,0.05,0.0005,51,820,-20,MISS
0.8,0.05,0.0005,52,820,-20,MISS
0.8,0.05,0.0005,53,800,0,MISS
0.8,0.05,0.0005,54,820,-20,MISS
0.8,0.05,0.0005,55,820,-20,MISS
0.8,0.05,0.0005,56,820,-20,MISS
0.8,0.05,0.0005,57,800,0,MISS
0.8,0.05,0.0005,58,820,-20,MISS
0.8,0.05,0.0005,59,800,0,MISS
0.8,0.05,0.0005,60,820,-20,MISS
0.8,0.05,0.0005,61,820,-20,MISS
0.8,0.05,0.0005,62,800,0,MISS
0.8,0.05,0.0005,63,820,-20,MISS
0.8,0.05,0.0005,64,820,-20,MISS
0.8,0.05,0.0005,65,820,-20,MISS
0.8,0.05,0.0005,66,800,0,MISS
0.8,0.05,0.0005,67,800,0,MISS
0.8,0.05,0.0005,68,820,-20,MISS
0.8,0.05,0.0005,69,820,-20,MISS
0.8,0.05,0.0005,70,800,0,MISS
0.8,0.05,0.0005,71,820,-20,MISS
0.8,0.05,0.0005,72,820,-20,MISS
0.8,0.05,0.0005,73,800,0,MISS
0.8,0.05,0.0005,74,820,-20,MISS
0.8,0.05,0.0005,75,820,-20,MISS
0.8,0.05,0.0005,76,800,0,MISS
0.8,0.05,0.0005,77,820,-20,MISS
0.8,0.05,0.0005,78,820,-20,MISS
0.8,0.05,0.0005,79,800,0,MISS
0.8,0.05,0.0005,80,820,-20,MISS
0.8,0.05,0.0005,81,820,-20,MISS
0.8,0.05,0.0005,82,800,0,MISS
0.8,0.05,0.0005,83,800,0,MISS
0.8,0.05,0.0005,84,800,0,MISS
0.8,0.05,0.0005,85,820,-20,MISS
0.8,0.05,0.0005,86,800,0,MISS
0.8,0.05,0.0005,87,800,0,MISS
0.8,0.05,0.0005,88,820,-20,MISS
0.8,0.05,0.0005,89,800,0,MISS
0.8,0.05,0.0005,90,800,0,MISS
0.8,0.05,0.0005,91,800,0,MISS
0.8,0.05,0.0005,92,820,-20,MISS
0.8,0.05,0.0005,93,820,-20,MISS
0.8,0.05,0.0005,94,800,0,MISS
0.8,0.05,0.0005,95,820,-20,MISS
0.8,0.05,0.0005,96,800,0,MISS
0.8,0.05,0.0005,97,800,0,MISS
0.8,0.05,0.0005,98,800,0,MISS
0.8,0.05,0.0005,99,820,-20,MISS
0.8,0.05,0.0005,100,820,-20,MISS
0.8,0.05,0.001,1,720,80,EARLY_WARNING
0.8,0.05,0.001,2,700,100,EARLY_WARNING
0.8,0.05,0.001,3,720,80,EARLY_WARNING
0.8,0.05,0.001,4,700,100,EARLY_WARNING
0.8,0.05,0.001,5,700,100,EARLY_WARNING
0.8,0.05,0.001,6,700,100,EARLY_WARNING
0.8,0.05,0.001,7,700,100,EARLY_WARNING
0.8,0.05,0.001,8,700,100,EARLY_WARNING
0.8,0.05,0.001,9,700,100,EARLY_WARNING
0.8,0.05,0.001,10,700,100,EARLY_WARNING
0.8,0.05,0.001,11,700,100,EARLY_WARNING
0.8,0.05,0.001,12,700,100,EARLY_WARNING
0.8,0.05,0.001,13,720,80,EARLY_WARNING
0.8,0.05,0.001,14,700,100,EARLY_WARNING
0.8,0.05,0.001,15,700,100,EARLY_WARNING
0.8,0.05,0.001,16,700,100,EARLY_WARNING
0.8,0.05,0.001,17,700,100,EARLY_WARNING
0.8,0.05,0.001,18,720,80,EARLY_WARNING
0.8,0.05,0.001,19,700,100,EARLY_WARNING
