time,hidden_damage,true_recovery,delayed_masking,observable_state,observable_error,recovery_strength,persistence,directional,volatility_penalty,hysteresis,gv,inferred_hidden_deg,naive_estimator
16,0.0,1.0,1.0,0.01222,0.01222,0.93472,0.998593,0.997936,0.098439,0.031671,0.968061,0.053261,0.020774
17,0.0,1.0,1.0,-0.007362,0.007362,0.936044,0.993686,0.990739,0.098295,0.031671,0.965441,0.054666,0.012515
18,0.0,1.0,1.0,0.009849,0.009849,0.938166,0.998344,0.997571,0.098269,0.031671,0.969287,0.052544,0.016743
19,0.0,1.0,1.0,0.007079,0.007079,0.939606,0.996363,0.994666,0.098174,0.031671,0.968594,0.052902,0.012034
20,0.0,1.0,1.0,0.002407,0.002407,0.941387,0.998742,0.998154,0.098139,0.031671,0.970838,0.051659,0.004091
21,0.0,1.0,1.0,-0.010307,0.010307,0.943777,1.0,1.0,0.100013,0.032268,0.97251,0.051417,0.017523
22,0.0,1.0,1.0,0.013657,0.013657,0.944693,0.996556,0.994948,0.099903,0.032268,0.970666,0.052403,0.023216
23,0.0,1.0,1.0,0.00828,0.00828,0.945019,0.994428,0.991828,0.099773,0.032268,0.969434,0.053048,0.014077
24,0.0,1.0,1.0,-0.001003,0.001003,0.946102,0.998177,0.997327,0.099704,0.032268,0.972283,0.051464,0.001705
25,0.0,1.0,1.0,-0.007151,0.007151,0.946756,1.0,1.0,0.102528,0.033172,0.973576,0.051775,0.012156
26,0.0,1.0,1.0,0.00379,0.00379,0.947795,0.996604,0.995019,0.102593,0.033172,0.971804,0.052766,0.006442
27,0.0,1.0,1.0,0.009648,0.009648,0.947526,1.0,1.0,0.100776,0.032582,0.973972,0.050913,0.016401
28,0.0,1.0,1.0,0.274444,0.274444,0.948818,1.0,1.0,0.10079,0.032582,0.974488,0.050633,0.466554
29,0.0,1.0,1.0,0.230054,0.230054,0.91173,0.846935,0.775504,0.412809,0.114095,0.84558,0.228067,0.391092
30,0.0,1.0,1.0,0.224894,0.224894,0.883977,0.86946,0.808541,0.645033,0.177531,0.837358,0.312847,0.382319
31,0.0,1.0,1.0,0.174848,0.174848,0.855539,0.872833,0.813489,0.871343,0.240756,0.816838,0.40284,0.297242
32,0.0,1.0,1.0,0.132407,0.132407,0.834401,0.901963,0.856213,0.888882,0.240756,0.826246,0.40205,0.225091
33,0.0,1.0,1.0,0.092602,0.092602,0.818669,0.936617,0.907039,0.895379,0.240756,0.841922,0.395052,0.157423
34,0.0,1.0,1.0,0.086095,0.086095,0.8103,0.947889,0.923571,0.896682,0.240756,0.845761,0.393267,0.146361
35,0.0,1.0,1.0,0.090058,0.090058,0.799597,0.946273,0.921201,0.895714,0.240756,0.840489,0.395924,0.153099
36,0.0,1.0,1.0,0.070896,0.070896,0.787005,0.944004,0.917872,0.893449,0.240731,0.834105,0.39886,0.120524
37,0.0,1.0,1.0,0.042303,0.042303,0.777278,0.969213,0.954846,0.890017,0.240731,0.846604,0.391128,0.071915
38,0.0,1.0,1.0,0.019425,0.019425,0.774564,0.990414,0.98594,0.888814,0.240731,0.859218,0.383889,0.033022
39,0.0,1.0,1.0,0.027445,0.027445,0.775756,0.991826,0.988012,0.889508,0.240731,0.860569,0.38332,0.046656
40,0.0,1.0,1.0,0.035609,0.035609,0.772759,0.990071,0.985437,0.887481,0.240731,0.858342,0.384038,0.060535
41,0.0,1.0,1.0,0.03862,0.03862,0.769348,0.981578,0.972981,0.885459,0.240731,0.851615,0.387232,0.065654
42,0.0,1.0,1.0,0.019303,0.019303,0.76479,0.981236,0.97248,0.882622,0.240731,0.849713,0.387569,0.032815
43,0.0,1.0,1.0,0.019814,0.019814,0.763411,0.992028,0.988307,0.881582,0.240731,0.856157,0.383765,0.033684
44,0.0,1.0,1.0,0.01815,0.01815,0.761554,0.988648,0.98335,0.880138,0.240731,0.853311,0.384969,0.030855
45,0.0,1.0,1.0,0.018638,0.018638,0.759258,0.994885,0.992498,0.873486,0.239149,0.856738,0.380868,0.031684
46,0.0,1.0,1.0,0.030782,0.030782,0.758043,0.996752,0.995236,0.87254,0.239149,0.8575,0.380212,0.05233
47,0.0,1.0,1.0,0.028958,0.028958,0.755546,0.985325,0.978476,0.870854,0.239149,0.849234,0.384337,0.049229
48,0.0,1.0,1.0,0.035677,0.035677,0.75253,0.981768,0.97326,0.868629,0.239149,0.845852,0.385641,0.060651
49,0.0,1.0,1.0,0.030115,0.030115,0.747473,0.981396,0.972714,0.856149,0.236268,0.844213,0.382414,0.051195
50,0.0,1.0,1.0,0.029597,0.029597,0.744124,0.982832,0.97482,0.842566,0.232601,0.844476,0.37759,0.050315
51,0.0,1.0,1.0,0.035337,0.035337,0.740361,0.98699,0.980918,0.824656,0.227652,0.846542,0.370244,0.060072
52,0.0,1.0,1.0,0.002394,0.002394,0.736615,1.0,1.0,0.812206,0.224434,0.854036,0.361884,0.00407
53,0.0,1.0,1.0,-0.003815,0.003815,0.776289,1.0,1.0,0.690506,0.196871,0.87599,0.309737,0.006485
54,0.0,1.0,1.0,-0.011557,0.011557,0.809282,1.0,1.0,0.580472,0.169263,0.894689,0.262281,0.019647
55,0.0,1.0,1.0,-0.020861,0.020861,0.840393,1.0,1.0,0.424471,0.127364,0.914934,0.197481,0.035463
56,0.0,1.0,1.0,0.23735,0.23735,0.86285,1.0,1.0,0.321889,0.0991,0.929046,0.154182,0.403495
57,0.0,1.0,1.0,0.219163,0.219163,0.847546,0.905599,0.861545,0.458207,0.134081,0.855377,0.241023,0.372576
58,0.0,1.0,1.0,0.161937,0.161937,0.829089,0.913217,0.872718,0.613689,0.176268,0.84512,0.3003,0.275292
