seed,probe_index,true_recovery_time,ac_risk,rl_risk,mean_risk,ac_rl_equal,ac_rl_fitted
77,120,1.0743511113676965,0.4372716204692182,0.10785151247267644,0.19396201951014685,0.2725615664709473,0.16082621516435625
77,170,1.2675745837390786,0.40167768549894356,0.09880394960366301,0.1801848044242111,0.2502408175513033,0.14750967740440574
77,220,1.5044948573296935,0.4986844389352514,0.12566259211746778,0.3048658969743,0.3121735155263596,0.18564897714069428
77,270,1.804454873038303,0.5072542038612264,0.1284120670898714,0.30097405825008605,0.3178331354755489,0.1893344245154658
77,320,2.199273117867479,0.3486724633565439,0.08668348400137182,0.1807413947479098,0.21767797367895786,0.1288144527945172
77,370,2.745624788447456,0.5861791923153491,0.15769643426946367,0.35947625667041994,0.3719378132924064,0.22660159872357175
77,420,3.555585707820449,0.751743380528653,0.259497435811328,0.411310750727844,0.5056204081699904,0.338656485121272
77,470,4.886657343860002,0.7238284070121962,0.23629438146672077,0.3306854410096277,0.4800613942394585,0.3146956976839461
78,120,1.0743511113676965,0.37316369875804034,0.09210324422276006,0.31856442603039375,0.2326334714904002,0.1373011348674658
78,170,1.2675745837390786,0.5632396811539442,0.1483569424063791,0.2697742731678991,0.35579831178016164,0.2150750607104774
78,220,1.5044948573296935,0.5605147070707569,0.1472971421573629,0.2881024130615562,0.3539059246140599,0.21374748054562165
78,270,1.804454873038303,0.5330039202992519,0.13713160457438023,0.329876042865446,0.3350677624368161,0.20079261894576775
78,320,2.199273117867479,0.573042234822365,0.15225431003174672,0.2905773944039014,0.3626482724270559,0.2199220530471972
78,370,2.745624788447456,0.6756124907739905,0.2031960273160779,0.3713197225398319,0.4394042590450342,0.27916625830938585
78,420,3.555585707820449,0.6430248543670015,0.1846476888481059,0.25874367690674455,0.4138362716075537,0.25836023241959094
78,470,4.886657343860002,0.7164704198798194,0.23072398220054213,0.5376555621566607,0.47359720104018077,0.3088378328579902
79,120,1.0743511113676965,0.3008749839703815,0.07686038036440801,0.2353929684201786,0.18886768216739475,0.11288461427287824
79,170,1.2675745837390786,0.3556564598687284,0.08819975368358557,0.2182374911363641,0.22192810677615699,0.13120999850204285
79,220,1.5044948573296935,0.31709826732596835,0.08009332079181364,0.18786257013215985,0.198595794058891,0.1182065575807352
79,270,1.804454873038303,0.4116858386260449,0.10126636135661171,0.2999818915942748,0.2564760999913283,0.15118553483410785
