seed,probe_index,rho,mean_risk,va_risk,ac_risk,measured_recovery_time,theoretical_recovery_time
30,420,0.7548414023372287,0.5460333005296983,0.7169363231222816,0.7698288636141433,17.0,3.555585707820449
30,470,0.8149415692821369,0.41013696008829725,0.0,0.7919938821736281,23.0,4.886657343860002
31,120,0.39424040066777966,0.3202010655932813,0.14973460966353758,0.41206821469653065,5.0,1.0743511113676965
31,170,0.4543405676126878,0.2831410707097969,0.24901229300486494,0.4494964922039605,6.0,1.2675745837390786
31,220,0.514440734557596,0.22827964110894383,0.0,0.4620180961106204,7.0,1.5044948573296935
31,270,0.5745409015025041,0.16855082145175918,0.0,0.35547588224842896,9.0,1.804454873038303
31,320,0.6346410684474123,0.29397377132750363,0.41750167339703426,0.50090691234186,11.0,2.199273117867479
31,370,0.6947412353923206,0.4529713740722385,0.4812956533793047,0.6907488448287452,13.0,2.745624788447456
31,420,0.7548414023372287,0.4087686657565679,0.0,0.7277657635416224,17.0,3.555585707820449
31,470,0.8149415692821369,0.46447000508976144,0.49704111319913535,0.7305934167452166,23.0,4.886657343860002
32,120,0.39424040066777966,0.20282212111894715,0.0,0.3592039230076107,5.0,1.0743511113676965
32,170,0.4543405676126878,0.3655776590986828,0.4308606789006342,0.45692567258334715,6.0,1.2675745837390786
32,220,0.514440734557596,0.19027122320566742,0.0,0.3196664815674617,7.0,1.5044948573296935
32,270,0.5745409015025041,0.47039104854617914,0.6505906073775406,0.5235573031393409,9.0,1.804454873038303
32,320,0.6346410684474123,0.3125358316262544,0.0,0.6715633889738107,11.0,2.199273117867479
32,370,0.6947412353923206,0.49314282547433946,0.4189440256287422,0.7465639803023957,13.0,2.745624788447456
32,420,0.7548414023372287,0.35164309823501777,0.0,0.7184231788299573,17.0,3.555585707820449
32,470,0.8149415692821369,0.37624040437582346,0.04591453009752222,0.7335167066487759,23.0,4.886657343860002
33,120,0.39424040066777966,0.10326044041967816,0.0,0.0734207268991296,5.0,1.0743511113676965
33,170,0.4543405676126878,0.34454056240058367,0.5727338002683025,0.4286972408730544,6.0,1.2675745837390786
33,220,0.514440734557596,0.2612312001153342,0.0,0.5167802013680828,7.0,1.5044948573296935
33,270,0.5745409015025041,0.33574032803487663,0.04933162451967066,0.5029048954894625,9.0,1.804454873038303
33,320,0.6346410684474123,0.3311776363536231,0.12080232068025265,0.5693470028707902,11.0,2.199273117867479
33,370,0.6947412353923206,0.29597431076964414,0.0,0.6405694139813845,13.0,2.745624788447456
33,420,0.7548414023372287,0.4568665728314764,0.3311658330837114,0.7372533454711594,17.0,3.555585707820449
