system,seed,has_collapse,metric,threshold,alert_index,lead_time,detected_before_collapse,false_positive
ar_degrade,25,True,ac_risk,0.35,99,321,True,False
ar_degrade,25,True,ac_risk,0.4,99,321,True,False
ar_degrade,25,True,ac_risk,0.45,113,307,True,False
ar_degrade,25,True,ac_risk,0.5,126,294,True,False
ar_degrade,25,True,ac_risk,0.55,339,81,True,False
ar_degrade,25,True,ac_risk,0.6,346,74,True,False
ar_degrade,25,True,ac_risk,0.65,430,-10,False,False
ar_degrade,25,True,ac_risk,0.7,433,-13,False,False
ar_degrade,25,True,ac_risk,0.75,455,-35,False,False
ar_degrade,25,True,ac_risk,0.8,464,-44,False,False
ar_degrade,25,True,ac_risk,0.85,467,-47,False,False
ar_degrade,25,True,ac_risk,0.9,481,-61,False,False
ar_degrade,25,True,rl_risk,0.3,463,-43,False,False
ar_degrade,25,True,rl_risk,0.35,466,-46,False,False
ar_degrade,25,True,rl_risk,0.4,471,-51,False,False
ar_degrade,25,True,rl_risk,0.45,476,-56,False,False
ar_degrade,25,True,rl_risk,0.5,482,-62,False,False
ar_degrade,25,True,rl_risk,0.55,485,-65,False,False
ar_degrade,25,True,rl_risk,0.6,487,-67,False,False
ar_degrade,25,True,rl_risk,0.65,490,-70,False,False
ar_degrade,25,True,rl_risk,0.7,497,-77,False,False
ar_degrade,25,True,rl_risk,0.75,511,-91,False,False
ar_degrade,25,True,rl_risk,0.8,522,-102,False,False
ar_degrade,25,True,rl_risk,0.85,543,-123,False,False
ar_degrade,25,True,rl_risk,0.9,567,-147,False,False
ar_degrade,25,True,va_risk,0.3,99,321,True,False
ar_degrade,25,True,va_risk,0.35,180,240,True,False
ar_degrade,25,True,va_risk,0.4,180,240,True,False
ar_degrade,25,True,va_risk,0.45,286,134,True,False
ar_degrade,25,True,va_risk,0.5,384,36,True,False
ar_degrade,25,True,va_risk,0.55,392,28,True,False
ar_degrade,25,True,va_risk,0.6,407,13,True,False
ar_degrade,25,True,va_risk,0.65,429,-9,False,False
ar_degrade,25,True,va_risk,0.7,432,-12,False,False
ar_degrade,25,True,va_risk,0.75,463,-43,False,False
ar_degrade,25,True,va_risk,0.8,465,-45,False,False
ar_degrade,25,True,va_risk,0.85,492,-72,False,False
ar_degrade,25,True,va_risk,0.9,,,False,False
ar_degrade,26,True,mean_risk,0.3,276,144,True,False
ar_degrade,26,True,mean_risk,0.35,277,143,True,False
ar_degrade,26,True,mean_risk,0.4,422,-2,False,False
ar_degrade,26,True,mean_risk,0.45,423,-3,False,False
ar_degrade,26,True,mean_risk,0.5,440,-20,False,False
ar_degrade,26,True,mean_risk,0.55,442,-22,False,False
ar_degrade,26,True,mean_risk,0.6,443,-23,False,False
ar_degrade,26,True,mean_risk,0.65,444,-24,False,False
ar_degrade,26,True,mean_risk,0.7,446,-26,False,False
ar_degrade,26,True,mean_risk,0.75,466,-46,False,False
ar_degrade,26,True,mean_risk,0.8,529,-109,False,False
ar_degrade,26,True,mean_risk,0.85,554,-134,False,False
ar_degrade,26,True,mean_risk,0.9,,,False,False
ar_degrade,26,True,recovery_core_risk,0.3,175,245,True,False
ar_degrade,26,True,recovery_core_risk,0.35,247,173,True,False
ar_degrade,26,True,recovery_core_risk,0.4,277,143,True,False
ar_degrade,26,True,recovery_core_risk,0.45,335,85,True,False
ar_degrade,26,True,recovery_core_risk,0.5,432,-12,False,False
ar_degrade,26,True,recovery_core_risk,0.55,440,-20,False,False
ar_degrade,26,True,recovery_core_risk,0.6,442,-22,False,False
ar_degrade,26,True,recovery_core_risk,0.65,442,-22,False,False
ar_degrade,26,True,recovery_core_risk,0.7,444,-24,False,False
ar_degrade,26,True,recovery_core_risk,0.75,445,-25,False,False
ar_degrade,26,True,recovery_core_risk,0.8,455,-35,False,False
ar_degrade,26,True,recovery_core_risk,0.85,472,-52,False,False
ar_degrade,26,True,recovery_core_risk,0.9,497,-77,False,False
ar_degrade,26,True,ac_rl_core,0.3,287,133,True,False
ar_degrade,26,True,ac_rl_core,0.35,341,79,True,False
ar_degrade,26,True,ac_rl_core,0.4,439,-19,False,False
ar_degrade,26,True,ac_rl_core,0.45,441,-21,False,False
ar_degrade,26,True,ac_rl_core,0.5,442,-22,False,False
ar_degrade,26,True,ac_rl_core,0.55,444,-24,False,False
ar_degrade,26,True,ac_rl_core,0.6,445,-25,False,False
ar_degrade,26,True,ac_rl_core,0.65,447,-27,False,False
ar_degrade,26,True,ac_rl_core,0.7,457,-37,False,False
ar_degrade,26,True,ac_rl_core,0.75,468,-48,False,False
ar_degrade,26,True,ac_rl_core,0.8,489,-69,False,False
ar_degrade,26,True,ac_rl_core,0.85,502,-82,False,False
ar_degrade,26,True,ac_rl_core,0.9,526,-106,False,False
ar_degrade,26,True,ac_risk,0.3,99,321,True,False
ar_degrade,26,True,ac_risk,0.35,171,249,True,False
ar_degrade,26,True,ac_risk,0.4,176,244,True,False
ar_degrade,26,True,ac_risk,0.45,271,149,True,False
ar_degrade,26,True,ac_risk,0.5,314,106,True,False
ar_degrade,26,True,ac_risk,0.55,340,80,True,False
ar_degrade,26,True,ac_risk,0.6,365,55,True,False
ar_degrade,26,True,ac_risk,0.65,440,-20,False,False
ar_degrade,26,True,ac_risk,0.7,441,-21,False,False
ar_degrade,26,True,ac_risk,0.75,443,-23,False,False
ar_degrade,26,True,ac_risk,0.8,444,-24,False,False
ar_degrade,26,True,ac_risk,0.85,445,-25,False,False
ar_degrade,26,True,ac_risk,0.9,457,-37,False,False
ar_degrade,26,True,rl_risk,0.3,444,-24,False,False
ar_degrade,26,True,rl_risk,0.35,445,-25,False,False
ar_degrade,26,True,rl_risk,0.4,446,-26,False,False
ar_degrade,26,True,rl_risk,0.45,450,-30,False,False
ar_degrade,26,True,rl_risk,0.5,457,-37,False,False
ar_degrade,26,True,rl_risk,0.55,462,-42,False,False
ar_degrade,26,True,rl_risk,0.6,472,-52,False,False
ar_degrade,26,True,rl_risk,0.65,489,-69,False,False
ar_degrade,26,True,rl_risk,0.7,497,-77,False,False
ar_degrade,26,True,rl_risk,0.75,505,-85,False,False
ar_degrade,26,True,rl_risk,0.8,521,-101,False,False
ar_degrade,26,True,rl_risk,0.85,532,-112,False,False
ar_degrade,26,True,rl_risk,0.9,550,-130,False,False
ar_degrade,26,True,va_risk,0.3,147,273,True,False
ar_degrade,26,True,va_risk,0.35,147,273,True,False
ar_degrade,26,True,va_risk,0.4,149,271,True,False
ar_degrade,26,True,va_risk,0.45,150,270,True,False
ar_degrade,26,True,va_risk,0.5,157,263,True,False
ar_degrade,26,True,va_risk,0.55,390,30,True,False
ar_degrade,26,True,va_risk,0.6,393,27,True,False
ar_degrade,26,True,va_risk,0.65,423,-3,False,False
ar_degrade,26,True,va_risk,0.7,430,-10,False,False
ar_degrade,26,True,va_risk,0.75,431,-11,False,False
ar_degrade,26,True,va_risk,0.8,443,-23,False,False
ar_degrade,26,True,va_risk,0.85,444,-24,False,False
ar_degrade,26,True,va_risk,0.9,446,-26,False,False
ar_degrade,27,True,mean_risk,0.3,188,232,True,False
ar_degrade,27,True,mean_risk,0.35,216,204,True,False
ar_degrade,27,True,mean_risk,0.4,397,23,True,False
ar_degrade,27,True,mean_risk,0.45,399,21,True,False
ar_degrade,27,True,mean_risk,0.5,420,0,False,False
ar_degrade,27,True,mean_risk,0.55,453,-33,False,False
ar_degrade,27,True,mean_risk,0.6,454,-34,False,False
ar_degrade,27,True,mean_risk,0.65,457,-37,False,False
ar_degrade,27,True,mean_risk,0.7,462,-42,False,False
ar_degrade,27,True,mean_risk,0.75,511,-91,False,False
ar_degrade,27,True,mean_risk,0.8,520,-100,False,False
ar_degrade,27,True,mean_risk,0.85,585,-165,False,False
ar_degrade,27,True,mean_risk,0.9,,,False,False
ar_degrade,27,True,recovery_core_risk,0.3,172,248,True,False
ar_degrade,27,True,recovery_core_risk,0.35,193,227,True,False
ar_degrade,27,True,recovery_core_risk,0.4,212,208,True,False
ar_degrade,27,True,recovery_core_risk,0.45,253,167,True,False
ar_degrade,27,True,recovery_core_risk,0.5,361,59,True,False
ar_degrade,27,True,recovery_core_risk,0.55,393,27,True,False
ar_degrade,27,True,recovery_core_risk,0.6,399,21,True,False
ar_degrade,27,True,recovery_core_risk,0.65,453,-33,False,False
ar_degrade,27,True,recovery_core_risk,0.7,455,-35,False,False
ar_degrade,27,True,recovery_core_risk,0.75,460,-40,False,False
ar_degrade,27,True,recovery_core_risk,0.8,471,-51,False,False
ar_degrade,27,True,recovery_core_risk,0.85,497,-77,False,False
ar_degrade,27,True,recovery_core_risk,0.9,509,-89,False,False
ar_degrade,27,True,ac_rl_core,0.3,217,203,True,False
ar_degrade,27,True,ac_rl_core,0.35,318,102,True,False
ar_degrade,27,True,ac_rl_core,0.4,369,51,True,False
ar_degrade,27,True,ac_rl_core,0.45,398,22,True,False
ar_degrade,27,True,ac_rl_core,0.5,421,-1,False,False
ar_degrade,27,True,ac_rl_core,0.55,455,-35,False,False
ar_degrade,27,True,ac_rl_core,0.6,458,-38,False,False
ar_degrade,27,True,ac_rl_core,0.65,461,-41,False,False
ar_degrade,27,True,ac_rl_core,0.7,471,-51,False,False
ar_degrade,27,True,ac_rl_core,0.75,497,-77,False,False
ar_degrade,27,True,ac_rl_core,0.8,504,-84,False,False
ar_degrade,27,True,ac_rl_core,0.85,511,-91,False,False
ar_degrade,27,True,ac_rl_core,0.9,527,-107,False,False
ar_degrade,27,True,ac_risk,0.3,152,268,True,False
ar_degrade,27,True,ac_risk,0.35,172,248,True,False
ar_degrade,27,True,ac_risk,0.4,193,227,True,False
ar_degrade,27,True,ac_risk,0.45,207,213,True,False
ar_degrade,27,True,ac_risk,0.5,249,171,True,False
ar_degrade,27,True,ac_risk,0.55,318,102,True,False
ar_degrade,27,True,ac_risk,0.6,336,84,True,False
ar_degrade,27,True,ac_risk,0.65,393,27,True,False
ar_degrade,27,True,ac_risk,0.7,398,22,True,False
ar_degrade,27,True,ac_risk,0.75,421,-1,False,False
ar_degrade,27,True,ac_risk,0.8,455,-35,False,False
ar_degrade,27,True,ac_risk,0.85,459,-39,False,False
ar_degrade,27,True,ac_risk,0.9,470,-50,False,False
ar_degrade,27,True,rl_risk,0.3,455,-35,False,False
ar_degrade,27,True,rl_risk,0.35,458,-38,False,False
ar_degrade,27,True,rl_risk,0.4,460,-40,False,False
ar_degrade,27,True,rl_risk,0.45,463,-43,False,False
ar_degrade,27,True,rl_risk,0.5,471,-51,False,False
ar_degrade,27,True,rl_risk,0.55,496,-76,False,False
ar_degrade,27,True,rl_risk,0.6,499,-79,False,False
ar_degrade,27,True,rl_risk,0.65,504,-84,False,False
ar_degrade,27,True,rl_risk,0.7,509,-89,False,False
ar_degrade,27,True,rl_risk,0.75,512,-92,False,False
ar_degrade,27,True,rl_risk,0.8,522,-102,False,False
ar_degrade,27,True,rl_risk,0.85,542,-122,False,False
ar_degrade,27,True,rl_risk,0.9,567,-147,False,False
ar_degrade,27,True,va_risk,0.3,108,312,True,False
ar_degrade,27,True,va_risk,0.35,113,307,True,False
ar_degrade,27,True,va_risk,0.4,113,307,True,False
ar_degrade,27,True,va_risk,0.45,116,304,True,False
ar_degrade,27,True,va_risk,0.5,414,6,True,False
ar_degrade,27,True,va_risk,0.55,415,5,True,False
ar_degrade,27,True,va_risk,0.6,420,0,False,False
ar_degrade,27,True,va_risk,0.65,420,0,False,False
ar_degrade,27,True,va_risk,0.7,427,-7,False,False
ar_degrade,27,True,va_risk,0.75,434,-14,False,False
ar_degrade,27,True,va_risk,0.8,460,-40,False,False
ar_degrade,27,True,va_risk,0.85,529,-109,False,False
ar_degrade,27,True,va_risk,0.9,592,-172,False,False
ar_degrade,28,True,mean_risk,0.3,153,267,True,False
ar_degrade,28,True,mean_risk,0.35,272,148,True,False
ar_degrade,28,True,mean_risk,0.4,274,146,True,False
ar_degrade,28,True,mean_risk,0.45,278,142,True,False
ar_degrade,28,True,mean_risk,0.5,452,-32,False,False
ar_degrade,28,True,mean_risk,0.55,454,-34,False,False
ar_degrade,28,True,mean_risk,0.6,463,-43,False,False
ar_degrade,28,True,mean_risk,0.65,465,-45,False,False
ar_degrade,28,True,mean_risk,0.7,468,-48,False,False
ar_degrade,28,True,mean_risk,0.75,488,-68,False,False
ar_degrade,28,True,mean_risk,0.8,541,-121,False,False
ar_degrade,28,True,mean_risk,0.85,557,-137,False,False
ar_degrade,28,True,mean_risk,0.9,,,False,False
ar_degrade,28,True,recovery_core_risk,0.3,128,292,True,False
ar_degrade,28,True,recovery_core_risk,0.35,149,271,True,False
ar_degrade,28,True,recovery_core_risk,0.4,174,246,True,False
ar_degrade,28,True,recovery_core_risk,0.45,274,146,True,False
ar_degrade,28,True,recovery_core_risk,0.5,274,146,True,False
ar_degrade,28,True,recovery_core_risk,0.55,448,-28,False,False
ar_degrade,28,True,recovery_core_risk,0.6,451,-31,False,False
ar_degrade,28,True,recovery_core_risk,0.65,452,-32,False,False
ar_degrade,28,True,recovery_core_risk,0.7,463,-43,False,False
ar_degrade,28,True,recovery_core_risk,0.75,464,-44,False,False
ar_degrade,28,True,recovery_core_risk,0.8,468,-48,False,False
ar_degrade,28,True,recovery_core_risk,0.85,488,-68,False,False
ar_degrade,28,True,recovery_core_risk,0.9,519,-99,False,False
ar_degrade,28,True,ac_rl_core,0.3,161,259,True,False
ar_degrade,28,True,ac_rl_core,0.35,279,141,True,False
ar_degrade,28,True,ac_rl_core,0.4,413,7,True,False
ar_degrade,28,True,ac_rl_core,0.45,451,-31,False,False
ar_degrade,28,True,ac_rl_core,0.5,454,-34,False,False
ar_degrade,28,True,ac_rl_core,0.55,460,-40,False,False
ar_degrade,28,True,ac_rl_core,0.6,464,-44,False,False
ar_degrade,28,True,ac_rl_core,0.65,466,-46,False,False
ar_degrade,28,True,ac_rl_core,0.7,470,-50,False,False
ar_degrade,28,True,ac_rl_core,0.75,484,-64,False,False
ar_degrade,28,True,ac_rl_core,0.8,502,-82,False,False
ar_degrade,28,True,ac_rl_core,0.85,523,-103,False,False
ar_degrade,28,True,ac_rl_core,0.9,545,-125,False,False
ar_degrade,28,True,ac_risk,0.3,114,306,True,False
ar_degrade,28,True,ac_risk,0.35,122,298,True,False
ar_degrade,28,True,ac_risk,0.4,135,285,True,False
ar_degrade,28,True,ac_risk,0.45,149,271,True,False
ar_degrade,28,True,ac_risk,0.5,174,246,True,False
ar_degrade,28,True,ac_risk,0.55,279,141,True,False
ar_degrade,28,True,ac_risk,0.6,336,84,True,False
ar_degrade,28,True,ac_risk,0.65,448,-28,False,False
ar_degrade,28,True,ac_risk,0.7,451,-31,False,False
ar_degrade,28,True,ac_risk,0.75,455,-35,False,False
ar_degrade,28,True,ac_risk,0.8,461,-41,False,False
ar_degrade,28,True,ac_risk,0.85,464,-44,False,False
ar_degrade,28,True,ac_risk,0.9,469,-49,False,False
ar_degrade,28,True,rl_risk,0.3,460,-40,False,False
ar_degrade,28,True,rl_risk,0.35,463,-43,False,False
ar_degrade,28,True,rl_risk,0.4,465,-45,False,False
ar_degrade,28,True,rl_risk,0.45,467,-47,False,False
ar_degrade,28,True,rl_risk,0.5,471,-51,False,False
ar_degrade,28,True,rl_risk,0.55,482,-62,False,False
ar_degrade,28,True,rl_risk,0.6,486,-66,False,False
ar_degrade,28,True,rl_risk,0.65,502,-82,False,False
ar_degrade,28,True,rl_risk,0.7,519,-99,False,False
ar_degrade,28,True,rl_risk,0.75,526,-106,False,False
ar_degrade,28,True,rl_risk,0.8,536,-116,False,False
ar_degrade,28,True,rl_risk,0.85,552,-132,False,False
ar_degrade,28,True,rl_risk,0.9,565,-145,False,False
ar_degrade,28,True,va_risk,0.3,152,268,True,False
ar_degrade,28,True,va_risk,0.35,153,267,True,False
ar_degrade,28,True,va_risk,0.4,154,266,True,False
ar_degrade,28,True,va_risk,0.45,155,265,True,False
ar_degrade,28,True,va_risk,0.5,279,141,True,False
ar_degrade,28,True,va_risk,0.55,282,138,True,False
ar_degrade,28,True,va_risk,0.6,386,34,True,False
ar_degrade,28,True,va_risk,0.65,387,33,True,False
ar_degrade,28,True,va_risk,0.7,401,19,True,False
ar_degrade,28,True,va_risk,0.75,411,9,True,False
ar_degrade,28,True,va_risk,0.8,416,4,True,False
ar_degrade,28,True,va_risk,0.85,542,-122,False,False
ar_degrade,28,True,va_risk,0.9,559,-139,False,False
ar_degrade,29,True,mean_risk,0.3,312,108,True,False
ar_degrade,29,True,mean_risk,0.35,321,99,True,False
ar_degrade,29,True,mean_risk,0.4,356,64,True,False
ar_degrade,29,True,mean_risk,0.45,363,57,True,False
ar_degrade,29,True,mean_risk,0.5,364,56,True,False
ar_degrade,29,True,mean_risk,0.55,448,-28,False,False
ar_degrade,29,True,mean_risk,0.6,455,-35,False,False
ar_degrade,29,True,mean_risk,0.65,458,-38,False,False
ar_degrade,29,True,mean_risk,0.7,465,-45,False,False
ar_degrade,29,True,mean_risk,0.75,469,-49,False,False
ar_degrade,29,True,mean_risk,0.8,554,-134,False,False
ar_degrade,29,True,mean_risk,0.85,569,-149,False,False
ar_degrade,29,True,mean_risk,0.9,,,False,False
ar_degrade,29,True,recovery_core_risk,0.3,99,321,True,False
ar_degrade,29,True,recovery_core_risk,0.35,318,102,True,False
ar_degrade,29,True,recovery_core_risk,0.4,320,100,True,False
ar_degrade,29,True,recovery_core_risk,0.45,328,92,True,False
ar_degrade,29,True,recovery_core_risk,0.5,355,65,True,False
ar_degrade,29,True,recovery_core_risk,0.55,362,58,True,False
ar_degrade,29,True,recovery_core_risk,0.6,364,56,True,False
ar_degrade,29,True,recovery_core_risk,0.65,365,55,True,False
ar_degrade,29,True,recovery_core_risk,0.7,458,-38,False,False
ar_degrade,29,True,recovery_core_risk,0.75,465,-45,False,False
ar_degrade,29,True,recovery_core_risk,0.8,468,-48,False,False
ar_degrade,29,True,recovery_core_risk,0.85,490,-70,False,False
ar_degrade,29,True,recovery_core_risk,0.9,508,-88,False,False
ar_degrade,29,True,ac_rl_core,0.3,321,99,True,False
ar_degrade,29,True,ac_rl_core,0.35,342,78,True,False
ar_degrade,29,True,ac_rl_core,0.4,357,63,True,False
ar_degrade,29,True,ac_rl_core,0.45,363,57,True,False
ar_degrade,29,True,ac_rl_core,0.5,366,54,True,False
ar_degrade,29,True,ac_rl_core,0.55,450,-30,False,False
ar_degrade,29,True,ac_rl_core,0.6,462,-42,False,False
ar_degrade,29,True,ac_rl_core,0.65,466,-46,False,False
ar_degrade,29,True,ac_rl_core,0.7,469,-49,False,False
ar_degrade,29,True,ac_rl_core,0.75,478,-58,False,False
ar_degrade,29,True,ac_rl_core,0.8,498,-78,False,False
ar_degrade,29,True,ac_rl_core,0.85,509,-89,False,False
ar_degrade,29,True,ac_rl_core,0.9,552,-132,False,False
ar_degrade,29,True,ac_risk,0.3,99,321,True,False
ar_degrade,29,True,ac_risk,0.35,99,321,True,False
ar_degrade,29,True,ac_risk,0.4,99,321,True,False
ar_degrade,29,True,ac_risk,0.45,320,100,True,False
ar_degrade,29,True,ac_risk,0.5,328,92,True,False
ar_degrade,29,True,ac_risk,0.55,339,81,True,False
ar_degrade,29,True,ac_risk,0.6,355,65,True,False
ar_degrade,29,True,ac_risk,0.65,358,62,True,False
ar_degrade,29,True,ac_risk,0.7,364,56,True,False
ar_degrade,29,True,ac_risk,0.75,366,54,True,False
ar_degrade,29,True,ac_risk,0.8,450,-30,False,False
ar_degrade,29,True,ac_risk,0.85,464,-44,False,False
ar_degrade,29,True,ac_risk,0.9,469,-49,False,False
ar_degrade,29,True,rl_risk,0.3,449,-29,False,False
ar_degrade,29,True,rl_risk,0.35,460,-40,False,False
ar_degrade,29,True,rl_risk,0.4,465,-45,False,False
ar_degrade,29,True,rl_risk,0.45,467,-47,False,False
ar_degrade,29,True,rl_risk,0.5,469,-49,False,False
ar_degrade,29,True,rl_risk,0.55,476,-56,False,False
ar_degrade,29,True,rl_risk,0.6,482,-62,False,False
ar_degrade,29,True,rl_risk,0.65,497,-77,False,False
ar_degrade,29,True,rl_risk,0.7,504,-84,False,False
ar_degrade,29,True,rl_risk,0.75,519,-99,False,False
ar_degrade,29,True,rl_risk,0.8,547,-127,False,False
ar_degrade,29,True,rl_risk,0.85,559,-139,False,False
ar_degrade,29,True,rl_risk,0.9,569,-149,False,False
ar_degrade,29,True,va_risk,0.3,306,114,True,False
ar_degrade,29,True,va_risk,0.35,306,114,True,False
ar_degrade,29,True,va_risk,0.4,344,76,True,False
ar_degrade,29,True,va_risk,0.45,357,63,True,False
ar_degrade,29,True,va_risk,0.5,360,60,True,False
ar_degrade,29,True,va_risk,0.55,363,57,True,False
ar_degrade,29,True,va_risk,0.6,364,56,True,False
ar_degrade,29,True,va_risk,0.65,365,55,True,False
ar_degrade,29,True,va_risk,0.7,366,54,True,False
ar_degrade,29,True,va_risk,0.75,457,-37,False,False
ar_degrade,29,True,va_risk,0.8,462,-42,False,False
ar_degrade,29,True,va_risk,0.85,464,-44,False,False
ar_degrade,29,True,va_risk,0.9,466,-46,False,False
ar_degrade,30,True,mean_risk,0.3,228,192,True,False
ar_degrade,30,True,mean_risk,0.35,230,190,True,False
ar_degrade,30,True,mean_risk,0.4,339,81,True,False
ar_degrade,30,True,mean_risk,0.45,379,41,True,False
ar_degrade,30,True,mean_risk,0.5,385,35,True,False
ar_degrade,30,True,mean_risk,0.55,410,10,True,False
ar_degrade,30,True,mean_risk,0.6,477,-57,False,False
ar_degrade,30,True,mean_risk,0.65,478,-58,False,False
ar_degrade,30,True,mean_risk,0.7,479,-59,False,False
ar_degrade,30,True,mean_risk,0.75,490,-70,False,False
ar_degrade,30,True,mean_risk,0.8,493,-73,False,False
ar_degrade,30,True,mean_risk,0.85,579,-159,False,False
ar_degrade,30,True,mean_risk,0.9,,,False,False
ar_degrade,30,True,recovery_core_risk,0.3,106,314,True,False
ar_degrade,30,True,recovery_core_risk,0.35,109,311,True,False
ar_degrade,30,True,recovery_core_risk,0.4,229,191,True,False
ar_degrade,30,True,recovery_core_risk,0.45,302,118,True,False
ar_degrade,30,True,recovery_core_risk,0.5,303,117,True,False
ar_degrade,30,True,recovery_core_risk,0.55,310,110,True,False
ar_degrade,30,True,recovery_core_risk,0.6,380,40,True,False
ar_degrade,30,True,recovery_core_risk,0.65,387,33,True,False
ar_degrade,30,True,recovery_core_risk,0.7,457,-37,False,False
ar_degrade,30,True,recovery_core_risk,0.75,476,-56,False,False
ar_degrade,30,True,recovery_core_risk,0.8,478,-58,False,False
ar_degrade,30,True,recovery_core_risk,0.85,490,-70,False,False
ar_degrade,30,True,recovery_core_risk,0.9,495,-75,False,False
ar_degrade,30,True,ac_rl_core,0.3,225,195,True,False
ar_degrade,30,True,ac_rl_core,0.35,243,177,True,False
ar_degrade,30,True,ac_rl_core,0.4,304,116,True,False
ar_degrade,30,True,ac_rl_core,0.45,310,110,True,False
ar_degrade,30,True,ac_rl_core,0.5,385,35,True,False
ar_degrade,30,True,ac_rl_core,0.55,390,30,True,False
ar_degrade,30,True,ac_rl_core,0.6,457,-37,False,False
ar_degrade,30,True,ac_rl_core,0.65,466,-46,False,False
ar_degrade,30,True,ac_rl_core,0.7,478,-58,False,False
ar_degrade,30,True,ac_rl_core,0.75,489,-69,False,False
ar_degrade,30,True,ac_rl_core,0.8,492,-72,False,False
ar_degrade,30,True,ac_rl_core,0.85,497,-77,False,False
ar_degrade,30,True,ac_rl_core,0.9,547,-127,False,False
ar_degrade,30,True,ac_risk,0.3,99,321,True,False
ar_degrade,30,True,ac_risk,0.35,101,319,True,False
ar_degrade,30,True,ac_risk,0.4,106,314,True,False
ar_degrade,30,True,ac_risk,0.45,193,227,True,False
ar_degrade,30,True,ac_risk,0.5,226,194,True,False
ar_degrade,30,True,ac_risk,0.55,243,177,True,False
ar_degrade,30,True,ac_risk,0.6,303,117,True,False
ar_degrade,30,True,ac_risk,0.65,306,114,True,False
ar_degrade,30,True,ac_risk,0.7,311,109,True,False
ar_degrade,30,True,ac_risk,0.75,386,34,True,False
ar_degrade,30,True,ac_risk,0.8,451,-31,False,False
ar_degrade,30,True,ac_risk,0.85,459,-39,False,False
ar_degrade,30,True,ac_risk,0.9,478,-58,False,False
ar_degrade,30,True,rl_risk,0.3,389,31,True,False
ar_degrade,30,True,rl_risk,0.35,457,-37,False,False
ar_degrade,30,True,rl_risk,0.4,461,-41,False,False
ar_degrade,30,True,rl_risk,0.45,476,-56,False,False
ar_degrade,30,True,rl_risk,0.5,478,-58,False,False
ar_degrade,30,True,rl_risk,0.55,487,-67,False,False
ar_degrade,30,True,rl_risk,0.6,490,-70,False,False
ar_degrade,30,True,rl_risk,0.65,492,-72,False,False
ar_degrade,30,True,rl_risk,0.7,495,-75,False,False
ar_degrade,30,True,rl_risk,0.75,498,-78,False,False
ar_degrade,30,True,rl_risk,0.8,510,-90,False,False
ar_degrade,30,True,rl_risk,0.85,551,-131,False,False
ar_degrade,30,True,rl_risk,0.9,579,-159,False,False
ar_degrade,30,True,va_risk,0.3,102,318,True,False
ar_degrade,30,True,va_risk,0.35,104,316,True,False
ar_degrade,30,True,va_risk,0.4,106,314,True,False
ar_degrade,30,True,va_risk,0.45,106,314,True,False
ar_degrade,30,True,va_risk,0.5,330,90,True,False
ar_degrade,30,True,va_risk,0.55,337,83,True,False
ar_degrade,30,True,va_risk,0.6,340,80,True,False
ar_degrade,30,True,va_risk,0.65,402,18,True,False
ar_degrade,30,True,va_risk,0.7,405,15,True,False
ar_degrade,30,True,va_risk,0.75,407,13,True,False
ar_degrade,30,True,va_risk,0.8,410,10,True,False
ar_degrade,30,True,va_risk,0.85,424,-4,False,False
ar_degrade,30,True,va_risk,0.9,581,-161,False,False
ar_degrade,31,True,mean_risk,0.3,109,311,True,False
ar_degrade,31,True,mean_risk,0.35,112,308,True,False
ar_degrade,31,True,mean_risk,0.4,353,67,True,False
ar_degrade,31,True,mean_risk,0.45,359,61,True,False
ar_degrade,31,True,mean_risk,0.5,376,44,True,False
ar_degrade,31,True,mean_risk,0.55,439,-19,False,False
ar_degrade,31,True,mean_risk,0.6,452,-32,False,False
ar_degrade,31,True,mean_risk,0.65,454,-34,False,False
ar_degrade,31,True,mean_risk,0.7,458,-38,False,False
ar_degrade,31,True,mean_risk,0.75,489,-69,False,False
ar_degrade,31,True,mean_risk,0.8,496,-76,False,False
ar_degrade,31,True,mean_risk,0.85,580,-160,False,False
ar_degrade,31,True,mean_risk,0.9,,,False,False
ar_degrade,31,True,recovery_core_risk,0.3,99,321,True,False
ar_degrade,31,True,recovery_core_risk,0.35,99,321,True,False
ar_degrade,31,True,recovery_core_risk,0.4,112,308,True,False
ar_degrade,31,True,recovery_core_risk,0.45,334,86,True,False
ar_degrade,31,True,recovery_core_risk,0.5,353,67,True,False
ar_degrade,31,True,recovery_core_risk,0.55,359,61,True,False
ar_degrade,31,True,recovery_core_risk,0.6,363,57,True,False
ar_degrade,31,True,recovery_core_risk,0.65,434,-14,False,False
ar_degrade,31,True,recovery_core_risk,0.7,452,-32,False,False
ar_degrade,31,True,recovery_core_risk,0.75,454,-34,False,False
ar_degrade,31,True,recovery_core_risk,0.8,483,-63,False,False
ar_degrade,31,True,recovery_core_risk,0.85,487,-67,False,False
ar_degrade,31,True,recovery_core_risk,0.9,493,-73,False,False
ar_degrade,31,True,ac_rl_core,0.3,169,251,True,False
ar_degrade,31,True,ac_rl_core,0.35,332,88,True,False
ar_degrade,31,True,ac_rl_core,0.4,354,66,True,False
ar_degrade,31,True,ac_rl_core,0.45,363,57,True,False
ar_degrade,31,True,ac_rl_core,0.5,411,9,True,False
ar_degrade,31,True,ac_rl_core,0.55,438,-18,False,False
ar_degrade,31,True,ac_rl_core,0.6,453,-33,False,False
ar_degrade,31,True,ac_rl_core,0.65,455,-35,False,False
