seed,probe_index,mean_risk,va_risk,ac_risk,true_recovery_time
32,370,0.4959310143707917,0.44605325128881657,0.7435609839196428,200.0
32,420,0.3832364740826898,0.16602229242549282,0.6803006044027192,200.0
32,470,0.6564098980028248,0.7206708945810469,0.9195850651686384,200.0
33,120,0.10326044041967816,0.0,0.0734207268991296,541.2980168278242
33,170,0.34454056240058367,0.5727338002683025,0.4286972408730544,200.0
33,220,0.2612312001153342,0.0,0.5167802013680828,200.0
33,270,0.33574032803487663,0.04933162451967066,0.5029048954894625,200.0
33,320,0.3311776363536231,0.12080232068025265,0.5693470028707902,200.0
33,370,0.3020613899661327,0.0015393264210488145,0.6508904610314644,200.0
33,420,0.5646989044530751,0.6305075117342993,0.7563343402421121,200.0
33,470,0.7116196519878224,0.7864551521602459,0.9176436066430748,200.0
34,120,0.14900214679331275,0.10785438386146562,0.2898187259803042,1535.835436774158
34,170,0.24589877859786108,0.1844497192425354,0.4811565582724182,200.0
34,220,0.23429288258154984,0.03986201975576875,0.530150176667558,200.0
34,270,0.19234866675571577,0.010128533098998527,0.48933093579591636,200.0
34,320,0.24942384742749554,0.0,0.4960365501764745,200.0
34,370,0.42531158815908965,0.4866308831114997,0.675243593325268,200.0
34,420,0.487202376468976,0.49829310504937796,0.7307353531937362,200.0
34,470,0.6845822664124208,0.8234303201286954,0.8909844211965575,200.0
35,120,0.2664543759903669,0.0,0.3134250456315577,200.0
35,170,0.21404943538495758,0.0,0.3203181197370846,200.0
35,220,0.21155810502929312,0.1863435530041858,0.34338417724621917,200.0
35,270,0.2522023745709034,0.0,0.40763474554852275,200.0
35,320,0.2039682159801511,0.04819679007893629,0.342849794577592,200.0
35,370,0.41696561905207685,0.49095796040537065,0.6319196206224873,200.0
35,420,0.32345135583802365,0.0,0.6138086871352503,200.0
35,470,0.779511021703176,0.9589204092384513,0.9464615454901084,200.0
36,120,0.26067153958304706,0.43676546689981943,0.3576611905167556,200.0
36,170,0.18047373000170713,0.0,0.40445384913194515,200.0
36,220,0.23475936198096967,0.15415634176121606,0.37008393213663404,200.0
36,270,0.21494027972595758,0.0,0.45225247856973416,200.0
36,320,0.22954181622751704,0.0,0.4875746586997022,200.0
36,370,0.37806361659115784,0.46338937233192123,0.5526009175927912,200.0
36,420,0.5126708081885435,0.6237539959736468,0.7054820757421357,200.0
36,470,0.6518257386490329,0.684089064827087,0.88211560475098,200.0
37,120,0.1502833657016735,0.0,0.26815183141433163,200.0
37,170,0.2584093030298308,0.1759142797144394,0.3918810217732972,200.0
37,220,0.29704856573802996,0.31622946454844125,0.46461832873511166,200.0
37,270,0.30708199177672185,0.2982892573529755,0.585267697963271,200.0
37,320,0.392552815288993,0.129484548551285,0.6719181190836434,200.0
37,370,0.28371961578242066,0.0,0.6233750252313549,200.0
37,420,0.5030927043024922,0.6104197724444101,0.6405121358495341,200.0
