metric,spearman_vs_true_recovery
mean_risk,0.7078800045000071
recovery_core_risk,0.8338056700088595
ac_risk,0.8428594497803903
rl_risk,0.8428594497803903
pr_risk,0.5335849587264981
va_risk,0.1333485911696737
bd_risk,0.2021130111140799
